"itemID","item","type","choices","category","definition","uni_lemma","gloss","complexity_category","new_lemma"
"item_431",,"word","produces","action_words","cracher","spit","to spit",,"spit"
"item_432",,"word","produces","action_words","danser","dance","dance",,"dance"
"item_433",,"word","produces","action_words","débarquer","get off","land",,"get off"
"item_434",,"word","produces","action_words","déchirer","tear","tear",,"tear"
"item_435",,"word","produces","action_words","descendre","get off","go down",,"get off"
"item_436",,"word","produces","action_words","dessiner","draw","draw",,"draw"
"item_437",,"word","produces","action_words","dire","say","say",,"say"
"item_438",,"word","produces","action_words","donner","give","give",,"give"
"item_439",,"word","produces","action_words","dormir","sleep","to sleep",,"sleep"
"item_440",,"word","produces","action_words","échapper",,"escape",,
"item_441",,"word","produces","action_words","écouter","listen","listen",,"listen"
"item_442",,"word","produces","action_words","écrire","write","to write",,"write"
"item_443",,"word","produces","action_words","embarquer","get on","embark",,"get on"
"item_444",,"word","produces","action_words","embrasser",,"to kiss",,
"item_445",,"word","produces","action_words","enlever","take off","to take off",,"take off"
"item_446",,"word","produces","action_words","entendre","hear","hear",,"hear"
"item_447",,"word","produces","action_words","essayer",,"try",,
"item_448",,"word","produces","action_words","essuyer","wipe","wipe",,"wipe"
"item_449",,"word","produces","action_words","être",,"be",,
"item_450",,"word","produces","action_words","faire","do","make",,"do"
"item_451",,"word","produces","action_words","fermer","close","to close",,"close"
"item_452",,"word","produces","action_words","finir","finish","finish",,"finish"
"item_453",,"word","produces","action_words","glisser","slide (action)","slip",,"slide (action)"
"item_454",,"word","produces","action_words","goûter","taste","to taste",,"taste"
"item_455",,"word","produces","action_words","grimper","climb","to climb",,"climb"
"item_456",,"word","produces","action_words","jeter","dump","throw",,"dump"
"item_457",,"word","produces","action_words","jouer","play","to play",,"play"
"item_458",,"word","produces","action_words","lancer","throw","launch",,"throw"
"item_459",,"word","produces","action_words","laver","wash","Wash",,"wash"
"item_460",,"word","produces","action_words","lécher","lick","lick",,"lick"
"item_461",,"word","produces","action_words","lire","read","read",,"read"
"item_462",,"word","produces","action_words","manger","eat","eat",,"eat"
"item_463",,"word","produces","action_words","marcher","walk","walk",,"walk"
"item_464",,"word","produces","action_words","mettre","put","to put",,"put"
"item_465",,"word","produces","action_words","monter (à cheval...)","ride","Ride a horse...",,
"item_466",,"word","produces","action_words","montrer","show","show",,"show"
"item_467",,"word","produces","action_words","mordre","bite","bite",,"bite"
"item_468",,"word","produces","action_words","nager","swim","swim",,"swim"
"item_469",,"word","produces","action_words","nettoyer","clean (action)","clean",,"clean (action)"
"item_470",,"word","produces","action_words","ouvrir","open (action)","open",,"open (action)"
"item_471",,"word","produces","action_words","parler","talk","speak",,"talk"
"item_472",,"word","produces","action_words","partager","share","share",,"share"
"item_473",,"word","produces","action_words","patiner",,"skate",,
"item_474",,"word","produces","action_words","peinturer","paint (action)","painting",,"paint (action)"
"item_475",,"word","produces","action_words","penser",,"think",,
"item_476",,"word","produces","action_words","pleurer","cry","cry",,"cry"
"item_477",,"word","produces","action_words","pousser","push","push",,"push"
"item_478",,"word","produces","action_words","pouvoir",,"power",,
"item_479",,"word","produces","action_words","prendre","take","take",,"take"
"item_480",,"word","produces","action_words","ramasser","pick up","to pick up",,"pick up"
"item_481",,"word","produces","action_words","ranger",,"tidy",,
"item_482",,"word","produces","action_words","regarder","look","watch",,"look"
"item_483",,"word","produces","action_words","renverser","spill","overthrow",,"spill"
"item_484",,"word","produces","action_words","réparer",,"to repair",,
"item_485",,"word","produces","action_words","rester","stay","stay",,"stay"
"item_486",,"word","produces","action_words","réveiller","wake","wake",,"wake"
"item_487",,"word","produces","action_words","sauter","jump","jump",,"jump"
"item_488",,"word","produces","action_words","sécher","dry (action)","dry",,"dry (action)"
"item_489",,"word","produces","action_words","se dépêcher",,"to hurry up",,
"item_490",,"word","produces","action_words","souffler","blow","blow",,"blow"
"item_491",,"word","produces","action_words","sourire","smile","smile",,"smile"
"item_492",,"word","produces","action_words","surveiller",,"monitor",,
"item_493",,"word","produces","action_words","taper","hit","type",,"hit"
"item_494",,"word","produces","action_words","tenir","hold","hold",,"hold"
"item_495",,"word","produces","action_words","tirer","pull","shoot",,"pull"
"item_496",,"word","produces","action_words","tomber","fall","fall",,"fall"
"item_497",,"word","produces","action_words","toucher","touch","to touch",,"touch"
"item_498",,"word","produces","action_words","tourner","turn","turn",,"turn"
"item_499",,"word","produces","action_words","transporter",,"carry",,
"item_500",,"word","produces","action_words","travailler","work (action)","to work",,"work (action)"
"item_501",,"word","produces","action_words","trouver","find","find",,"find"
"item_502",,"word","produces","action_words","venir","come","come",,"come"
"item_503",,"word","produces","action_words","verser","pour","pay",,"pour"
"item_504",,"word","produces","action_words","voir","see","see",,"see"
"item_505",,"word","produces","action_words","vouloir",,"want to",,
"item_506",,"word","produces","descriptive_words","(avoir) mal","hurt (description)","(Have) bad",,
"item_507",,"word","produces","descriptive_words","beau/belle","beautiful","handsome / beautiful",,"beautiful"
"item_508",,"word","produces","descriptive_words","bien","good","good",,"good"
"item_509",,"word","produces","descriptive_words","blanc",,"White",,
"item_510",,"word","produces","descriptive_words","bleu","blue","blue",,"blue"
"item_511",,"word","produces","descriptive_words","bon","good","good",,"good"
"item_512",,"word","produces","descriptive_words","brisé/cassé","broken","broken / broken",,"broken"
"item_513",,"word","produces","descriptive_words","brun",,"brown",,
"item_514",,"word","produces","descriptive_words","capable","able","able",,"able"
"item_515",,"word","produces","descriptive_words","chaud","hot","hot",,"hot"
"item_516",,"word","produces","descriptive_words","collant",,"tights",,
"item_517",,"word","produces","descriptive_words","content","happy","happy",,"happy"
"item_518",,"word","produces","descriptive_words","debout","standing","standing",,"standing"
"item_519",,"word","produces","descriptive_words","dégueulasse","yucky","disgusting",,"yucky"
"item_520",,"word","produces","descriptive_words","dernier",,"latest",,
"item_521",,"word","produces","descriptive_words","doux","soft","soft",,"soft"
"item_522",,"word","produces","descriptive_words","dur",,"hard",,
"item_523",,"word","produces","descriptive_words","endormi","asleep","sleeping",,"asleep"
"item_524",,"word","produces","descriptive_words","fâché",,"angry",,
"item_525",,"word","produces","descriptive_words","faim","hungry","hunger",,
"item_526",,"word","produces","descriptive_words","fatigué","tired","tired",,"tired"
"item_527",,"word","produces","descriptive_words","fini","finished","finished",,"finished"
"item_528",,"word","produces","descriptive_words","fort",,"fort",,
"item_529",,"word","produces","descriptive_words","froid","cold","cold",,"cold"
"item_530",,"word","produces","descriptive_words","gentil","nice","nice",,"nice"
"item_531",,"word","produces","descriptive_words","gros/grand","big","big tall",,"big"
"item_532",,"word","produces","descriptive_words","haut",,"top",,
"item_533",,"word","produces","descriptive_words","jaune",,"yellow",,
"item_534",,"word","produces","descriptive_words","joli",,"pretty",,
"item_535",,"word","produces","descriptive_words","long",,"long",,
"item_536",,"word","produces","descriptive_words","lourd",,"heavy",,
"item_537",,"word","produces","descriptive_words","mal","bad","wrong",,"bad"
"item_538",,"word","produces","descriptive_words","malade","sick","sick",,"sick"
"item_539",,"word","produces","descriptive_words","mieux",,"better",,
"item_540",,"word","produces","descriptive_words","mignon/cute",,"cute / cute",,
"item_541",,"word","produces","descriptive_words","mouillé",,"wet",,
"item_542",,"word","produces","descriptive_words","noir",,"black",,
"item_543",,"word","produces","descriptive_words","nouveau",,"new",,
"item_544",,"word","produces","descriptive_words","orange",,"orange",,
"item_545",,"word","produces","descriptive_words","parti","all gone","left",,"all gone"
"item_546",,"word","produces","descriptive_words","pauvre",,"poor",,
"item_547",,"word","produces","descriptive_words","petit","little (description)","small",,"little (description)"
"item_548",,"word","produces","descriptive_words","peur","scared","fear",,
"item_549",,"word","produces","descriptive_words","plein",,"full",,
"item_550",,"word","produces","descriptive_words","premier",,"first",,
"item_551",,"word","produces","descriptive_words","pris",,"taken",,
"item_552",,"word","produces","descriptive_words","propre","clean (description)","clean",,"clean (description)"
"item_553",,"word","produces","descriptive_words","réveillé",,"wake up",,
"item_554",,"word","produces","descriptive_words","rond",,"round",,
"item_555",,"word","produces","descriptive_words","rouge","red","red",,"red"
"item_556",,"word","produces","descriptive_words","sale","dirty","dirty",,"dirty"
"item_557",,"word","produces","descriptive_words","sec",,"dry",,
"item_558",,"word","produces","descriptive_words","soif","thirsty","thirst",,
"item_559",,"word","produces","descriptive_words","tannant/méchant","naughty","annoying / mean",,"naughty"
"item_560",,"word","produces","descriptive_words","tranquille",,"quiet",,
"item_561",,"word","produces","descriptive_words","triste / (avoir)peine",,"sad / (have) trouble",,
"item_562",,"word","produces","descriptive_words","vert",,"green",,
"item_563",,"word","produces","descriptive_words","vide","empty","empty",,"empty"
"item_564",,"word","produces","descriptive_words","vieux",,"old",,
"item_565",,"word","produces","descriptive_words","vite","fast","quick",,"fast"
"item_566",,"word","produces","time_words","après",,"after",,
"item_567",,"word","produces","time_words","aujourd'hui","today","today",,
"item_568",,"word","produces","time_words","avant",,"before",,
"item_569",,"word","produces","time_words","bientôt",,"soon",,
"item_570",,"word","produces","time_words","ce soir","tonight","tonight",,"tonight"
"item_571",,"word","produces","time_words","demain","tomorrow","tomorrow",,"tomorrow"
"item_572",,"word","produces","time_words","heure",,"hour",,
"item_573",,"word","produces","time_words","hier",,"yesterday",,
"item_574",,"word","produces","time_words","jour",,"day",,
"item_575",,"word","produces","time_words","maintenant","now","now",,
"item_576",,"word","produces","time_words","matin","morning","morning",,"morning"
"item_577",,"word","produces","time_words","nuit","night","night",,"night"
"item_578",,"word","produces","time_words","plus tard","later","later",,"later"
"item_579",,"word","produces","time_words","tantôt","sometimes","sometimes",,
"item_580",,"word","produces","time_words","tout à l'heure","sometimes","see you later",,
"item_581",,"word","produces","pronouns","à eux",,"their",,
"item_582",,"word","produces","pronouns","à lui","him","his",,
"item_583",,"word","produces","pronouns","à moi","mine","to me",,"mine"
"item_584",,"word","produces","pronouns","à nous",,"ours",,
"item_585",,"word","produces","pronouns","à toi",,"yours",,
"item_586",,"word","produces","pronouns","à vous",,"to you",,
"item_587",,"word","produces","pronouns","ça","that","it",,"that"
"item_588",,"word","produces","pronouns","ce",,"this",,
"item_589",,"word","produces","pronouns","celui-là",,"that one",,
"item_590",,"word","produces","pronouns","elle",,"she",,
"item_591",,"word","produces","pronouns","elles",,"they",,
"item_592",,"word","produces","pronouns","il",,"he",,
"item_593",,"word","produces","pronouns","ils",,"they",,
"item_594",,"word","produces","pronouns","je","i","I",,"i"
"item_595",,"word","produces","pronouns","le mien",,"mine",,
"item_596",,"word","produces","pronouns","le tien",,"yours",,
"item_597",,"word","produces","pronouns","lui",,"him",,
"item_598",,"word","produces","pronouns","me",,"Moi",,
"item_599",,"word","produces","pronouns","moi","me","me",,"me"
"item_600",,"word","produces","pronouns","mon","my","my",,"my"
"item_601",,"word","produces","pronouns","nous",,"we",,
"item_602",,"word","produces","pronouns","nôtre/nos",,"ours / our",,
"item_603",,"word","produces","pronouns","on",,"we",,
"item_604",,"word","produces","pronouns","son","his","his",,"his"
"item_605",,"word","produces","pronouns","toi","you","you",,"you"
"item_606",,"word","produces","pronouns","ton","your","your",,"your"
"item_607",,"word","produces","pronouns","tu","you","you",,"you"
"item_608",,"word","produces","pronouns","vous",,"you",,
"item_609",,"word","produces","question_words","comment",,"how",,
"item_610",,"word","produces","question_words","lequel/laquelle",,"which / that",,
"item_611",,"word","produces","question_words","où","where (question)","or",,"where (question)"
"item_612",,"word","produces","question_words","pourquoi",,"Why",,
"item_613",,"word","produces","question_words","quand",,"when",,
"item_614",,"word","produces","question_words","quel",,"what",,
"item_615",,"word","produces","question_words","qui","who","who",,"who"
"item_616",,"word","produces","question_words","quoi","what","what",,"what"
"item_617",,"word","produces","locations","à",,"at",,
"item_618",,"word","produces","locations","à côté de",,"next to",,
"item_619",,"word","produces","locations","à terre/par terre","down","ground / ground",,"down"
"item_620",,"word","produces","locations","au-dessus",,"above",,
"item_621",,"word","produces","locations","autour",,"around",,
"item_622",,"word","produces","locations","avec",,"with",,
"item_623",,"word","produces","locations","comme",,"as",,
"item_624",,"word","produces","locations","dans","in","in",,"in"
"item_625",,"word","produces","locations","de",,"of",,
"item_626",,"word","produces","locations","de l'autre côté",,"on the other side",,
"item_627",,"word","produces","locations","devant/en avant",,"front / forward",,
"item_628",,"word","produces","locations","en",,"in",,
"item_629",,"word","produces","locations","en arrière",,"backward",,
"item_630",,"word","produces","locations","en bas","below","below",,"below"
"item_631",,"word","produces","locations","en dehors",,"outside",,
"item_632",,"word","produces","locations","en haut","up","up",,"up"
"item_633",,"word","produces","locations","ici",,"right here",,
"item_634",,"word","produces","locations","là/là-bas","there","here / there",,"there"
"item_635",,"word","produces","locations","loin",,"far",,
"item_636",,"word","produces","locations","par",,"a pair",,
"item_637",,"word","produces","locations","par-dessus",,"par-dessus",,
"item_638",,"word","produces","locations","pour",,"pour",,
"item_639",,"word","produces","locations","sous/en-dessous","under","underneath",,"under"
"item_640",,"word","produces","locations","sur","on","on",,
"item_641",,"word","produces","locations","y",,"there",,
"item_642",,"word","produces","quantifiers","autre",,"other",,
"item_643",,"word","produces","quantifiers","beaucoup",,"a lot",,
"item_644",,"word","produces","quantifiers","de/du",,"each of /",,
"item_645",,"word","produces","quantifiers","des",,"of the",,
"item_646",,"word","produces","quantifiers","encore","again","again",,"again"
"item_647",,"word","produces","quantifiers","le/la",,"the",,
"item_648",,"word","produces","quantifiers","même",,"even",,
"item_649",,"word","produces","quantifiers","pareil",,"the same",,
"item_650",,"word","produces","quantifiers","pas","not","not",,"not"
"item_651",,"word","produces","quantifiers","plus","more","more",,"more"
"item_652",,"word","produces","quantifiers","plusieurs",,"many",,
"item_653",,"word","produces","quantifiers","tout/toute",,"any / all",,
"item_654",,"word","produces","quantifiers","trop",,"too much",,
"item_655",,"word","produces","quantifiers","un/une",,"a a",,
"item_656",,"word","produces","quantifiers","un autre","another","another",,"another"
"item_657",,"word","produces","quantifiers","un peu","little (amount)","a little",,"little (amount)"
"item_658",,"word","produces","connecting_words","alors",,"so",,
"item_659",,"word","produces","connecting_words","aussi",,"also",,
"item_660",,"word","produces","connecting_words","et",,"and",,
"item_661",,"word","produces","connecting_words","mais",,"but",,
"item_662",,"word","produces","connecting_words","parce que",,"because",,
"item_663",,"word","produces","connecting_words","puis",,"then",,
"item_664",,"word","produces","connecting_words","si",,"if",,
"item_665",,"how_use_words","not yet; sometimes; often",,"Votre enfant parle-t-il d’événements passés ou de personnes qui ne sont pas présentes? Par exemple si vous avez vu une parade ensemble la semaine dernière lui arrive-t-il de vous en “parler” en mentionnant des mots comme “parade” “clown” etc.?",,"does your child ever talk about past events or people who are not present?",,
"item_666",,"how_use_words","not yet; sometimes; often",,"Votre enfant parle-t-il de choses qui se produiront plus tard? Par exemple dirait-il “tchou tchou” ou “avion” avant de partir en voyage ou “balançoire” avant d’aller au parc?",,"does your child ever talk about something that's going to happen in the future?",,
"item_667",,"how_use_words","not yet; sometimes; often",,"Votre enfant parle-t-il d’objets qui ne sont pas présents? Par exemple demande-t-il un jouet qui n’est pas là mentionne-t-il un animal hors de son champ de vision ou une personne absente?",,"does your child talk a bout objects that are not present?",,
"item_668",,"how_use_words","not yet; sometimes; often",,"Votre enfant comprend-il quand vous lui demandez un objet qui n’est pas dans la même pièce? Par exemple va-t-il dans sa chambre chercher son toutou lorsque vous dites “Où il est ton nounours?”",,"does your child understand if you ask for something that is not in the room?",,
"item_669",,"how_use_words","not yet; sometimes; often",,"Votre enfant pointe-t-il ou prend-il un objet en nommant une personne absente à qui appartient cet objet? Par exemple lui arrive-t-il de montrer les souliers de sa maman en disant “maman”?",,"does your child ever pick up or point to an object and name an absent person to whom the object belongs?",,
"item_670",,"word_endings","produces",,"aime",,"like",,
"item_671",,"word_endings","produces",,"aimons",,"like",,
"item_672",,"word_endings","produces",,"aimez",,"like",,
"item_673",,"word_endings","produces",,"aimer",,"like",,
"item_674",,"word_endings","produces",,"finis",,"finished",,
"item_675",,"word_endings","produces",,"finissons",,"finish",,
"item_676",,"word_endings","produces",,"finissez",,"finish",,
"item_677",,"word_endings","produces",,"finir",,"finish",,
"item_678",,"word_endings","produces",,"veux",,"want",,
"item_679",,"word_endings","produces",,"voulons",,"want",,
"item_680",,"word_endings","produces",,"voulez",,"want",,
"item_681",,"word_endings","produces",,"vouloir",,"want",,
"item_682",,"word_forms_verbs","produces",,"va manger",,"go eat",,
"item_683",,"word_forms_verbs","produces",,"mangerai",,"eat",,
"item_684",,"word_forms_verbs","produces",,"fini",,"finished",,
"item_685",,"word_forms_verbs","produces",,"a fini",,"has finished",,
"item_686",,"word_forms_verbs","produces",,"finissais",,"finishing",,
"item_687",,"word_forms_verbs","produces",,"mange",,"eat",,
"item_688",,"word_forms_verbs","produces",,"finis",,"finished",,
"item_689",,"word_forms_verbs","produces",,"viens",,"come",,
"item_690",,"word_forms_verbs","produces",,"ai",,"have",,
"item_691",,"word_forms_verbs","produces",,"as/a",,"as / a",,
"item_692",,"word_forms_verbs","produces",,"avons",,"have",,
"item_693",,"word_forms_verbs","produces",,"avez",,"have",,
"item_694",,"word_forms_verbs","produces",,"ont",,"have",,
"item_695",,"word_forms_verbs","produces",,"suis",,"am",,
"item_696",,"word_forms_verbs","produces",,"es/est",,"is",,
"item_697",,"word_forms_verbs","produces",,"sommes",,"are",,
"item_698",,"word_forms_verbs","produces",,"êtes",,"are",,
"item_699",,"word_forms_verbs","produces",,"sont",,"are",,
"item_700",,"word_forms_verbs","produces",,"vais",,"am going to",,
"item_701",,"word_forms_verbs","produces",,"vas/va",,"going / going",,
"item_702",,"word_forms_verbs","produces",,"allons",,"will",,
"item_703",,"word_forms_verbs","produces",,"allez",,"going",,
"item_704",,"word_forms_verbs","produces",,"vont",,"will",,
"item_705",,"word_endings","yes; no",,"Votre enfant utilise-t-il la forme masculine et féminine d’un même adjectif (par ex. gros/grosse beau/belle)?",,"Does your child use the masculine and feminine forms of the same word?",,
"item_706",,"combine","not yet; sometimes; often",,"Votre enfant a-t-il commencé à combiner des mots? Par exemple dit-il des choses comme “papa parti” ou “encore jus”?",,"Has your child begun to combine words? For example he says things like ""daddy party"" or ""more juice""?",,
"item_707",,"complexity","simple; complex",,"Auto papa / Auto a papa",,"Dad Auto / Auto is dad's",,
"item_708",,"complexity","simple; complex",,"Toutou bébé / Toutou au bébé.",,"Doggie baby / doggie to baby.",,
"item_709",,"complexity","simple; complex",,"Fille maison / Fille dans maison",,"Daughter home / girl in home",,
"item_710",,"complexity","simple; complex",,"Biscuit maman / Buiscuit pour maman",,"Cookie mom / Cookie for mom",,
"item_711",,"complexity","simple; complex",,"Chien table / Chien sur (la) table",,"table dog / dog on (the) table",,
"item_712",,"complexity","simple; complex",,"Encore biscuit / Encore des biscuits",,"Again biscuit / Again some cookies",,
"item_713",,"complexity","simple; complex",,"Donne pomme maman / Donne une pomme maman",,"Give apple mom / Give an apple mom",,
"item_714",,"complexity","simple; complex",,"Papa parti / Papa est parti",,"Papa gone / dad is gone",,
"item_715",,"complexity","simple; complex",,"Pelle Pascal / Pascal a une pelle",,"Pascal shovel / Pascal has a shovel",,
"item_716",,"complexity","simple; complex",,"Belle ta robe / Ta robe est belle",,"Beautiful your dress / Your dress is beautiful",,
"item_717",,"complexity","simple; complex",,"Ou maman? / Est ou maman?",,"Where Mom? / Is where mom?",,
"item_718",,"complexity","simple; complex",,"Mon camion / C'est mon camion",,"My truck / This is my truck",,
"item_719",,"complexity","simple; complex",,"Chat la / (Il) y a un chat",,"Cat here / Here's a cat",,
"item_720",,"complexity","simple; complex",,"Lancer balle / Lance (la) balle",,"Throwing ball / Throw (the) ball",,
"item_721",,"complexity","simple; complex",,"Pas laver poupée / Lave pas poupée",,"Not wash doll / Don't wash the doll",,
"item_722",,"complexity","simple; complex",,"Encore jus / Veux d'autre jus",,"Again juice /want other juice",,
"item_723",,"complexity","simple; complex",,"Regarder télé / Veux regarder télé",,"Watching TV / want to watch TV",,
"item_724",,"complexity","simple; complex",,"Donner un bec / Veux donner un bec",,"Leave a beak / want to give a beak",,
"item_725",,"complexity","simple; complex",,"Toi saute? / Peux-tu sauter?",,"You jump? / Can you jump?",,
"item_726",,"complexity","simple; complex",,"Moi pas faire ça. / Moi peux pas faire ça.",,"I do that. / I can not do that.",,
"item_727",,"complexity","simple; complex",,"Pipi dehors minou. / Minou fait pipi dehors",,"Pee outside kitty. / Kitty peed outside",,
"item_728",,"complexity","simple; complex",,"Pas marcher la / Faut pas marcher la",,"Not walk there / Shouldn't walk there",,
"item_729",,"complexity","simple; complex",,"Moi livre / Le livre a moi",,"Me Book / The book that's mine",,
"item_730",,"complexity","simple; complex",,"Mange une pomme / Je mange une pomme",,"Eating an apple / I eat an apple",,
"item_731",,"complexity","simple; complex",,"La tête tombé. / Il (est) tombé sur la tête.",,"The head fell. / He fell on his head.",,
"item_732",,"complexity","simple; complex",,"Papa parti / Papa parti travailler",,"Papa left / dad left for work",,
"item_733",,"complexity","simple; complex",,"Regarde-moi / Regarde-moi danser",,"Look at me / Look at me dancing",,
"item_734",,"complexity","simple; complex",,"Donne cuillère. / Donne (la) cuillère pour manger",,"Give spoon. / Give (the) spoon to eat",,
"item_735",,"complexity","simple; complex",,"Veux biscuits. / Veux biscuits et/pis lait.",,"Want biscuits. / Want biscuits and milk.",,
"item_736",,"complexity","simple; complex",,"On a fait ça. / Sophie et/pis moi a fait ça.",,"We did that. / Sophie and me did this.",,
"item_737",,"complexity","simple; complex",,"Je chante une chanson. / Je chante une chanson pour toi.",,"I sing a song. / I sing a song for you.",,
"item_738",,"complexity","simple; complex",,"Pas lire le livre. / Veux pas tu lis le livre",,"Not read the book. / Don't  want you read the book",,
"item_739",,"complexity","simple; complex",,"C’est maman chante. / C'est maman qui chante",,"It's mom sings. / It's Mom that's singing",,
"item_740",,"complexity","simple; complex",,"Je veux lui. / Je veux lui que tu as.",,"I want him. / I want it what you have.",,
"item_741",,"complexity","simple; complex",,"Regarde ça. / Regarde ce que j’ai.",,"Look at that. / Look what I have.",,
"item_742",,"complexity","simple; complex",,"Bébé rit. / Bébé rit parce que content.",,"Baby laughs. / Baby laughs because happy.",,
"item_743",,"complexity","simple; complex",,"Le chapeau de le monsieur. / Le chapeau du monsieur.",,"The hat of the man. / The gentleman's hat.",,
"item_744",,"complexity","simple; complex",,"Mon camion / Camino Simon",,"My truck / Truck (name of child)",,
"item_745",,"complexity","simple; complex",,"Moi sali / Simon sali",,"Me dirty / (name of child) dirty",,
"item_746",,"complexity","simple; complex",,"Prends-moi / Prends Simon",,"Take me / Take (name of child)",,
"item_747",,"complexity","simple; complex",,"Veux jus / Simon jus",,"Want juice / (name of child) juice",,
"item_748",,"complexity","simple; complex",,"Toi belle / Maman belle",,"You pretty / Mom pretty",,
"item_749",,"complexity","simple; complex",,"Brosse les dents / Brosse dents maman",,"Brush teeth / Brush teeth Mom",,
"item_750",,"complexity","simple; complex",,"Il dort / Le chat dort",,"He sleeps/ The cat sleeps",,
"item_751",,"complexity","simple; complex",,"Ouvre-la / Ouvre la porte",,"Open up / Open the door",,
"item_752",,"complexity","simple; complex",,"C'est chaud / La soupe est chaude",,"It's hot / The soupe is hot",,
"item_753",,"complexity","simple; complex",,"Pas faire ca / Pas laver cheveux",,"Don't dothat / Don't wash hair",,
"item_754",,"complexity","simple; complex",,"Jus dedans / Jus dans tasse",,"Juice inside / Juice in cup",,
