itemID,category,definition,choices,item,type,gloss,uni_lemma
item_1,sounds,au/ai(pijn),understands;produces,au/ai(pijn),word,ouch,ouch
item_383,games_routines,wacht!,understands;produces,wacht!,word,wait!,wait
item_384,clothing,jas(je)/mantel,understands;produces,jas(je)/mantel,word,jacket/coat,jacket
item_385,body_parts,tand,understands;produces,tand,word,tooth,tooth
item_386,body_parts,voet,understands;produces,voet,word,foot,foot
item_387,household,aquarium/visbak/vissenkom,understands;produces,aquarium/visbak/vissenkom,word,fish tank,fish tank
item_388,furniture_rooms,bureau,understands;produces,bureau,word,desk,table
item_389,household,fornuis/vuur/kookplaat,understands;produces,fornuis/vuur/kookplaat,word,stove,stove
item_390,household,video(recorder),understands;produces,video(recorder),word,video recorder,video recorder
item_391,furniture_rooms,zolder,understands;produces,zolder,word,attic,attic
item_392,furniture_rooms,afval/rommel,understands;produces,afval/rommel,word,trash,trash
item_393,furniture_rooms,bezem,understands;produces,bezem,word,broom,broom
item_394,furniture_rooms,borstel/veger,understands;produces,borstel/veger,word,brush/broom,broom
item_395,furniture_rooms,handtas/tas,understands;produces,handtas/tas,word,handbag,bag
item_396,household,kam,understands;produces,kam,word,comb,comb (object)
item_397,furniture_rooms,klok,understands;produces,klok,word,clock,clock
item_398,furniture_rooms,portemonnee,understands;produces,portemonnee,word,wallet,wallet
item_399,outside,glijbaan,understands;produces,glijbaan,word,"slide, shute",slide (object)
item_400,places,kermis,understands;produces,kermis,word,"fair, fancy fair",fair
item_401,outside,maan,understands;produces,maan,word,moon,moon
item_402,outside,steen,understands;produces,steen,word,stone,stone
item_403,outside,ster(ren),understands;produces,ster(ren),word,star(s),star
item_404,places,strand,understands;produces,strand,word,beach,beach
item_405,places,vijver,understands;produces,vijver,word,pond,pond
item_406,outside,zee,understands;produces,zee,word,sea,sea
item_407,people,naamvanzusjeofbroertje,understands;produces,naamvanzusjeofbroertje,word,name of brother or sister,NA
item_408,action_words,dichtdoen/dichtmaken,understands;produces,dichtdoen/dichtmaken,word,to close,close
item_409,action_words,draaien,understands;produces,draaien,word,to turn,turn
item_410,action_words,etengeven,understands;produces,etengeven,word,to feed,feed
item_411,action_words,fietsen,understands;produces,fietsen,word,"to cycle, bike",cycle (action)
item_412,action_words,gaan/weggaan,understands;produces,gaan/weggaan,word,to go (away)/leave,go
item_413,action_words,leggen/zetten/neerzetten,understands;produces,leggen/zetten/neerzetten,word,to put down,put down
item_414,action_words,nemen,understands;produces,nemen,word,to take,take
item_415,action_words,oppassen,understands;produces,oppassen,word,to take care of/nurse,watch (action)
item_416,action_words,roepen/schreeuwen,understands;produces,roepen/schreeuwen,word,to scream,scream
item_417,action_words,schommelen,understands;produces,schommelen,word,to swing,swing (action)
item_418,action_words,stoppen/ophouden,understands;produces,stoppen/ophouden,word,to stop,stop
item_419,action_words,tekenen,understands;produces,tekenen,word,to draw,draw
item_420,action_words,trommelen,understands;produces,trommelen,word,to drum,drum (action)
item_421,action_words,vliegen,understands;produces,vliegen,word,to fly,fly (action)
item_422,action_words,zichhaasten/zichspoeden/opschieten,understands;produces,zichhaasten/zichspoeden/opschieten,word,to hurry up,hurry
item_423,time_words,savonds,understands;produces,savonds,word,in the evenings,in the evenings
item_424,time_words,smiddags,understands;produces,smiddags,word,in the afternoons,afternoon
item_425,time_words,smorgens/sochtends,understands;produces,smorgens/sochtends,word,in the mornings,in the mornings
item_426,time_words,nacht,understands;produces,nacht,word,night,night
item_427,descriptive_words,bang,understands;produces,bang,word,afraid,afraid
item_428,descriptive_words,braaf,understands;produces,braaf,word,decent,well-behaved
item_429,descriptive_words,hard,understands;produces,hard,word,hard,hard
item_430,descriptive_words,kapot/stuk,understands;produces,kapot/stuk,word,broken,broken
item_431,descriptive_words,lekker,understands;produces,lekker,word,nice/tasty,yummy
item_432,descriptive_words,leuk/fijn,understands;produces,leuk/fijn,word,nice,nice
item_433,descriptive_words,schoon/proper,understands;produces,schoon/proper,word,clean,clean (description)
item_434,pronouns,dit/deze/dees,understands;produces,dit/deze/dees,word,this,this
item_435,pronouns,zijn/haar,understands;produces,zijn/haar,word,his/her,3SG.POSS
item_436,locations,binnen(in),understands;produces,binnen(in),word,in(side),inside
item_437,locations,erop,understands;produces,erop,word,on it (on them),on
item_438,locations,in,understands;produces,in,word,in/into,in
item_439,locations,weg,understands;produces,weg,word,away,away
item_440,quantifiers,geen/niemand/niets,understands;produces,geen/niemand/niets,word,no/nobody/nothing,no
item_441,quantifiers,hetzelfde,understands;produces,hetzelfde,word,the same,same
