Concept	Feature	BR_Label
sheep	is_cute	encyclopaedic
sheep	is_gentle	encyclopaedic
sheep	is_white	visual-colour
sheep	lives_in_Australia	encyclopaedic
sheep	lives_in_herds	encyclopaedic
sheep	lives_on_farms	encyclopaedic
sheep	used_by_clipping/shearing	function
sheep	used_for_wool	function
shell	a_house	taxonomic
shell	different_colours	visual-colour
shell	different_shapes	visual-form_and_surface
shell	found_in_seas	encyclopaedic
shell	found_on_beaches	encyclopaedic
shell	is_breakable	encyclopaedic
shell	is_hard	tactile
shell	used_for_protection	function
shelves	found_in_cupboards	encyclopaedic
shelves	found_in_libraries	encyclopaedic
shelves	found_on_walls	encyclopaedic
shelves	is_flat	visual-form_and_surface
shelves	is_useful	encyclopaedic
shelves	made_of_metal	visual-form_and_surface
shelves	made_of_plastic	visual-form_and_surface
shelves	made_of_wood	visual-form_and_surface
shelves	used_for_organizing	function
shelves	used_for_storage	function
shelves	used_for_storing_books	function
shield	a_weapon	taxonomic
shield	associated_with_knights	encyclopaedic
shield	associated_with_swords	encyclopaedic
shield	is_large	visual-form_and_surface
shield	is_medieval	encyclopaedic
shield	made_of_metal	visual-form_and_surface
shield	made_of_wood	visual-form_and_surface
shield	used_for_battle	function
shield	used_for_protection	function
shield	used_for_war	function
ship	has_decks	visual-form_and_surface
ship	has_sails	visual-form_and_surface
ship	inbeh_-_floats	visual-motion
ship	is_large	visual-form_and_surface
ship	is_sinkable	encyclopaedic
ship	made_of_wood	visual-form_and_surface
ship	requires_captains	encyclopaedic
ship	requires_crews	encyclopaedic
ship	used_for_cargo	function
ship	used_for_cruising	function
ship	used_for_passengers	function
ship	used_for_transportation	function
ship	used_on_water	encyclopaedic
shirt	clothing	taxonomic
shirt	different_colours	visual-colour
shirt	eg_-_t-shirt	taxonomic
shirt	has_a_collar	visual-form_and_surface
shirt	has_buttons	visual-form_and_surface
shirt	has_long_sleeves	visual-form_and_surface
shirt	has_pockets	visual-form_and_surface
shirt	has_short_sleeves	visual-form_and_surface
shirt	has_sleeves	visual-form_and_surface
shirt	made_of_cotton	visual-form_and_surface
shirt	made_of_material	visual-form_and_surface
shirt	requires_ironing	function
shirt	worn	function
shirt	worn_by_men	function
shirt	worn_by_women	function
shirt	worn_for_warmth	function
shirt	worn_on_torso	function
shirt	worn_with_ties	encyclopaedic
shoes	clothing	taxonomic
shoes	comes_in_pairs	encyclopaedic
shoes	different_sizes	visual-form_and_surface
shoes	has_buckles	visual-form_and_surface
shoes	has_heels	visual-form_and_surface
shoes	has_high_heels	visual-form_and_surface
shoes	has_laces	visual-form_and_surface
shoes	has_soles	visual-form_and_surface
shoes	made_of_leather	visual-form_and_surface
shoes	made_of_material	visual-form_and_surface
shoes	made_of_suede	visual-form_and_surface
shoes	worn_for_covering	function
shoes	worn_for_covering_feet	function
shoes	worn_for_protecting_feet	function
shoes	worn_for_protection	function
shoes	worn_for_running	function
shoes	worn_for_sports	function
shoes	worn_for_walking	function
shoes	worn_on_feet	function
shotgun	a_gun	taxonomic
shotgun	a_weapon	taxonomic
shotgun	has_a_trigger	visual-form_and_surface
shotgun	is_dangerous	encyclopaedic
shotgun	is_loud	sound
shotgun	made_of_metal	visual-form_and_surface
shotgun	requires_bullets	encyclopaedic
shotgun	used_by_the_police	function
shotgun	used_for_hunting	function
shotgun	used_for_killing	function
shovel	a_tool	taxonomic
shovel	has_a_handle	visual-form_and_surface
shovel	has_a_long_handle	visual-form_and_surface
shovel	has_a_metal_end	visual-form_and_surface
shovel	has_a_wooden_handle	visual-form_and_surface
shovel	has_an_end	visual-form_and_surface
shovel	made_of_metal	visual-form_and_surface
shovel	used_for_digging	function
shovel	used_for_digging_holes	function
shovel	used_for_gardening	function
shovel	used_for_moving_snow	function
shovel	used_for_removing	function
shovel	used_for_removing_snow	function
shovel	used_for_scooping	function
shovel	used_with_dirt	encyclopaedic
shrimp	beh_-_swims	visual-motion
shrimp	has_a_shell	visual-form_and_surface
shrimp	has_a_tail	visual-form_and_surface
shrimp	is_edible	function
shrimp	is_large	visual-form_and_surface
shrimp	is_pink	visual-colour
shrimp	is_red	visual-colour
shrimp	is_small	visual-form_and_surface
shrimp	is_white	visual-colour
shrimp	lives_in_oceans	encyclopaedic
shrimp	lives_in_seas	encyclopaedic
shrimp	lives_in_water	encyclopaedic
shrimp	tastes_good	taste
sink	a_basin	taxonomic
sink	found_in_bathrooms	encyclopaedic
sink	found_in_kitchens	encyclopaedic
sink	has_a_drain	visual-form_and_surface
sink	has_a_drain_plug	encyclopaedic
sink	has_pipes	encyclopaedic
sink	has_taps	encyclopaedic
sink	inbeh_-_clogs	encyclopaedic
sink	made_of_enamel	visual-form_and_surface
sink	made_of_metal	visual-form_and_surface
sink	made_of_porcelain	visual-form_and_surface
sink	made_of_stainless_steel	visual-form_and_surface
sink	used_for_holding_water	function
sink	used_for_laundry	function
sink	used_for_washing	function
sink	used_for_washing_dishes	function
sink	used_for_water	function
skateboard	a_board	taxonomic
skateboard	has_4_wheels	visual-form_and_surface
skateboard	has_wheels	visual-form_and_surface
skateboard	is_fast	visual-motion
skateboard	is_long	visual-form_and_surface
skateboard	made_of_wood	visual-form_and_surface
skateboard	used_by_children	function
skateboard	used_by_riding	function
skateboard	used_for_performing_tricks	function
skateboard	used_for_transportation	function
skillet	a_pan	taxonomic
skillet	found_in_kitchens	encyclopaedic
skillet	has_a_handle	visual-form_and_surface
skillet	inbeh_-_gets_hot	encyclopaedic
skillet	is_round	visual-form_and_surface
skillet	made_of_iron	visual-form_and_surface
skillet	made_of_metal	visual-form_and_surface
skillet	used_for_cooking	function
skillet	used_for_food	function
skillet	used_for_frying	function
skillet	used_on_stove_tops	encyclopaedic
skirt	clothing	taxonomic
skirt	different_colours	visual-colour
skirt	different_lengths	visual-form_and_surface
skirt	eg_-_mini_skirt	taxonomic
skirt	has_pleats	visual-form_and_surface
skirt	is_colourful	visual-colour
skirt	is_dressy	encyclopaedic
skirt	is_long	visual-form_and_surface
skirt	is_short	visual-form_and_surface
skirt	is_tight	tactile
skirt	made_of_different_materials	visual-form_and_surface
skirt	made_of_material	visual-form_and_surface
skirt	worn_by_men_-_kilt	function
skirt	worn_by_women	function
skis	comes_in_pairs	encyclopaedic
skis	has_bindings	visual-form_and_surface
skis	is_long	visual-form_and_surface
skis	is_thin	visual-form_and_surface
skis	made_of_wood	visual-form_and_surface
skis	requires_boots	encyclopaedic
skis	requires_poles	encyclopaedic
skis	used_for_sliding_down_hills	function
skis	used_in_the_cold	function
skis	used_on_mountains	encyclopaedic
skis	used_on_snow	encyclopaedic
skis	used_on_water	encyclopaedic
skis	worn_on_feet	function
skunk	an_animal	taxonomic
skunk	beh_-_sprays_when_in_danger	visual-motion
skunk	has_4_legs	visual-form_and_surface
skunk	has_a_stripe	visual-form_and_surface
skunk	has_a_tail	visual-form_and_surface
skunk	has_fur	visual-form_and_surface
skunk	has_legs	visual-form_and_surface
skunk	is_black	visual-colour
skunk	is_small	visual-form_and_surface
skunk	is_white	visual-colour
skunk	lives_in_forests	encyclopaedic
skunk	smells_bad	smell
skyscraper	a_building	taxonomic
skyscraper	found_in_cities	encyclopaedic
skyscraper	has_elevators	visual-form_and_surface
skyscraper	has_many_floors	visual-form_and_surface
skyscraper	has_stairs	visual-form_and_surface
skyscraper	has_windows	visual-form_and_surface
skyscraper	is_large	visual-form_and_surface
skyscraper	is_tall	visual-form_and_surface
skyscraper	owned_by_companies	function
skyscraper	used_for_business	function
skyscraper	used_for_housing_people	function
skyscraper	used_for_offices	function
sled	different_colours	visual-colour
sled	is_fast	visual-motion
sled	is_fun	encyclopaedic
sled	made_of_metal	visual-form_and_surface
sled	made_of_plastic	visual-form_and_surface
sled	made_of_wood	visual-form_and_surface
sled	used_by_children	function
sled	used_by_pulling_by_dogs	function
sled	used_for_sliding_down_hills	function
sled	used_for_tobogganing	function
sled	used_in_winter	encyclopaedic
sled	used_on_snow	encyclopaedic
sledgehammer	a_tool	taxonomic
sledgehammer	has_a_handle	visual-form_and_surface
sledgehammer	has_a_metal_head	visual-form_and_surface
sledgehammer	has_a_wooden_handle	visual-form_and_surface
sledgehammer	is_heavy	tactile
sledgehammer	is_large	visual-form_and_surface
sledgehammer	is_long	visual-form_and_surface
sledgehammer	made_of_metal	visual-form_and_surface
sledgehammer	made_of_wood	visual-form_and_surface
sledgehammer	used_for_breaking_things	function
sledgehammer	used_for_construction	function
sleigh	is_fun	encyclopaedic
sleigh	made_of_metal	visual-form_and_surface
sleigh	made_of_plastic	visual-form_and_surface
sleigh	made_of_wood	visual-form_and_surface
sleigh	used_by_pulling	function
sleigh	used_by_Santa	function
sleigh	used_for_transportation	function
sleigh	used_in_the_winter	encyclopaedic
sleigh	used_on_snow	encyclopaedic
slingshot	a_toy	taxonomic
slingshot	a_weapon	taxonomic
slingshot	has_a_Y_shaped_part	visual-form_and_surface
slingshot	has_elastic	visual-form_and_surface
slingshot	is_dangerous	encyclopaedic
slingshot	made_of_wood	visual-form_and_surface
slingshot	used_by_boys	function
slingshot	used_by_children	function
slingshot	used_by_David_on_Goliath	function
slingshot	used_for_hunting	function
slingshot	used_for_hunting_small_game	function
slingshot	used_for_killing	function
slingshot	used_for_shooting	function
slingshot	used_for_throwing	function
slingshot	used_for_throwing_stones	function
slippers	a_footwear	taxonomic
slippers	clothing	taxonomic
slippers	comes_in_pairs	encyclopaedic
slippers	is_comfortable	tactile
slippers	is_fuzzy/fluffy	tactile
slippers	is_soft	tactile
slippers	made_of_leather	visual-form_and_surface
slippers	used_for_chewing_by_dogs	function
slippers	worn_for_keeping_feet_warm	function
slippers	worn_for_warmth	function
slippers	worn_in_houses	encyclopaedic
slippers	worn_indoors	encyclopaedic
slippers	worn_on_feet	function
snail	eaten_as_escargot	function
snail	has_a_shell	visual-form_and_surface
snail	has_antennae	visual-form_and_surface
snail	is_edible	function
snail	is_slimy	tactile
snail	is_slow	visual-motion
snail	is_small	visual-form_and_surface
snail	like_a_slug	encyclopaedic
snail	lives_in_a_shell	encyclopaedic
socks	clothing	taxonomic
socks	comes_in_pairs	encyclopaedic
socks	different_colours	visual-colour
socks	eg_-_sport	taxonomic
socks	has_holes	visual-form_and_surface
socks	is_darned	encyclopaedic
socks	is_dirty	visual-form_and_surface
socks	is_knee_high	encyclopaedic
socks	is_smelly	smell
socks	made_of_cotton	visual-form_and_surface
socks	made_of_material	visual-form_and_surface
socks	made_of_wool	visual-form_and_surface
socks	worn_for_keeping_feet_warm	function
socks	worn_for_warmth	function
socks	worn_on_feet	function
sofa	found_in_dens	encyclopaedic
sofa	found_in_living_rooms	encyclopaedic
sofa	furniture	taxonomic
sofa	has_4_legs	visual-form_and_surface
sofa	has_a_bed	visual-form_and_surface
sofa	has_a_hidden_bed	visual-form_and_surface
sofa	has_armrests	visual-form_and_surface
sofa	has_cushions	visual-form_and_surface
sofa	has_legs	visual-form_and_surface
sofa	has_pillows	encyclopaedic
sofa	is_comfortable	tactile
sofa	is_soft	tactile
sofa	is_upholstered	encyclopaedic
sofa	used_by_sitting_on	function
sofa	used_for_lying_down	function
sofa	used_for_relaxing	function
sofa	used_for_sleeping	function
sofa	used_for_watching_television	function
spade	a_shovel	taxonomic
spade	a_tool	taxonomic
spade	has_a_handle	visual-form_and_surface
spade	is_black	visual-colour
spade	made_of_metal	visual-form_and_surface
spade	used_by_gardeners	function
spade	used_for_digging	function
sparrow	a_bird	taxonomic
sparrow	an_animal	taxonomic
sparrow	beh_-_builds_nests	encyclopaedic
sparrow	beh_-_chirps	sound
sparrow	beh_-_flies	visual-motion
sparrow	beh_-_lays_eggs	encyclopaedic
sparrow	beh_-_migrates	encyclopaedic
sparrow	beh_-_sings	sound
sparrow	has_a_beak	visual-form_and_surface
sparrow	has_feathers	visual-form_and_surface
sparrow	has_wings	visual-form_and_surface
sparrow	is_small	visual-form_and_surface
sparrow	lives_in_nests	encyclopaedic
spatula	a_utensil	taxonomic
spatula	found_in_kitchens	encyclopaedic
spatula	has_a_handle	visual-form_and_surface
spatula	is_flat	visual-form_and_surface
spatula	is_long	visual-form_and_surface
spatula	made_of_metal	visual-form_and_surface
spatula	made_of_plastic	visual-form_and_surface
spatula	made_of_rubber	visual-form_and_surface
spatula	made_of_wood	visual-form_and_surface
spatula	used_for_baking	function
spatula	used_for_cooking	function
spatula	used_for_flipping	function
spear	a_weapon	taxonomic
spear	has_a_handle	visual-form_and_surface
spear	has_a_head	visual-form_and_surface
spear	has_a_pointed_end	visual-form_and_surface
spear	has_a_wooden_handle	visual-form_and_surface
spear	is_dangerous	encyclopaedic
spear	is_long	visual-form_and_surface
spear	is_primitive	encyclopaedic
spear	is_sharp	tactile
spear	is_thin	visual-form_and_surface
spear	made_of_wood	visual-form_and_surface
spear	used_by_throwing	function
spear	used_for_fishing	function
spear	used_for_hunting	function
spear	used_for_killing	function
spider	an_insect	taxonomic
spider	beh_-_crawls	visual-motion
spider	beh_-_eats_flies	visual-motion
spider	beh_-_eats_insects	visual-motion
spider	beh_-_lays_eggs	encyclopaedic
spider	beh_-_produces_poison	encyclopaedic
spider	beh_-_spins_webs	visual-motion
spider	has_6_legs	visual-form_and_surface
spider	has_8_legs	visual-form_and_surface
spider	has_eyes	visual-form_and_surface
spider	has_legs	visual-form_and_surface
spider	is_black	visual-colour
spider	is_frightening	encyclopaedic
spider	is_hairy	tactile
spider	is_large	visual-form_and_surface
spider	is_small	visual-form_and_surface
spinach	a_vegetable	taxonomic
spinach	associated_with_Popeye	encyclopaedic
spinach	eaten_by_cooking	function
spinach	eaten_in_salads	function
spinach	eaten_in_soups	function
spinach	grows_in_gardens	encyclopaedic
spinach	has_leaves	visual-form_and_surface
spinach	is_edible	function
spinach	is_green	visual-colour
spinach	is_healthy	encyclopaedic
spinach	is_nutritious	encyclopaedic
spoon	a_utensil	taxonomic
spoon	found_in_kitchens	encyclopaedic
spoon	has_a_concave_end/ladle	visual-form_and_surface
spoon	has_a_handle	visual-form_and_surface
spoon	has_a_round_end	visual-form_and_surface
spoon	has_an_end	visual-form_and_surface
spoon	is_silver	visual-colour
spoon	made_of_metal	visual-form_and_surface
spoon	made_of_plastic	visual-form_and_surface
spoon	made_of_wood	visual-form_and_surface
spoon	part_of_table_setting	encyclopaedic
spoon	used_by_babies	function
spoon	used_for_eating	function
spoon	used_for_eating_dessert	encyclopaedic
spoon	used_for_eating_soup	function
spoon	used_for_liquids	function
spoon	used_for_measuring	function
spoon	used_for_serving_food	function
spoon	used_for_stirring	function
squid	a_fish	taxonomic
squid	a_seafood	taxonomic
squid	beh_-_shoots_ink	visual-motion
squid	beh_-_swims	visual-motion
squid	has_tentacles	visual-form_and_surface
squid	is_edible	function
squid	is_slimy	tactile
squid	lives_in_oceans	encyclopaedic
squid	lives_in_saltwater	encyclopaedic
squid	lives_in_seas	encyclopaedic
squid	lives_in_water	encyclopaedic
squirrel	a_mammal	taxonomic
squirrel	an_animal	taxonomic
squirrel	beh_-_climbs_trees	visual-motion
squirrel	beh_-_eats	visual-motion
squirrel	beh_-_eats_nuts	visual-motion
squirrel	beh_-_hibernates	encyclopaedic
squirrel	beh_-_runs	visual-motion
squirrel	has_4_legs	visual-form_and_surface
squirrel	has_a_bushy_tail	visual-form_and_surface
squirrel	has_a_tail	visual-form_and_surface
squirrel	has_fur	visual-form_and_surface
squirrel	has_legs	visual-form_and_surface
squirrel	is_brown	visual-colour
squirrel	is_cute	encyclopaedic
squirrel	is_fast	visual-motion
squirrel	is_grey	visual-colour
squirrel	is_small	visual-form_and_surface
squirrel	lives_in_trees	encyclopaedic
starling	a_bird	taxonomic
starling	beh_-_builds_nests	encyclopaedic
starling	beh_-_eats	visual-motion
starling	beh_-_eats_worms	visual-motion
starling	beh_-_flies	visual-motion
starling	beh_-_lays_eggs	encyclopaedic
starling	beh_-_sings	sound
starling	has_a_beak	visual-form_and_surface
starling	has_feathers	visual-form_and_surface
starling	has_wings	visual-form_and_surface
starling	is_black	visual-colour
starling	is_small	visual-form_and_surface
stereo	has_a_cassette_deck	visual-form_and_surface
stereo	has_a_CD_player	visual-form_and_surface
stereo	has_a_radio	visual-form_and_surface
stereo	has_a_turntable	visual-form_and_surface
stereo	has_speakers	visual-form_and_surface
stereo	is_electrical	visual-form_and_surface
stereo	is_electronic	visual-form_and_surface
stereo	is_expensive	encyclopaedic
stereo	is_loud	sound
stereo	sounds_great	sound
stereo	used_for_listening	function
stereo	used_for_listening_to_music	function
stereo	used_for_playing_cassettes	function
stereo	used_for_playing_CD's	function
stereo	used_for_playing_records	function
stick	a_branch	taxonomic
stick	a_weapon	taxonomic
stick	has_bark	visual-form_and_surface
stick	is_hard	tactile
stick	is_long	visual-form_and_surface
stick	is_thin	visual-form_and_surface
stick	made_of_wood	visual-form_and_surface
stick	part_of_a_tree	encyclopaedic
stick	used_for_playing_with_dogs	function
stick	used_for_poking	function
stick	used_for_walking	function
stone	a_rock	taxonomic
stone	a_weapon	taxonomic
stone	is_cold	tactile
stone	is_grey	visual-colour
stone	is_hard	tactile
stone	is_heavy	tactile
stone	is_round	visual-form_and_surface
stone	is_small	visual-form_and_surface
stone	is_smooth	tactile
stone	used_by_throwing	function
stone	used_for_construction	function
stool_(furniture)	found_in_bars	encyclopaedic
stool_(furniture)	has_4_legs	visual-form_and_surface
stool_(furniture)	has_a_cushion	visual-form_and_surface
stool_(furniture)	has_a_foot_rest	visual-form_and_surface
stool_(furniture)	has_a_seat	visual-form_and_surface
stool_(furniture)	has_legs	visual-form_and_surface
stool_(furniture)	has_no_backrest	encyclopaedic
stool_(furniture)	is_round	visual-form_and_surface
stool_(furniture)	is_small	visual-form_and_surface
stool_(furniture)	is_tall	visual-form_and_surface
stool_(furniture)	made_of_metal	visual-form_and_surface
stool_(furniture)	made_of_wood	visual-form_and_surface
stool_(furniture)	used_by_sitting_on	function
stork	a_bird	taxonomic
stork	beh_-_eats	visual-motion
stork	beh_-_eats_fish	visual-motion
stork	beh_-_flies	visual-motion
stork	has_a_beak	visual-form_and_surface
stork	has_a_long_beak	visual-form_and_surface
stork	has_feathers	visual-form_and_surface
stork	has_legs	visual-form_and_surface
stork	has_long_legs	visual-form_and_surface
stork	has_wings	visual-form_and_surface
stork	is_large	visual-form_and_surface
stork	is_white	visual-colour
stork	lives_in_marshes	encyclopaedic
stork	used_for_delivering_babies	function
stove	an_appliance	taxonomic
stove	found_in_kitchens	encyclopaedic
stove	has_an_oven	visual-form_and_surface
stove	has_elements	visual-form_and_surface
stove	inbeh_-_produces_heat	encyclopaedic
stove	is_electrical	visual-form_and_surface
stove	is_hot	tactile
stove	made_of_metal	visual-form_and_surface
stove	requires_gas	encyclopaedic
stove	requires_wood	encyclopaedic
stove	used_for_baking	function
stove	used_for_cooking	function
stove	used_for_heating	function
strainer	a_utensil	taxonomic
strainer	found_in_kitchens	encyclopaedic
strainer	has_holes	visual-form_and_surface
strainer	inbeh_-_water_passes_through	encyclopaedic
strainer	is_round	visual-form_and_surface
strainer	made_of_metal	visual-form_and_surface
strainer	made_of_plastic	visual-form_and_surface
strainer	used_for_cooking	function
strainer	used_for_draining	function
strainer	used_for_pasta	function
strainer	used_for_separating	function
strainer	used_for_straining	function
strainer	used_for_vegetables	function
strawberry	a_fruit	taxonomic
strawberry	grows_in_fields	encyclopaedic
strawberry	grows_on_bushes	encyclopaedic
strawberry	grows_on_plants	encyclopaedic
strawberry	has_green_leaves	visual-colour
strawberry	has_seeds	visual-form_and_surface
strawberry	is_edible	function
strawberry	is_juicy	tactile
strawberry	is_picked	function
strawberry	is_red	visual-colour
strawberry	is_small	visual-form_and_surface
strawberry	is_soft	tactile
strawberry	tastes_good	taste
strawberry	tastes_sweet	taste
strawberry	used_for_making_jams	function
strawberry	used_for_making_pies	function
strawberry	used_in_desserts	function
submarine	has_a_periscope	visual-form_and_surface
submarine	has_nuclear_missiles	encyclopaedic
submarine	has_propellers	visual-form_and_surface
submarine	is_large	visual-form_and_surface
submarine	made_of_metal	visual-form_and_surface
submarine	requires_a_crew	encyclopaedic
submarine	requires_nuclear_power	encyclopaedic
submarine	used_by_people	function
submarine	used_by_the_navy	function
submarine	used_for_transportation	function
submarine	used_for_war	function
submarine	used_on_water	encyclopaedic
submarine	used_underwater	encyclopaedic
subway	a_train	taxonomic
subway	found_in_cities	encyclopaedic
subway	found_in_large_cities	encyclopaedic
subway	has_graffiti	encyclopaedic
subway	is_crowded	visual-form_and_surface
subway	is_dirty	visual-form_and_surface
subway	is_efficient	encyclopaedic
subway	is_electrical	visual-form_and_surface
subway	is_fast	visual-motion
subway	is_loud	sound
subway	is_underground	encyclopaedic
subway	like_a_train	encyclopaedic
subway	used_for_passengers	function
subway	used_for_transportation	function
surfboard	different_colours	visual-colour
surfboard	different_styles	encyclopaedic
surfboard	has_fins	visual-form_and_surface
surfboard	inbeh_-_floats	visual-motion
surfboard	is_flat	visual-form_and_surface
surfboard	is_long	visual-form_and_surface
surfboard	made_of_fiberglass	visual-form_and_surface
surfboard	made_of_wood	visual-form_and_surface
surfboard	requires_waxing	function
surfboard	used_by_standing_on	function
surfboard	used_on_water	encyclopaedic
surfboard	used_on_waves	encyclopaedic
swan	a_bird	taxonomic
swan	beh_-_flies	visual-motion
swan	beh_-_is_quiet	sound
swan	beh_-_lays_eggs	encyclopaedic
swan	beh_-_swims	visual-motion
swan	has_a_beak	visual-form_and_surface
swan	has_a_long_neck	visual-form_and_surface
swan	has_feathers	visual-form_and_surface
swan	has_webbed_feet	visual-form_and_surface
swan	has_wings	visual-form_and_surface
swan	is_beautiful	encyclopaedic
swan	is_graceful	encyclopaedic
swan	is_pretty	encyclopaedic
swan	is_white	visual-colour
swan	lives_on_ponds	encyclopaedic
swan	lives_on_water	encyclopaedic
sweater	clothing	taxonomic
sweater	different_colours	visual-colour
sweater	eg_-_a_pull-over	taxonomic
sweater	has_sleeves	visual-form_and_surface
sweater	is_knitted	encyclopaedic
sweater	is_warm	tactile
sweater	made_of_cotton	visual-form_and_surface
sweater	made_of_wool	visual-form_and_surface
sweater	worn_for_the_cold	function
sweater	worn_for_warmth	function
sweater	worn_for_winter	encyclopaedic
swimsuit	a_bikini	taxonomic
swimsuit	associated_with_swimming_pools	encyclopaedic
swimsuit	clothing	taxonomic
swimsuit	different_colours	visual-colour
swimsuit	different_styles	encyclopaedic
swimsuit	has_1_piece	visual-form_and_surface
swimsuit	has_2_pieces	visual-form_and_surface
swimsuit	inbeh_-_dries_quickly	encyclopaedic
swimsuit	inbeh_-_gets_wet	encyclopaedic
swimsuit	is_tight	tactile
swimsuit	made_of_different_materials	visual-form_and_surface
swimsuit	made_of_spandex	visual-form_and_surface
swimsuit	worn_at_beaches	encyclopaedic
swimsuit	worn_by_men	function
swimsuit	worn_by_women	function
swimsuit	worn_for_covering_body	function
swimsuit	worn_for_suntanning	function
swimsuit	worn_for_swimming	function
swimsuit	worn_in_summer	encyclopaedic
sword	a_weapon	taxonomic
sword	has_a_blade	visual-form_and_surface
sword	has_a_handle	visual-form_and_surface
sword	has_a_long_blade	visual-form_and_surface
sword	has_a_pointed_end	visual-form_and_surface
sword	has_a_sheath	visual-form_and_surface
sword	is_dangerous	encyclopaedic
sword	is_long	visual-form_and_surface
sword	is_sharp	tactile
sword	is_shiny	visual-form_and_surface
sword	made_of_metal	visual-form_and_surface
sword	made_of_steel	visual-form_and_surface
sword	symbol	encyclopaedic
sword	used_by_knights	function
sword	used_for_cutting	function
sword	used_for_war	function
table	found_in_dining_rooms	encyclopaedic
table	found_in_kitchens	encyclopaedic
table	furniture	taxonomic
table	has_4_legs	visual-form_and_surface
table	has_chairs	encyclopaedic
table	has_legs	visual-form_and_surface
table	is_flat	visual-form_and_surface
table	is_round	visual-form_and_surface
table	is_square	visual-form_and_surface
table	made_of_wood	visual-form_and_surface
table	used_for_eating_on	function
tack	different_colours	visual-colour
tack	has_a_pointed_end	visual-form_and_surface
tack	is_sharp	tactile
tack	is_shiny	visual-form_and_surface
tack	is_silver	visual-colour
tack	is_small	visual-form_and_surface
tack	is_useful	encyclopaedic
tack	made_of_metal	visual-form_and_surface
tack	used_by_hanging_things_on	function
tack	used_for_holding	function
tack	used_for_holding_paper	function
tack	used_on_boards	encyclopaedic
tack	used_on_bulletin_boards	encyclopaedic
tangerine	a_fruit	taxonomic
tangerine	eaten_by_peeling	function
tangerine	grows_in_Florida	encyclopaedic
tangerine	grows_in_warm_climates	encyclopaedic
tangerine	grows_on_trees	encyclopaedic
tangerine	has_peel	visual-form_and_surface
tangerine	has_sections	visual-form_and_surface
tangerine	has_seeds	visual-form_and_surface
tangerine	has_skin	visual-form_and_surface
tangerine	has_vitamin_C	encyclopaedic
tangerine	is_citrus	encyclopaedic
tangerine	is_juicy	tactile
tangerine	is_orange	visual-colour
tangerine	is_round	visual-form_and_surface
tangerine	is_small	visual-form_and_surface
tangerine	tastes_sweet	taste
tank_(army)	has_guns	visual-form_and_surface
tank_(army)	has_tracks	visual-form_and_surface
tank_(army)	has_wheels	visual-form_and_surface
tank_(army)	is_bulletproof	encyclopaedic
tank_(army)	is_green	visual-colour
tank_(army)	is_heavy	tactile
tank_(army)	is_large	visual-form_and_surface
tank_(army)	is_powerful	encyclopaedic
tank_(army)	made_of_metal	visual-form_and_surface
tank_(army)	requires_a_crew	encyclopaedic
tank_(army)	used_by_armies	function
tank_(army)	used_for_destruction	function
tank_(army)	used_for_war	function
tank_(container)	different_sizes	visual-form_and_surface
tank_(container)	is_large	visual-form_and_surface
tank_(container)	made_of_glass	visual-form_and_surface
tank_(container)	made_of_metal	visual-form_and_surface
tank_(container)	made_of_plastic	visual-form_and_surface
tank_(container)	used_for_holding_things	function
tank_(container)	used_for_holding_water	function
tank_(container)	used_for_keeping_fish	function
tank_(container)	used_for_liquids	function
tank_(container)	used_for_storage	function
tap	a_faucet	taxonomic
tap	found_in_bathrooms	encyclopaedic
tap	found_in_kitchens	encyclopaedic
tap	found_on_sinks	encyclopaedic
tap	made_of_metal	visual-form_and_surface
tap	used_by_turning	function
tap	used_for_getting_cold_water	function
tap	used_for_getting_hot_water	function
tap	used_for_water	function
tape_(scotch)	comes_in_rolls	visual-form_and_surface
tape_(scotch)	is_clear	visual-colour
tape_(scotch)	is_long	visual-form_and_surface
tape_(scotch)	is_not_expensive	encyclopaedic
tape_(scotch)	is_sticky	tactile
tape_(scotch)	is_transparent	visual-colour
tape_(scotch)	is_useful	encyclopaedic
tape_(scotch)	used_for_attaching_things	function
tape_(scotch)	used_for_holding	function
tape_(scotch)	used_on_presents	encyclopaedic
tape_(scotch)	used_on_walls	encyclopaedic
taxi	a_cab	taxonomic
taxi	a_car	taxonomic
taxi	found_in_New_York	encyclopaedic
taxi	is_expensive	encyclopaedic
taxi	is_fast	visual-motion
taxi	is_yellow	visual-colour
taxi	requires_drivers	encyclopaedic
taxi	requires_money	encyclopaedic
taxi	used_for_passengers	function
taxi	used_for_transportation	function
telephone	associated_with_Bell	encyclopaedic
telephone	found_in_houses	encyclopaedic
telephone	has_a_cord	visual-form_and_surface
telephone	has_a_dial	visual-form_and_surface
telephone	has_a_receiver	visual-form_and_surface
telephone	has_buttons	visual-form_and_surface
telephone	has_numbers	visual-form_and_surface
telephone	inbeh_-_rings	sound
telephone	made_of_plastic	visual-form_and_surface
telephone	used_for_calling_people	function
telephone	used_for_communication	function
telephone	used_for_talking	function
tent	has_a_door	visual-form_and_surface
tent	has_poles	visual-form_and_surface
tent	has_zippers	visual-form_and_surface
tent	is_portable	encyclopaedic
tent	is_waterproof	encyclopaedic
tent	made_of_canvas	visual-form_and_surface
tent	requires_setting_up	function
tent	used_for_camping	function
tent	used_for_protection	function
tent	used_for_sleeping_in	function
tent	used_outdoors	encyclopaedic
thermometer	has_mercury	visual-form_and_surface
