Concept	Feature	BR_Label
cheese	is_yellow	visual-colour
cheese	made_from_milk	encyclopaedic
cheese	smells_distinct	smell
cheese	tastes_different_flavours	taste
cheese	tastes_good	taste
cheese	used_with_food	encyclopaedic
cheetah	a_carnivore	taxonomic
cheetah	a_cat	taxonomic
cheetah	a_mammal	taxonomic
cheetah	an_animal	taxonomic
cheetah	beh_-_hunts	encyclopaedic
cheetah	beh_-_runs_fast	visual-motion
cheetah	has_4_legs	visual-form_and_surface
cheetah	has_black_spots	visual-colour
cheetah	hunted_by_people	function
cheetah	is_fast	visual-motion
cheetah	is_furry	tactile
cheetah	is_yellow	visual-colour
cheetah	lives_in_Africa	encyclopaedic
cherry	a_fruit	taxonomic
cherry	eaten_in_pies	function
cherry	eaten_in_summer	encyclopaedic
cherry	eg_-_maraschino	taxonomic
cherry	grows_on_trees	encyclopaedic
cherry	has_a_pit	visual-form_and_surface
cherry	has_a_stem	visual-form_and_surface
cherry	is_delicious	taste
cherry	is_red	visual-colour
cherry	is_round	visual-form_and_surface
cherry	is_small	visual-form_and_surface
cherry	tastes_sweet	taste
chickadee	a_baby_bird	taxonomic
chickadee	a_bird	taxonomic
chickadee	an_animal	taxonomic
chickadee	beh_-_chirps	sound
chickadee	beh_-_flies	visual-motion
chickadee	beh_-_lays_eggs	encyclopaedic
chickadee	beh_-_sings	sound
chickadee	has_a_beak	visual-form_and_surface
chickadee	has_feathers	visual-form_and_surface
chickadee	has_feet	visual-form_and_surface
chickadee	has_wings	visual-form_and_surface
chickadee	is_black	visual-colour
chickadee	is_brown	visual-colour
chickadee	is_small	visual-form_and_surface
chickadee	is_yellow	visual-colour
chicken	a_bird	taxonomic
chicken	an_animal	taxonomic
chicken	beh_-_cannot_fly	encyclopaedic
chicken	beh_-_clucks	sound
chicken	beh_-_eats	visual-motion
chicken	beh_-_eats_grain	visual-motion
chicken	beh_-_flies	visual-motion
chicken	beh_-_lays_eggs	encyclopaedic
chicken	beh_-_pecks	visual-motion
chicken	eaten_by_frying	function
chicken	has_a_beak	visual-form_and_surface
chicken	has_feathers	visual-form_and_surface
chicken	has_legs	visual-form_and_surface
chicken	has_wings	visual-form_and_surface
chicken	is_domestic	encyclopaedic
chicken	is_edible	function
chicken	is_loud	sound
chicken	is_stupid	encyclopaedic
chicken	lives_in_coops	encyclopaedic
chicken	lives_on_farms	encyclopaedic
chimp	a_mammal	taxonomic
chimp	a_relative_of_humans	taxonomic
chimp	an_animal	taxonomic
chimp	beh_-_climbs	visual-motion
chimp	beh_-_climbs_trees	visual-motion
chimp	beh_-_eats	visual-motion
chimp	beh_-_eats_bananas	visual-motion
chimp	beh_-_walks	visual-motion
chimp	has_fur	visual-form_and_surface
chimp	has_hair	visual-form_and_surface
chimp	is_brown	visual-colour
chimp	is_cute	encyclopaedic
chimp	is_intelligent	encyclopaedic
chimp	is_smart	encyclopaedic
chimp	lives_in_jungles	encyclopaedic
chimp	lives_in_zoos	encyclopaedic
chimp	used_in_experiments	function
chipmunk	a_mammal	taxonomic
chipmunk	an_animal	taxonomic
chipmunk	associated_with_cartoons	encyclopaedic
chipmunk	beh_-_climbs_trees	visual-motion
chipmunk	beh_-_eats_nuts	visual-motion
chipmunk	has_a_tail	visual-form_and_surface
chipmunk	has_stripes	visual-form_and_surface
chipmunk	is_brown	visual-colour
chipmunk	is_cute	encyclopaedic
chipmunk	is_fast	visual-motion
chipmunk	is_furry	tactile
chipmunk	is_small	visual-form_and_surface
chipmunk	is_white	visual-colour
chipmunk	lives_in_trees	encyclopaedic
chisel	a_tool	taxonomic
chisel	has_a_handle	visual-form_and_surface
chisel	is_sharp	tactile
chisel	made_of_metal	visual-form_and_surface
chisel	requires_a_hammer	encyclopaedic
chisel	used_for_art	function
chisel	used_for_carving	function
chisel	used_for_rocks	function
chisel	used_for_sculpting	function
chisel	used_for_wood_working	function
church	a_building	taxonomic
church	associated_with_religion	encyclopaedic
church	has_a_congregation	encyclopaedic
church	has_a_cross	encyclopaedic
church	has_an_alter	visual-form_and_surface
church	has_clergy	encyclopaedic
church	has_seats	visual-form_and_surface
church	has_stained_glass_windows	visual-form_and_surface
church	is_large	visual-form_and_surface
church	is_quiet	encyclopaedic
church	used_for_praying	function
church	used_for_sermons	function
church	used_for_weddings	function
church	used_for_worshipping	function
church	used_on_Sundays	encyclopaedic
cigar	causes_cancer	encyclopaedic
cigar	inbeh_-_produces_smoke	encyclopaedic
cigar	is_brown	visual-colour
cigar	is_expensive	encyclopaedic
cigar	is_large	visual-form_and_surface
cigar	is_long	visual-form_and_surface
cigar	is_smelly	smell
cigar	is_thick	visual-form_and_surface
cigar	made_in_Cuba	encyclopaedic
cigar	made_of_tobacco	visual-form_and_surface
cigar	used_by_smoking	function
cigarette	causes_cancer	encyclopaedic
cigarette	causes_disease	encyclopaedic
cigarette	has_a_filter	visual-form_and_surface
cigarette	has_nicotine	encyclopaedic
cigarette	inbeh_-_produces_smoke	encyclopaedic
cigarette	is_addictive	encyclopaedic
cigarette	is_not_healthy	encyclopaedic
cigarette	is_round	visual-form_and_surface
cigarette	is_smelly	smell
cigarette	is_white	visual-colour
cigarette	made_of_tobacco	visual-form_and_surface
cigarette	requires_a_lighter	encyclopaedic
cigarette	used_by_smoking	function
clam	a_seafood	taxonomic
clam	an_animal	taxonomic
clam	has_a_shell	visual-form_and_surface
clam	has_pearls	visual-form_and_surface
clam	is_edible	function
clam	is_hard	tactile
clam	lives_in_oceans	encyclopaedic
clam	lives_in_water	encyclopaedic
clamp	a_tool	taxonomic
clamp	a_vice	taxonomic
clamp	made_of_metal	visual-form_and_surface
clamp	made_of_steel	visual-form_and_surface
clamp	used_by_tightening	function
clamp	used_for_carpentry	function
clamp	used_for_holding	function
clamp	used_for_holding_things_together	function
clamp	used_for_securing	function
clamp	used_for_surgery	function
clarinet	a_musical_instrument	taxonomic
clarinet	has_keys	visual-form_and_surface
clarinet	has_reeds	visual-form_and_surface
clarinet	inbeh_-_produces_music	sound
clarinet	inbeh_-_produces_notes	sound
clarinet	is_black	visual-colour
clarinet	is_long	visual-form_and_surface
clarinet	made_of_metal	visual-form_and_surface
clarinet	made_of_wood	visual-form_and_surface
clarinet	used_by_blowing_air_through	function
clarinet	used_in_bands	function
clarinet	used_in_orchestras	function
clarinet	used_with_fingers	function
cloak	a_cape	taxonomic
cloak	a_coat	taxonomic
cloak	clothing	taxonomic
cloak	has_a_hood	visual-form_and_surface
cloak	is_black	visual-colour
cloak	is_long	visual-form_and_surface
cloak	is_warm	tactile
cloak	worn_over_clothes	function
clock	a_watch	taxonomic
clock	eg_-_digital	taxonomic
clock	found_on_walls	encyclopaedic
clock	has_a_face	visual-form_and_surface
clock	has_an_alarm	encyclopaedic
clock	has_batteries	encyclopaedic
clock	has_hands	visual-form_and_surface
clock	has_numbers	visual-form_and_surface
clock	inbeh_-_ticks	sound
clock	is_electrical	visual-form_and_surface
clock	is_round	visual-form_and_surface
clock	requires_winding	function
clock	used_for_keeping_time	function
clock	used_for_telling_time	function
closet	a_space	taxonomic
closet	found_in_bedrooms	encyclopaedic
closet	found_in_hallways	encyclopaedic
closet	has_doors	visual-form_and_surface
closet	has_hangers	encyclopaedic
closet	has_hanging_bars	visual-form_and_surface
closet	has_shelves	visual-form_and_surface
closet	is_dark	visual-form_and_surface
closet	is_messy	visual-form_and_surface
closet	is_small	visual-form_and_surface
closet	used_for_storage	function
closet	used_for_storing_clothing	function
closet	used_for_storing_shoes	function
coat	clothing	taxonomic
coat	different_colours	visual-colour
coat	has_a_hood	visual-form_and_surface
coat	has_a_zipper	visual-form_and_surface
coat	has_buttons	visual-form_and_surface
coat	has_pockets	visual-form_and_surface
coat	has_sleeves	visual-form_and_surface
coat	is_long	visual-form_and_surface
coat	is_warm	tactile
coat	made_of_cotton	visual-form_and_surface
coat	made_of_different_materials	visual-form_and_surface
coat	made_of_fur	visual-form_and_surface
coat	made_of_leather	visual-form_and_surface
coat	made_of_wool	visual-form_and_surface
coat	worn_for_covering	function
coat	worn_for_protection	function
coat	worn_for_the_cold	function
coat	worn_for_warmth	function
coat	worn_for_winter	encyclopaedic
cockroach	an_insect	taxonomic
cockroach	beh_-_flies	visual-motion
cockroach	found_in_houses	encyclopaedic
cockroach	has_a_shell	visual-form_and_surface
cockroach	has_many_legs	visual-form_and_surface
cockroach	is_black	visual-colour
cockroach	is_brown	visual-colour
cockroach	is_dirty	visual-form_and_surface
cockroach	is_hard	tactile
cockroach	is_large	visual-form_and_surface
cockroach	is_small	visual-form_and_surface
cockroach	is_ugly	encyclopaedic
cockroach	lives_in_dirty_places	encyclopaedic
cockroach	requires_extermination	encyclopaedic
coconut	a_fruit	taxonomic
coconut	eaten_as_meat	function
coconut	grows_in_warm_climates	encyclopaedic
coconut	grows_on_palm_trees	encyclopaedic
coconut	grows_on_trees	encyclopaedic
coconut	has_a_brown_outside	visual-colour
coconut	has_a_hard_shell	tactile
coconut	has_a_shell	visual-form_and_surface
coconut	has_an_inside	visual-form_and_surface
coconut	has_an_outside	visual-form_and_surface
coconut	has_hair	visual-form_and_surface
coconut	has_milk	visual-form_and_surface
coconut	is_brown	visual-colour
coconut	is_edible	function
coconut	is_hard	tactile
coconut	is_round	visual-form_and_surface
coconut	is_tropical	encyclopaedic
coconut	is_white	visual-colour
coconut	is_white_inside	visual-colour
coconut	tastes_good	taste
coconut	tastes_sweet	taste
cod	a_fish	taxonomic
cod	beh_-_swims	visual-motion
cod	has_fins	visual-form_and_surface
cod	has_gills	visual-form_and_surface
cod	has_scales	visual-form_and_surface
cod	inbeh_-_gets_caught	encyclopaedic
cod	is_edible	function
cod	lives_in_Atlantic	encyclopaedic
cod	lives_in_water	encyclopaedic
coin	different_sizes	visual-form_and_surface
coin	has_value	encyclopaedic
coin	is_round	visual-form_and_surface
coin	is_shiny	visual-form_and_surface
coin	is_small	visual-form_and_surface
coin	made_of_metal	visual-form_and_surface
coin	made_of_silver	visual-form_and_surface
coin	used_as_money	function
coin	used_for_buying_items	function
coin	used_for_collecting	function
coin	used_for_currency	function
colander	a_utensil	taxonomic
colander	found_in_kitchens	encyclopaedic
colander	has_holes	visual-form_and_surface
colander	made_of_metal	visual-form_and_surface
colander	made_of_plastic	visual-form_and_surface
colander	used_for_straining	function
comb	different_colours	visual-colour
comb	found_in_bathrooms	encyclopaedic
comb	found_in_hair_salons	encyclopaedic
comb	has_teeth	visual-form_and_surface
comb	is_small	visual-form_and_surface
comb	is_thin	visual-form_and_surface
comb	made_of_metal	visual-form_and_surface
comb	made_of_plastic	visual-form_and_surface
comb	used_by_humans	function
comb	used_for_grooming	function
comb	used_for_hair	function
comb	used_for_styling	function
cork	comes_from_trees	encyclopaedic
cork	is_brown	visual-colour
cork	made_of_wood	visual-form_and_surface
cork	used_for_message_boards	function
cork	used_for_sealing	function
cork	used_for_sealing_bottles	function
cork	used_for_sealing_wine_bottles	function
corkscrew	found_in_bars	encyclopaedic
corkscrew	found_in_kitchens	encyclopaedic
corkscrew	has_a_curly_end	visual-form_and_surface
corkscrew	has_a_handle	visual-form_and_surface
corkscrew	has_a_screw_end	visual-form_and_surface
corkscrew	made_of_metal	visual-form_and_surface
corkscrew	used_by_twisting	function
corkscrew	used_for_opening_bottles	function
corkscrew	used_for_opening_wine_bottles	function
corkscrew	used_for_removing_corks	function
corn	a_vegetable	taxonomic
corn	comes_on_cobs	visual-form_and_surface
corn	eaten_as_popcorn	function
corn	eaten_with_butter	encyclopaedic
corn	grows_in_fields	encyclopaedic
corn	has_ears	visual-form_and_surface
corn	has_husks	visual-form_and_surface
corn	has_kernels	visual-form_and_surface
corn	has_stalks	visual-form_and_surface
corn	is_edible	function
corn	is_harvested	function
corn	is_yellow	visual-colour
corn	tastes_sweet	taste
cottage	a_house	taxonomic
cottage	associated_with_cheese	encyclopaedic
cottage	associated_with_fairy_tales	encyclopaedic
cottage	found_in_forests	encyclopaedic
cottage	found_in_the_country	encyclopaedic
cottage	has_a_fireplace	visual-form_and_surface
cottage	has_a_roof	visual-form_and_surface
cottage	has_windows	visual-form_and_surface
cottage	is_small	visual-form_and_surface
cottage	made_of_wood	visual-form_and_surface
cottage	used_as_a_house	function
cottage	used_for_living_in	function
cottage	used_for_vacations	encyclopaedic
couch	associated_with_couch_potato	encyclopaedic
couch	found_in_living_rooms	encyclopaedic
couch	furniture	taxonomic
couch	has_4_legs	visual-form_and_surface
couch	has_armrests	visual-form_and_surface
couch	has_cushions	visual-form_and_surface
couch	has_legs	visual-form_and_surface
couch	has_pillows	encyclopaedic
couch	is_comfortable	tactile
couch	is_heavy	tactile
couch	is_large	visual-form_and_surface
couch	is_soft	tactile
couch	made_of_leather	visual-form_and_surface
couch	made_of_material	visual-form_and_surface
couch	used_by_opening_into_a_bed	function
couch	used_by_sitting_on	function
couch	used_for_relaxing	function
couch	used_for_seating_many_people	function
couch	used_for_sleeping	function
couch	used_for_watching_television	function
cougar	a_cat	taxonomic
cougar	a_mammal	taxonomic
cougar	a_predator	taxonomic
cougar	a_relative_of_cats	taxonomic
cougar	an_animal	taxonomic
cougar	beh_-_eats	visual-motion
cougar	beh_-_eats_animals	visual-motion
cougar	has_4_legs	visual-form_and_surface
cougar	has_a_long_tail	visual-form_and_surface
cougar	has_a_tail	visual-form_and_surface
cougar	has_claws	visual-form_and_surface
cougar	has_fur	visual-form_and_surface
cougar	has_teeth	visual-form_and_surface
cougar	is_brown	visual-colour
cougar	is_dangerous	encyclopaedic
cougar	is_fast	visual-motion
cougar	is_large	visual-form_and_surface
cougar	is_vicious	encyclopaedic
cougar	is_wild	encyclopaedic
cougar	lives_in_forests	encyclopaedic
cougar	lives_in_jungles	encyclopaedic
cougar	lives_in_mountains	encyclopaedic
cougar	lives_in_wilderness	encyclopaedic
cow	a_mammal	taxonomic
cow	an_animal	taxonomic
cow	beh_-_eats	visual-motion
cow	beh_-_eats_grass	visual-motion
cow	beh_-_moos	sound
cow	beh_-_produces_manure	visual-motion
cow	beh_-_produces_milk	visual-motion
cow	eaten_as_beef	function
cow	eaten_as_meat	function
cow	has_4_legs	visual-form_and_surface
cow	has_an_udder	visual-form_and_surface
cow	has_eyes	visual-form_and_surface
cow	has_legs	visual-form_and_surface
cow	is_black	visual-colour
cow	is_brown	visual-colour
cow	is_domestic	encyclopaedic
cow	is_large	visual-form_and_surface
cow	is_smelly	smell
cow	is_stupid	encyclopaedic
cow	is_white	visual-colour
cow	lives_on_farms	encyclopaedic
cow	used_for_producing_milk	function
coyote	a_carnivore	taxonomic
coyote	a_dog	taxonomic
coyote	a_mammal	taxonomic
coyote	a_wolf	taxonomic
coyote	an_animal	taxonomic
coyote	beh_-_howls	sound
coyote	beh_-_hunts	encyclopaedic
coyote	has_4_legs	visual-form_and_surface
coyote	has_a_tail	visual-form_and_surface
coyote	has_sharp_teeth	visual-form_and_surface
coyote	has_teeth	visual-form_and_surface
coyote	hunted_by_people	function
coyote	is_furry	tactile
coyote	lives_in_deserts	encyclopaedic
coyote	lives_in_forests	encyclopaedic
coyote	lives_in_packs	encyclopaedic
coyote	lives_in_wilderness	encyclopaedic
crab	a_crustacean	taxonomic
crab	a_seafood	taxonomic
crab	an_animal	taxonomic
crab	beh_-_walks_sideways	visual-motion
crab	has_6_legs	visual-form_and_surface
crab	has_a_hard_shell	tactile
crab	has_claws	visual-form_and_surface
crab	has_legs	visual-form_and_surface
crab	has_pinchers	visual-form_and_surface
crab	is_edible	function
crab	is_red	visual-colour
crab	is_small	visual-form_and_surface
crab	lives_in_oceans	encyclopaedic
crab	lives_in_water	encyclopaedic
crab	lives_on_the_sand	encyclopaedic
crab	tastes_good	taste
cranberry	a_berry	taxonomic
cranberry	a_fruit	taxonomic
cranberry	eaten_at_Christmas	encyclopaedic
cranberry	eaten_at_Thanksgiving	encyclopaedic
cranberry	eaten_in_sauces	function
cranberry	eaten_with_turkey	encyclopaedic
cranberry	grows_on_bushes	encyclopaedic
cranberry	has_skin	visual-form_and_surface
cranberry	is_red	visual-colour
cranberry	is_small	visual-form_and_surface
cranberry	tastes_sour	taste
cranberry	tastes_sweet	taste
cranberry	tastes_tart	taste
cranberry	used_for_juice	function
crane_(machine)	a_machine	taxonomic
crane_(machine)	is_heavy	tactile
crane_(machine)	is_large	visual-form_and_surface
crane_(machine)	is_powerful	encyclopaedic
crane_(machine)	is_yellow	visual-colour
crane_(machine)	made_of_metal	visual-form_and_surface
crane_(machine)	requires_operators	encyclopaedic
crane_(machine)	used_for_building	function
crane_(machine)	used_for_construction	function
crane_(machine)	used_for_lifting	function
crane_(machine)	used_for_moving_things	function
crayon	comes_in_boxes	encyclopaedic
crayon	different_colours	visual-colour
crayon	is_breakable	encyclopaedic
crayon	is_colourful	visual-colour
crayon	is_meltable	function
crayon	made_by_Crayola	encyclopaedic
crayon	made_of_wax	visual-form_and_surface
crayon	used_by_children	function
crayon	used_for_colouring	function
crayon	used_for_colouring_books	function
crayon	used_for_drawing	function
crayon	used_for_drawing_pictures	function
crayon	used_for_writing	function
crocodile	a_reptile	taxonomic
crocodile	an_animal	taxonomic
crocodile	beh_-_eats_animals	visual-motion
crocodile	beh_-_eats_people	visual-motion
crocodile	beh_-_lays_eggs	encyclopaedic
crocodile	beh_-_swims	visual-motion
crocodile	has_4_legs	visual-form_and_surface
crocodile	has_a_tail	visual-form_and_surface
crocodile	has_powerful_jaws	visual-form_and_surface
crocodile	has_scales	visual-form_and_surface
crocodile	has_teeth	visual-form_and_surface
crocodile	is_dangerous	encyclopaedic
crocodile	is_green	visual-colour
crocodile	is_large	visual-form_and_surface
crocodile	is_long	visual-form_and_surface
crocodile	lives_in_swamps	encyclopaedic
crocodile	lives_in_water	encyclopaedic
crossbow	a_weapon	taxonomic
crossbow	has_a_string	visual-form_and_surface
crossbow	is_dangerous	encyclopaedic
crossbow	made_of_wood	visual-form_and_surface
crossbow	requires_arrows	encyclopaedic
crossbow	used_by_firing_arrows	function
crossbow	used_for_hunting	function
crossbow	used_for_killing	function
crow	a_bird	taxonomic
crow	a_scavenger	taxonomic
crow	beh_-_caws	sound
crow	beh_-_eats	visual-motion
crow	beh_-_flies	visual-motion
crow	beh_-_squawks	sound
crow	has_a_beak	visual-form_and_surface
crow	has_feathers	visual-form_and_surface
crow	has_wings	visual-form_and_surface
crow	is_black	visual-colour
crow	is_large	visual-form_and_surface
crow	is_loud	sound
crow	is_ugly	encyclopaedic
crowbar	a_tool	taxonomic
crowbar	a_weapon	taxonomic
crowbar	is_black	visual-colour
crowbar	is_hard	tactile
crowbar	is_heavy	tactile
crowbar	is_long	visual-form_and_surface
crowbar	made_of_metal	visual-form_and_surface
crowbar	used_by_thieves	function
crowbar	used_for_breaking_things	function
crowbar	used_for_injuring	function
crowbar	used_for_opening_things	function
crowbar	used_for_prying_things_open	function
crown	associated_with_pageants	encyclopaedic
crown	has_jewels	visual-form_and_surface
crown	is_expensive	encyclopaedic
crown	is_heavy	tactile
crown	is_round	visual-form_and_surface
crown	made_of_gold	visual-form_and_surface
crown	made_of_silver	visual-form_and_surface
crown	symbol_of_power	encyclopaedic
crown	symbol_of_royalty	encyclopaedic
crown	symbol_of_status	encyclopaedic
crown	worn_by_kings	function
crown	worn_by_queens	function
crown	worn_by_royalty	function
crown	worn_on_the_head	function
cucumber	a_vegetable	taxonomic
cucumber	eaten_as_pickles	function
cucumber	eaten_in_salads	function
cucumber	grows_in_gardens	encyclopaedic
cucumber	grows_on_vines	encyclopaedic
cucumber	has_an_inside	visual-form_and_surface
cucumber	has_green_skin	visual-colour
cucumber	has_seeds	visual-form_and_surface
cucumber	has_skin	visual-form_and_surface
cucumber	is_cool	tactile
cucumber	is_crunchy	tactile
cucumber	is_cylindrical	visual-form_and_surface
cucumber	is_edible	function
cucumber	is_green	visual-colour
cucumber	is_long	visual-form_and_surface
cucumber	is_white_inside	visual-colour
cup	a_dish	taxonomic
cup	a_mug	taxonomic
cup	different_colours	visual-colour
cup	different_shapes	visual-form_and_surface
cup	found_in_kitchens	encyclopaedic
cup	has_a_handle	visual-form_and_surface
cup	has_patterns	visual-form_and_surface
cup	is_breakable	encyclopaedic
cup	made_of_ceramic	visual-form_and_surface
cup	made_of_china	visual-form_and_surface
cup	made_of_glass	visual-form_and_surface
cup	made_of_plastic	visual-form_and_surface
cup	made_of_porcelain	visual-form_and_surface
cup	part_of_a_set_of_dishes	encyclopaedic
cup	used_for_baking	function
cup	used_for_coffee	function
cup	used_for_drinking	function
cup	used_for_holding_liquids	function
cup	used_for_measuring	function
cup	used_for_tea	function
cup	used_with_saucers	encyclopaedic
cupboard	found_in_kitchens	encyclopaedic
cupboard	has_doors	visual-form_and_surface
cupboard	has_handles	visual-form_and_surface
cupboard	has_shelves	visual-form_and_surface
cupboard	made_of_wood	visual-form_and_surface
cupboard	used_for_storage	function
cupboard	used_for_storing_cans	function
cupboard	used_for_storing_cups	function
cupboard	used_for_storing_dishes	function
cupboard	used_for_storing_food	function
curtains	different_colours	visual-colour
curtains	is_decorative	encyclopaedic
curtains	is_long	visual-form_and_surface
curtains	made_of_material	visual-form_and_surface
curtains	used_by_closing	function
curtains	used_by_opening	function
curtains	used_for_covering	function
curtains	used_for_covering_windows	function
curtains	used_for_keeping_out_light	function
curtains	used_for_keeping_out_light/sun	function
curtains	used_for_keeping_out_sun	function
curtains	used_for_privacy	function
curtains	used_with_rods	encyclopaedic
cushion	a_pillow	taxonomic
cushion	different_colours	visual-colour
cushion	found_on_beds	encyclopaedic
cushion	found_on_chairs	encyclopaedic
cushion	found_on_couches	encyclopaedic
cushion	has_feather_filling	visual-form_and_surface
cushion	has_filling	visual-form_and_surface
cushion	has_foam_filling	visual-form_and_surface
cushion	is_comfortable	tactile
cushion	is_round	visual-form_and_surface
cushion	is_small	visual-form_and_surface
cushion	is_soft	tactile
cushion	is_square	visual-form_and_surface
cushion	used_by_sitting_on	function
cushion	used_for_resting_head	function
cushion	used_for_sleeping	function
dagger	a_knife	taxonomic
dagger	a_weapon	taxonomic
dagger	has_a_blade	visual-form_and_surface
dagger	has_a_handle	visual-form_and_surface
dagger	has_a_pointed_end	visual-form_and_surface
dagger	has_a_sheath	visual-form_and_surface
dagger	is_dangerous	encyclopaedic
dagger	is_sharp	tactile
dagger	is_small	visual-form_and_surface
dagger	made_of_metal	visual-form_and_surface
dagger	used_for_cutting	function
dagger	used_for_drawing_blood	function
dagger	used_for_killing	function
dagger	used_in_MacBeth	function
dandelion	a_flower	taxonomic
dandelion	a_plant	taxonomic
dandelion	a_weed	taxonomic
dandelion	beh_-_produces_pollen	encyclopaedic
dandelion	causes_allergies	encyclopaedic
dandelion	grows_in_grass	encyclopaedic
dandelion	grows_in_the_ground	encyclopaedic
dandelion	has_a_green_stem	visual-colour
dandelion	has_a_stem	visual-form_and_surface
dandelion	has_seeds	visual-form_and_surface
dandelion	is_annoying	encyclopaedic
dandelion	is_fluffy	tactile
dandelion	is_yellow	visual-colour
deer	a_herbivore	taxonomic
deer	a_mammal	taxonomic
deer	an_animal	taxonomic
deer	beh_-_runs	visual-motion
deer	eg_-_bambi	taxonomic
deer	has_4_legs	visual-form_and_surface
deer	has_a_tail	visual-form_and_surface
deer	has_a_white_tail	visual-colour
deer	has_antlers	visual-form_and_surface
deer	has_eyes	visual-form_and_surface
deer	has_fur	visual-form_and_surface
deer	has_hooves	visual-form_and_surface
deer	has_legs	visual-form_and_surface
deer	hunted_by_people	function
deer	is_brown	visual-colour
deer	is_edible	function
deer	is_fast	visual-motion
deer	is_timid	encyclopaedic
deer	lives_in_wilderness	encyclopaedic
deer	lives_in_woods	encyclopaedic
desk	found_in_classrooms	encyclopaedic
desk	found_in_libraries	encyclopaedic
desk	found_in_offices	encyclopaedic
desk	furniture	taxonomic
desk	has_4_legs	visual-form_and_surface
desk	has_a_flat_surface	visual-form_and_surface
desk	has_a_surface	visual-form_and_surface
desk	has_drawers	visual-form_and_surface
desk	has_legs	visual-form_and_surface
desk	made_of_metal	visual-form_and_surface
desk	made_of_wood	visual-form_and_surface
desk	used_by_students	function
desk	used_for_putting_things_on	function
desk	used_for_working_on	function
desk	used_for_writing_on	function
desk	used_with_chairs	encyclopaedic
dish	different_colours	visual-colour
dish	found_in_kitchens	encyclopaedic
dish	is_breakable	encyclopaedic
dish	is_round	visual-form_and_surface
dish	made_of_ceramic	visual-form_and_surface
dish	made_of_glass	visual-form_and_surface
dish	made_of_plastic	visual-form_and_surface
dish	requires_washing	function
dish	used_for_eating	function
dish	used_for_food	function
dishwasher	an_appliance	taxonomic
dishwasher	found_in_kitchens	encyclopaedic
dishwasher	has_a_door	visual-form_and_surface
dishwasher	has_buttons	visual-form_and_surface
dishwasher	has_racks	visual-form_and_surface
dishwasher	is_electrical	visual-form_and_surface
dishwasher	is_loud	sound
dishwasher	made_of_metal	visual-form_and_surface
dishwasher	requires_detergent	encyclopaedic
dishwasher	requires_soap	encyclopaedic
dishwasher	requires_water	encyclopaedic
dishwasher	used_for_cleaning_dishes	function
dishwasher	used_for_washing_dishes	function
dog	a_carnivore	taxonomic
dog	a_mammal	taxonomic
dog	a_pet	taxonomic
dog	an_animal	taxonomic
dog	beh_-_barks	sound
dog	beh_-_chases	visual-motion
dog	beh_-_chases_cats	visual-motion
dog	has_4_legs	visual-form_and_surface
dog	has_a_nose	visual-form_and_surface
dog	has_a_tail	visual-form_and_surface
dog	has_a_wet_nose	tactile
dog	has_fur	visual-form_and_surface
dog	has_hair	visual-form_and_surface
dog	has_legs	visual-form_and_surface
dog	is_domestic	encyclopaedic
dog	is_friendly	encyclopaedic
dog	is_man's_best_friend	encyclopaedic
dog	used_for_protection	function
doll	a_toy	taxonomic
doll	associated_with_babies	encyclopaedic
doll	eg_-_Barbie	taxonomic
doll	has_hair	visual-form_and_surface
doll	has_own_clothes	encyclopaedic
doll	is_pretty	encyclopaedic
doll	like_a_human	encyclopaedic
doll	made_of_porcelain	visual-form_and_surface
doll	used_by_children	function
doll	used_by_girls	function
doll	used_for_collecting	function
doll	used_for_playing	function
dolphin	a_fish	taxonomic
dolphin	a_mammal	taxonomic
dolphin	an_animal	taxonomic
dolphin	beh_-_communicates	sound
dolphin	beh_-_does_tricks	encyclopaedic
dolphin	beh_-_eats	visual-motion
dolphin	beh_-_eats_fish	visual-motion
dolphin	beh_-_jumps	visual-motion
dolphin	beh_-_makes_noises	sound
dolphin	beh_-_swims	visual-motion
dolphin	beh_-_swims_fast	visual-motion
dolphin	has_fins	visual-form_and_surface
dolphin	is_caught_in_nets	function
dolphin	is_cute	encyclopaedic
dolphin	is_friendly	encyclopaedic
dolphin	is_grey	visual-colour
dolphin	is_intelligent	encyclopaedic
dolphin	is_sleek	visual-form_and_surface
dolphin	is_smooth	tactile
dolphin	is_trainable	encyclopaedic
dolphin	lives_in_oceans	encyclopaedic
dolphin	lives_in_seas	encyclopaedic
dolphin	lives_in_water	encyclopaedic
donkey	a_mammal	taxonomic
donkey	an_animal	taxonomic
donkey	beh_-_makes_noises	sound
donkey	has_4_legs	visual-form_and_surface
donkey	has_a_tail	visual-form_and_surface
donkey	has_ears	visual-form_and_surface
donkey	has_hooves	visual-form_and_surface
donkey	has_legs	visual-form_and_surface
donkey	is_brown	visual-colour
donkey	is_furry	tactile
donkey	is_grey	visual-colour
donkey	like_a_horse	encyclopaedic
donkey	lives_on_farms	encyclopaedic
donkey	used_by_riding	function
door	has_a_handle	visual-form_and_surface
door	has_a_knob	visual-form_and_surface
door	has_a_lock	visual-form_and_surface
door	has_hinges	visual-form_and_surface
door	is_rectangular	visual-form_and_surface
door	made_of_metal	visual-form_and_surface
door	made_of_wood	visual-form_and_surface
door	used_by_closing	function
door	used_by_opening	function
door	used_for_dividing_rooms	function
door	used_for_entering	function
door	used_for_exiting	function
door	used_for_keeping_things_out	function
