itemID,item,type,category,choices,definition,complexity_category,...8,gloss,uni_lemma,...11
item_319,folha,word,outside,produces,Folha,NA,Folha,Leaf,leaf,NA
item_320,fumo,word,outside,produces,Fumo,NA,Fumo,Smoke,smoke,NA
item_321,jardim_el,word,outside,produces,Jardim,NA,Jardim_el,Garden,garden,NA
item_322,lua,word,outside,produces,Lua,NA,Lua,Moon,moon,NA
item_323,neve,word,outside,produces,Neve,NA,Neve,Snow,snow,NA
item_324,nuvem,word,outside,produces,Nuvem(s),NA,Nuvem,Cloud,cloud,NA
item_325,pedra,word,outside,produces,Pedra,NA,Pedra,Stone/ Rock,rock (object),NA
item_326,relva,word,outside,produces,Relva,NA,Relva,Grass,grass,NA
item_327,sol,word,outside,produces,Sol,NA,Sol,Sun,sun,NA
item_328,terra,word,outside,produces,Terra,NA,Terra,Land/ dirt,soil,NA
item_329,vento,word,outside,produces,Vento,NA,Vento,Wind,wind,NA
item_330,cafe_lu,word,places,produces,Café,NA,Café_lu,Coffee shop,restaurant,NA
item_331,casa,word,places,produces,Casa,NA,Casa,House/ home,house,NA
item_332,casa_avo,word,places,produces,Casa de avó / do avô / dos avós,NA,Casa_avó,Grandmother's house,house,NA
item_333,circo,word,places,produces,Circo,NA,Circo,Circus,circus,NA
item_334,escola,word,places,produces,Escola / Colégio,NA,Escola,School,school,NA
item_335,farmacia,word,places,produces,Farmácia,NA,Farmácia,Pharmacy,pharmacy,NA
item_336,festa,word,places,produces,Festa,NA,Festa,Party,party,NA
item_337,escolinha,word,places,produces,Jardim / Escolinha,NA,Escolinha,Kindergarten,kindergarten,NA
item_338,loja,word,places,produces,Loja,NA,Loja,Store/ shop,store,NA
item_339,mar,word,places,produces,Mar,NA,Mar,Sea,sea,NA
item_340,medico,word,places,produces,Médico / Doutor,NA,Médico,Doctor's (office),doctor,NA
item_341,musica,word,places,produces,(Aula de) Música,NA,Música,Music class,NA,NA
item_342,parque,word,places,produces,Parque,NA,Parque,Park,park,NA
item_343,piscina,word,places,produces,Piscina,NA,Piscina,Pool (Swimming),pool,NA
item_344,praia,word,places,produces,Praia,NA,Praia,Beach,beach,NA
item_345,rio,word,places,produces,Rio,NA,Rio,River,river,NA
item_346,rua,word,places,produces,Rua,NA,Rua,Street,street,NA
item_347,shopping,word,places,produces,Shopping / Centro comercial,NA,Shopping,Mall/ shopping center,NA,NA
item_348,amiga,word,people,produces,Amiga,NA,Amiga,Friend (female),friend,NA
item_349,amigo,word,people,produces,Amigo,NA,Amigo,Friend (male),friend,NA
item_350,avo_1,word,people,produces,Avó,NA,Avó,Grandmother,grandma,NA
item_351,avo_2,word,people,produces,Avô,NA,Avô,Grandfather,grandpa,NA
item_352,bebe,word,people,produces,Bebé,NA,Bebé,Baby,baby,NA
item_353,bruxa,word,people,produces,Bruxa,NA,Bruxa,Witch,witch,NA
item_354,nome_educador,word,people,produces,Nome do(a) Educador(a),NA,Nome_educador,Educator/teacher's name,teacher's name,NA
item_355,homem,word,people,produces,Homem,NA,Homem,Man,man,NA
item_356,irma,word,people,produces,Irmã,NA,Irmã,Sister,sister,NA
item_357,irmao,word,people,produces,Irmão,NA,Irmão,Brother,brother,NA
item_358,madrinha,word,people,produces,Madrinha,NA,Madrinha,Godmother,godmother,NA
item_359,mae,word,people,produces,Mãe,NA,Mãe,Mother,mommy,NA
item_360,menina,word,people,produces,Menina,NA,Menina,Girl,girl,NA
item_361,menino,word,people,produces,Menino,NA,Menino,Boy,boy,NA
item_362,mulher,word,people,produces,Mulher,NA,Mulher,Woman,woman,NA
item_363,nome_boneco,word,people,produces,Nome do boneco,NA,Nome_boneco,Doll's name,NA,NA
item_364,nome_proprio_pessoa,word,people,produces,Nome própio de pessoa,NA,Nome_próprio_pessoa,Children's own name,child's own name,NA
item_365,padrinho,word,people,produces,Padrinho,NA,Padrinho,Godfather,godfather,NA
item_366,palhaco,word,people,produces,Palhaço,NA,Palhaço,Clown,clown,NA
item_367,pai,word,people,produces,Pai,NA,Pai,Father,daddy,NA
item_368,policia,word,people,produces,Polícia,NA,Polícia,Police,police,NA
item_369,prima,word,people,produces,Prima,NA,Prima,Female cousin,cousin,NA
item_370,primo,word,people,produces,Primo,NA,Primo,Male cousin,cousin,NA
item_371,senhor,word,people,produces,Senhor,NA,Senhor,Sir,man,NA
item_372,senhora,word,people,produces,Senhora,NA,Senhora,Madam,woman,NA
item_373,tia,word,people,produces,Tia,NA,Tia,Aunt,aunt,NA
item_374,tio,word,people,produces,Tio,NA,Tio,Uncle,uncle,NA
item_375,adeus,word,games_routines,produces,Adeus / Xau!,NA,Adeus,Goodbye,bye,NA
item_376,anda,word,games_routines,produces,Anda!,NA,Anda,Come on!,come on,NA
item_377,anda_ca,word,games_routines,produces,Anda cá!,NA,Anda_cá,Come here!,NA,NA
item_378,assim,word,games_routines,produces,Assim.,NA,Assim,Like this,like this,NA
item_379,ate_amanha,word,games_routines,produces,Até amanhã!,NA,Até_amanhã,See you tomorrow,bye,NA
item_380,ate_logo,word,games_routines,produces,Até logo!,NA,Até_logo,See you later,bye,NA
item_381,beijinho,word,games_routines,produces,Beijinho!,NA,Beijinho,Kisses,kiss,NA
item_382,bem,word,games_routines,produces,Bem!,NA,Bem,"Well, well!",ok,NA
item_383,bom_dia,word,games_routines,produces,Bom dia!,NA,Bom_dia,Good morning,good morning,NA
item_384,coco,word,games_routines,produces,Cocó!,NA,Cocó,Poo!,go potty,NA
item_385,colo,word,games_routines,produces,Colo!,NA,Colo,Lap!,NA,NA
item_386,doi,word,games_routines,produces,Dói / Dói-dói.,NA,Dói,It hurts!,ouch,NA
item_387,dorme_bem,word,games_routines,produces,Dorme bem!,NA,Dorme_bem,Sleep tight!,good night,NA
item_388,espera,word,games_routines,produces,Espera!,NA,Espera,Wait!,wait,NA
item_389,esta_bem,word,games_routines,produces,Está bem!,NA,Está_bem,ok!,ok,NA
item_390,golo,word,games_routines,produces,Golo!,NA,Golo,Goal!,goal,NA
item_391,ja_esta,word,games_routines,produces,Já está!,NA,Já_está,It is done!,NA,NA
item_392,nao,word,games_routines,produces,Não,NA,Não,No,no,NA
item_393,nao_ha,word,games_routines,produces,Não há.,NA,Não_há,There is no.. (something),all gone,NA
item_394,nao_mexe,word,games_routines,produces,Não mexe!,NA,Não_mexe,Do not touch!,NA,NA
item_395,obrigado,word,games_routines,produces,Obrigado / a!,NA,Obrigado,Thank you,thank you,NA
item_396,ola,word,games_routines,produces,Olá!,NA,Olá,Hello/ Hi,hi,NA
item_397,ole,word,games_routines,produces,Olé!,NA,Olé,Olé,NA,NA
item_398,olha,word,games_routines,produces,Olha!,NA,Olha,Look!,look,NA
item_399,para,word,games_routines,produces,Para (verbo parar)!,NA,Para,Stop!,stop,NA
item_400,palminhas,word,games_routines,produces,Palminhas!,NA,Palminhas,Clap hands,clap,NA
item_401,para_banho,word,games_routines,produces,Para o banho!,NA,Para_banho,Let's go to the bath,bath,NA
item_402,por_favor,word,games_routines,produces,Por favor!,NA,Por_favor,Please,please,NA
item_403,sim,word,games_routines,produces,Sim,NA,Sim,Yes,yes,NA
item_404,toca_dormir,word,games_routines,produces,Toca a dormir / Vamos nanar / Fazer ó-ó!,NA,Toca_dormir,Let's sleep!,NA,NA
item_405,vamos,word,games_routines,produces,Vamos,NA,Vamos,Let's go!,NA,NA
item_406,vamos_rua,word,games_routines,produces,Vamos á rua!,NA,Vamos_rua,Let's go to the street!,NA,NA
item_407,vamos_parque,word,games_routines,produces,Vamos ao parque!,NA,Vamos_parque,Let's go to the park!,NA,NA
item_408,vamos_comer,word,games_routines,produces,Vamos comer!,NA,Vamos_comer,Let's eat!,NA,NA
item_409,vamos_passear,word,games_routines,produces,Vamos passear!,NA,Vamos_passear,Let's go for a walk!,NA,NA
item_410,xixi,word,games_routines,produces,Xixi!,NA,Xixi,Pee,pee,NA
item_411,abrir,word,action_words,produces,Abrir,NA,Abrir,(To) Open,open (action),NA
item_412,acabar,word,action_words,produces,Acabar,NA,Acabar,(To) Finish,finish,NA
item_413,ajudar,word,action_words,produces,Ajudar,NA,Ajudar,(To) Help,help,NA
item_414,andar,word,action_words,produces,Andar,NA,Andar,(To) Walk,walk,NA
item_415,apagar,word,action_words,produces,Apagar,NA,Apagar,(To) Erase,erase,NA
item_416,apanhar,word,action_words,produces,Apanhar,NA,Apanhar,(To) Catch,catch,NA
item_417,arrefecer,word,action_words,produces,Arrefecer,NA,Arrefecer,(To) Cool down,NA,NA
item_418,arrumar,word,action_words,produces,Arrumar,NA,Arrumar,(To) Arrange,clean (action),NA
item_419,assoar,word,action_words,produces,Assoar,NA,Assoar,(To) Wipe or blow the nose,NA,NA
item_420,beber,word,action_words,produces,Beber,NA,Beber,(To) Drink,drink (action),NA
item_421,brincar,word,action_words,produces,Brincar,NA,Brincar,(To) Play,play,NA
item_422,buscar,word,action_words,produces,Buscar,NA,Buscar,(To) Go get,get,NA
item_423,cair,word,action_words,produces,Cair,NA,Cair,(To) Fall,fall,NA
item_424,calar,word,action_words,produces,Calar,NA,Calar,(To) Shut up,quiet (action),NA
item_425,calcar,word,action_words,produces,Calçar,NA,Calçar,(To)  put on shoes,NA,NA
item_426,cantar,word,action_words,produces,Cantar,NA,Cantar,(To) Sing,sing,NA
item_427,chamar,word,action_words,produces,Chamar,NA,Chamar,(To) Call,call,NA
item_428,chorar,word,action_words,produces,Chorar,NA,Chorar,(To) Cry,cry,NA
item_429,colocar,word,action_words,produces,Colocar,NA,Colocar,(To) Place/ put/ set,put,NA
item_430,comecar,word,action_words,produces,Começar,NA,Começar,(To) Start,begin,NA
item_431,comer,word,action_words,produces,Comer,NA,Comer,(To) Eat,eat,NA
item_432,comprar,word,action_words,produces,Comprar,NA,Comprar,(To) Buy,buy,NA
item_433,conseguir,word,action_words,produces,Conseguir,NA,Conseguir,(To) Achieve/ obtain,get,NA
item_434,contar,word,action_words,produces,Contar,NA,Contar,(To) Count,count,NA
item_435,correr,word,action_words,produces,Correr,NA,Correr,(To) Run,run,NA
item_436,cortar,word,action_words,produces,Cortar,NA,Cortar,(To)  Cut,cut,NA
item_437,dancar,word,action_words,produces,Dançar,NA,Dançar,(To) Dance,dance,NA
item_438,dar,word,action_words,produces,Dar,NA,Dar,(To) Give,give,NA
item_439,deitar,word,action_words,produces,Deitar,NA,Deitar,(To) Lay down,lie down,NA
item_440,descer,word,action_words,produces,Descer,NA,Descer,(To) Descend/ go down,NA,NA
item_441,doer,word,action_words,produces,Doer,NA,Doer,Hurt,hurt (action),NA
item_442,dormir,word,action_words,produces,Dormir,NA,Dormir,(To) Sleep,sleep,NA
item_443,ensinar,word,action_words,produces,Ensinar,NA,Ensinar,(To) Teach,teach,NA
item_444,entrar,word,action_words,produces,Entrar,NA,Entrar,(To) Enter/ go in,enter,NA
item_445,escrever,word,action_words,produces,Escrever,NA,Escrever,(To) Write,write,NA
item_446,espirrar,word,action_words,produces,Espirrar,NA,Espirrar,(To) Sneeze,sneeze,NA
item_447,estar,word,action_words,produces,Estar,NA,Estar,(To) be,be,NA
item_448,falar,word,action_words,produces,Falar,NA,Falar,(To) Speak,talk,NA
item_449,fazer,word,action_words,produces,Fazer,NA,Fazer,(To)  do,do,NA
item_450,fechar,word,action_words,produces,Fechar,NA,Fechar,(To) Close,close,NA
item_451,fugir,word,action_words,produces,Fugir,NA,Fugir,(To)  run,run,NA
item_452,gostar,word,action_words,produces,Gostar,NA,Gostar,(To) Like,like,NA
item_453,gritar,word,action_words,produces,Gritar,NA,Gritar,(To) Scream,scream,NA
item_454,guardar,word,action_words,produces,Guardar,NA,Guardar,(To) Keep,keep,NA
item_455,haver,word,action_words,produces,Haver,NA,Haver,(To) Have,have,NA
item_456,ir,word,action_words,produces,Ir,NA,Ir,(To) Go,go,NA
item_457,jogar,word,action_words,produces,Jogar,NA,Jogar,(To) Play a game,play,NA
item_458,lavar,word,action_words,produces,Lavar,NA,Lavar,(To) Wash,wash,NA
item_459,ler,word,action_words,produces,Ler,NA,Ler,(To) Read,read,NA
item_460,levar,word,action_words,produces,Levar,NA,Levar,(To) Take/ Carry,take,NA
item_461,limpar,word,action_words,produces,Limpar,NA,Limpar,(To) Clean,clean (action),NA
item_462,molhar,word,action_words,produces,Molhar,NA,Molhar,(To)  wet,wet (action),NA
item_463,morder,word,action_words,produces,Morder,NA,Morder,(To) bite,bite,NA
item_464,mostrar,word,action_words,produces,Mostrar,NA,Mostrar,(To) show,show,NA
item_465,olhar,word,action_words,produces,Olhar,NA,Olhar,(To) look,look,NA
item_466,ouvir,word,action_words,produces,Ouvir / Escutar,NA,Ouvir,(To) Listen,listen,NA
item_467,parar,word,action_words,produces,Para,NA,Parar,(To) Stop,stop,NA
item_468,partir,word,action_words,produces,Partir,NA,Partir,(To) leave/ depart,leave,NA
item_469,pegar,word,action_words,produces,Pegar / Agarrar / Segurar,NA,Pegar,(To) hold/ grip,hold,NA
item_470,pentear,word,action_words,produces,Pentear,NA,Pentear,(To) comb,comb (action),NA
item_471,pintar,word,action_words,produces,Pintar,NA,Pintar,(To) paint,paint (action),NA
item_472,poder,word,action_words,produces,Poder,NA,Poder,Can/ may,can (auxiliary),NA
item_473,por,word,action_words,produces,Pôr,NA,Pôr,"(To) Place/ put/ set (same as colocar, see above)",put,NA
item_474,procurar,word,action_words,produces,Procurar,NA,Procurar,(To) Find,find,NA
item_475,puxar,word,action_words,produces,Puxar,NA,Puxar,(To) Pull,pull,NA
item_476,querer,word,action_words,produces,Querer,NA,Querer,(To) Want,want,NA
item_477,regar,word,action_words,produces,Regar,NA,Regar,(To) water,water (not beverage),NA
item_478,rir,word,action_words,produces,Rir,NA,Rir,(To) laugh,laugh,NA
item_479,saber,word,action_words,produces,Saber,NA,Saber,(To) know,know,NA
item_480,sair,word,action_words,produces,Sair,NA,Sair,(To) get out,leave,NA
item_481,saltar,word,action_words,produces,Saltar,NA,Saltar,(To) jump,jump,NA
item_482,sentar,word,action_words,produces,Sentar,NA,Sentar,(To) Sit down,sit,NA
item_483,ser,word,action_words,produces,Ser,NA,Ser,(To) be,be,NA
item_484,subir,word,action_words,produces,Subir,NA,Subir,(To) go up,go up,NA
item_485,tapar,word,action_words,produces,Tapar,NA,Tapar,(To) cover,cover (action),NA
item_486,ter,word,action_words,produces,Ter,NA,Ter,(To) Have,have,NA
item_487,tirar,word,action_words,produces,Tirar,NA,Tirar,(To) take,take,NA
item_488,tocar,word,action_words,produces,Tocar,NA,Tocar,(To) touch,touch,NA
item_489,tomar_leite,word,action_words,produces,Tomar (leite),NA,Tomar_leite,Drink milk,drink (action),NA
item_490,tomar_banho,word,action_words,produces,Tomar banho,NA,Tomar_banho,(To) bathe,bathe,NA
item_491,tossir,word,action_words,produces,Tossie,NA,Tossir,(To) cough,cough,NA
item_492,trabalhar,word,action_words,produces,Trabalhar,NA,Trabalhar,(To) work,work (action),NA
item_493,ver,word,action_words,produces,Ver,NA,Ver,(To) watch,watch (action),NA
item_494,vestir,word,action_words,produces,Vestir,NA,Vestir,(To) dress,dress (action),NA
item_495,aberto,word,descriptive_words,produces,Aberto,NA,Aberto,Open (adjective),open (description),NA
item_496,alto,word,descriptive_words,produces,Alto,NA,Alto,Tall,tall,NA
item_497,amarelo,word,descriptive_words,produces,Amarelo,NA,Amarelo,Yellow,yellow,NA
item_498,azul,word,descriptive_words,produces,Azul,NA,Azul,Blue,blue,NA
item_499,baixo,word,descriptive_words,produces,Baixo,NA,Baixo,Short,short,NA
item_500,bom,word,descriptive_words,produces,Bom,NA,Bom,Good,good,NA
item_501,bonito,word,descriptive_words,produces,Bonito,NA,Bonito,Pretty/ handsome,pretty,NA
item_502,branco,word,descriptive_words,produces,Branco,NA,Branco,White,white,NA
item_503,caca,word,descriptive_words,produces,Caca,NA,Caca,Poop,poop,NA
item_504,castanho,word,descriptive_words,produces,Castanho,NA,Castanho,Brown,brown,NA
item_505,cheio,word,descriptive_words,produces,Cheio,NA,Cheio,Full,full,NA
item_506,contente,word,descriptive_words,produces,Contente,NA,Contente,Glad/ Happy,happy,NA
item_507,cor_laranja,word,descriptive_words,produces,Cor de laranja,NA,Cor_laranja,Orange (color),orange (description),NA
item_508,cor_rosa,word,descriptive_words,produces,Cor-de-rosa,NA,Cor_rosa,Pink,pink,NA
item_509,dificil,word,descriptive_words,produces,Difícil,NA,Difícil,Difficult/ Hard,hard,NA
item_510,doente,word,descriptive_words,produces,Doente,NA,Doente,ill/ sick,sick,NA
item_511,duro,word,descriptive_words,produces,Duro,NA,Duro,Hard/ harsh/ tough/ stiff,hard,NA
item_512,escuro,word,descriptive_words,produces,Escuro,NA,Escuro,Dark,dark,NA
item_513,estragado,word,descriptive_words,produces,Estragado,NA,Estragado,Damaged/ rotten,bad,NA
item_514,fechado,word,descriptive_words,produces,Fechado,NA,Fechado,Closed,closed,NA
item_515,feio,word,descriptive_words,produces,Feio,NA,Feio,Ugly,ugly,NA
item_516,fixe,word,descriptive_words,produces,Fixe,NA,Fixe,Cool (as in great! or as in the sentence My friend taught me a cool magic trick.),cool (description),NA
item_517,fofo,word,descriptive_words,produces,Fofo,NA,Fofo,Fluffy,fluffy,NA
item_518,frio,word,descriptive_words,produces,Frio,NA,Frio,Cold,cold,NA
item_519,giro,word,descriptive_words,produces,Giro,NA,Giro,Cute/ pretty,cute,NA
item_520,gordo,word,descriptive_words,produces,Gordo,NA,Gordo,Fat,fat,NA
item_521,grande,word,descriptive_words,produces,Grande,NA,Grande,Big,big,NA
item_522,limpo,word,descriptive_words,produces,Limpo,NA,Limpo,Clean (adjective),clean (description),NA
item_523,lindo,word,descriptive_words,produces,Lindo,NA,Lindo,Beautiful,beautiful,NA
item_524,malandro,word,descriptive_words,produces,Malandro,NA,Malandro,Naughty,naughty,NA
item_525,maluco,word,descriptive_words,produces,Maluco,NA,Maluco,Crazy,crazy,NA
item_526,mau,word,descriptive_words,produces,Mau,NA,Mau,Bad,bad,NA
item_527,novo,word,descriptive_words,produces,Novo,NA,Novo,New,new,NA
item_528,partido,word,descriptive_words,produces,Partido,NA,Partido,Broken,broken,NA
item_529,pequeno,word,descriptive_words,produces,Pequeno,NA,Pequeno,Small,little (description),NA
item_530,preto,word,descriptive_words,produces,Preto,NA,Preto,Black,black,NA
item_531,quente,word,descriptive_words,produces,Quente,NA,Quente,Hot,hot,NA
item_532,querido,word,descriptive_words,produces,Querido,NA,Querido,Dear/ beloved/ darling/ sweet,NA,NA
item_533,quieto,word,descriptive_words,produces,Quieto,NA,Quieto,Quiet,quiet,NA
item_534,rasgado,word,descriptive_words,produces,Rasgado,NA,Rasgado,Ripped,broken,NA
item_535,roxo,word,descriptive_words,produces,Roxo,NA,Roxo,Purple,purple,NA
item_536,sujo,word,descriptive_words,produces,Sujo,NA,Sujo,Dirty,dirty,NA
item_537,tolo,word,descriptive_words,produces,Tolo,NA,Tolo,Fool,fool,NA
item_538,triste,word,descriptive_words,produces,Triste,NA,Triste,Sad,sad,NA
item_539,vazio,word,descriptive_words,produces,Vazio,NA,Vazio,Empty,empty,NA
item_540,verde,word,descriptive_words,produces,Verde,NA,Verde,Green,green,NA
item_541,vermelho,word,descriptive_words,produces,Vermelho,NA,Vermelho,Red,red,NA
item_542,agora,word,time_words,produces,Agora,NA,Agora,Now,now,NA
item_543,amanha,word,time_words,produces,Amanhã,NA,Amanhã,Tomorrow,tomorrow,NA
item_544,depois,word,time_words,produces,Depois,NA,Depois,After,after,NA
item_545,dia,word,time_words,produces,Dia,NA,Dia,Day,day,NA
item_546,hoje,word,time_words,produces,Hoje,NA,Hoje,Today,today,NA
item_547,horas,word,time_words,produces,Horas,NA,Horas,Hours,hour,NA
item_548,ja,word,time_words,produces,Já,NA,Já,Already/ Right now,already,NA
item_549,logo,word,time_words,produces,Logo,NA,Logo,Later (in that day),later,NA
item_550,manha,word,time_words,produces,Manhã,NA,Manhã,Morning,morning,NA
item_551,noite,word,time_words,produces,Noite,NA,Noite,Night,night,NA
item_552,tarde,word,time_words,produces,Tarde (parte do dia),NA,Tarde,Afternoon,afternoon,NA
item_553,aquele,word,pronouns,produces,Aquele(a),NA,Aquele,That,that,NA
item_554,aquilo,word,pronouns,produces,Aquilo,NA,Aquilo,That,that,NA
item_555,comigo,word,pronouns,produces,Comigo,NA,Comigo,With me,1SG,NA
item_556,contigo,word,pronouns,produces,Contigo,NA,Contigo,With you,2SG,NA
item_557,desse,word,pronouns,produces,Desse(a),NA,Desse,This/ That,that,NA
item_558,ele,word,pronouns,produces,Ele(a),NA,Ele,He,3SG,NA
item_559,esse,word,pronouns,produces,Esse(a),NA,Esse,That,that,NA
item_560,este,word,pronouns,produces,Este(a),NA,Este,This,this,NA
item_561,eu,word,pronouns,produces,Eu,NA,Eu,I,1SG,NA
item_562,isso,word,pronouns,produces,Isso,NA,Isso,This/ that,that,NA
item_563,isto,word,pronouns,produces,Isto,NA,Isto,This,this,NA
item_564,me,word,pronouns,produces,Me (dá-me),NA,Me,Me (as in gave me),1SG,NA
item_565,meu,word,pronouns,produces,Meu,NA,Meu,Mine,1SG.POSS,NA
item_566,mim,word,pronouns,produces,Mim (a mim),NA,Mim,Me,1SG,NA
item_567,minha,word,pronouns,produces,Minha,NA,Minha,Mine,1SG.POSS,NA
item_568,nosso,word,pronouns,produces,Nosso(a),NA,Nosso,Ours,1PL.POSS,NA
item_569,outro,word,pronouns,produces,Outro(a),NA,Outro,Other/ another,other,NA
item_570,teu,word,pronouns,produces,Teu,NA,Teu,Yours,2SG.POSS,NA
item_571,ti,word,pronouns,produces,Ti,NA,Ti,You (as in important to you),2SG,NA
item_572,tu,word,pronouns,produces,Tu,NA,Tu,You,2SG,NA
item_573,tua,word,pronouns,produces,Tua,NA,Tua,Yours,2SG.POSS,NA
item_574,aonde,word,question_words,produces,Aonde?,NA,Aonde,Where?,where (question),NA
item_575,como,word,question_words,produces,Como?,NA,Como,How?,how,NA
item_576,onde,word,question_words,produces,Onde?,NA,Onde,Where?,where (question),NA
item_577,onde_esta,word,question_words,produces,Onde está?,NA,Onde_está,Where is it?,where (question),NA
item_578,o_que,word,question_words,produces,O quê?,NA,O_quê,What?,what,NA
item_579,o_que_e,word,question_words,produces,O que é?,NA,O_que_é,What is it?,what,NA
item_580,o_que_e_isto,word,question_words,produces,O que é isto?,NA,O_que_é_isto,What is this?,what,NA
item_581,porque,word,question_words,produces,Porquê?,NA,Porquê,Why?,why,NA
item_582,quando,word,question_words,produces,Quando?,NA,Quando,When?,when (question),NA
item_583,qual,word,question_words,produces,Qual?,NA,Qual,Which?/ what?,which (question),NA
item_584,que_foi,word,question_words,produces,Que foi?,NA,Que_foi,What is it?,what,NA
item_585,quem,word,question_words,produces,Quem?,NA,Quem,Who?,who,NA
item_586,quem_e,word,question_words,produces,Quem é?,NA,Quem_é,Who is it?,who,NA
item_587,queres,word,question_words,produces,Queres?,NA,Queres,Do you want?,NA,NA
item_588,vamos_pa,word,question_words,produces,Vamos?,NA,Vamos_pa,Let's go?,NA,NA
item_589,a,word,prepositions,produces,À (à),NA,À,At (as in at night= à noite) or to the (as in we go to the fairy=vamos à feira),at,NA
item_590,a_beira,word,prepositions,produces,À beira (de) / Ao pè (de),NA,À_beira,Near to (something),NA,NA
item_591,a_frente,word,prepositions,produces,À frente,NA,À_frente,In front of (something),in front,NA
item_592,acola,word,prepositions,produces,Acolá,NA,Acolá,Over there,there,NA
item_593,ai,word,prepositions,produces,Aí,NA,Aí,There,there,NA
item_594,ali,word,prepositions,produces,Ali,NA,Ali,There,there,NA
item_595,ao,word,prepositions,produces,Ao,NA,Ao,"At or to the - Same as À (see above), but for masculine nouns (example: at nightfall=ao anoitecer)",at,NA
item_596,aqui,word,prepositions,produces,Aqui,NA,Aqui,Here,here,NA
item_597,com,word,prepositions,produces,Com,NA,Com,With,with,NA
item_598,da,word,prepositions,produces,Da,NA,Da,Of the,of,NA
item_599,dentro,word,prepositions,produces,Dentro,NA,Dentro,Inside,inside,NA
item_600,detras,word,prepositions,produces,Detrás / atrás,NA,Detrás,Behind,behind,NA
item_601,do,word,prepositions,produces,Do,NA,Do,Of the,of,NA
item_602,em_baixo,word,prepositions,produces,Em baixo / abaixo,NA,Em_baixo,Below,below,NA
item_603,em_cima,word,prepositions,produces,Em cima / acima,NA,Em_cima,Above or on (as in on the table=em cima da mesa),above,NA
item_604,fora,word,prepositions,produces,Fora / lá fora,NA,Fora,Outside,outside,NA
item_605,longe,word,prepositions,produces,Longe,NA,Longe,Far,far,NA
item_606,mal,word,prepositions,produces,Mal,NA,Mal,Badly,bad,NA
item_607,na,word,prepositions,produces,Na,NA,Na,In/ At/ On the,in,NA
item_608,no,word,prepositions,produces,No,NA,No,In/ At/ On the,in,NA
item_609,perto,word,prepositions,produces,Perto,NA,Perto,Near,near,NA
item_610,a,word,quantifiers,produces,A / O,NA,A,"The (article before a noun, singular form)",the,NA
item_611,as,word,quantifiers,produces,As / Os,NA,As,"The (article before a noun, plural)",the,NA
item_612,cinco,word,quantifiers,produces,Cinco,NA,Cinco,Five,five,NA
item_613,dois,word,quantifiers,produces,Dois / duas,NA,Dois,Two,two,NA
item_614,dez,word,quantifiers,produces,Dez,NA,Dez,Ten,ten,NA
item_615,mais,word,quantifiers,produces,Mais,NA,Mais,More/ Plus/ Further,more,NA
item_616,muito,word,quantifiers,produces,Muito,NA,Muito,Much/ lot,much,NA
item_617,nada,word,quantifiers,produces,Nada,NA,Nada,Nothing,nothing,NA
item_618,nenhum,word,quantifiers,produces,Nenhum,NA,Nenhum,None/ neither/ any,none,NA
item_619,nove,word,quantifiers,produces,Nove,NA,Nove,Nine,nine,NA
item_620,oito,word,quantifiers,produces,Oito,NA,Oito,Eight,eight,NA
item_621,pouco,word,quantifiers,produces,Pouco,NA,Pouco,Few/ Little,little (amount),NA
item_622,quatro,word,quantifiers,produces,Quatro,NA,Quatro,Four,four,NA
item_623,seis,word,quantifiers,produces,Seis,NA,Seis,Six,six,NA
item_624,sete,word,quantifiers,produces,Sete,NA,Sete,Seven,seven,NA
item_625,tanto,word,quantifiers,produces,Tanto / tantos,NA,Tanto,So much/ so many,many,NA
item_626,todo,word,quantifiers,produces,Todo(a) / todos(as),NA,Todo,All/ entire/ whole,all,NA
item_627,tres,word,quantifiers,produces,Três,NA,Três,Three,three,NA
item_628,um,word,quantifiers,produces,Um / Uma,NA,Um,One,one,NA
item_629,tao,word,quantifiers,produces,Tão (tão grande),NA,Tão,So/ such/ that/ so much,NA,NA
item_630,estar_a,word,helping_verbs,produces,Estar a (ex: estás a dormir),NA,Estar_a,To be (verb)+ing,be,NA
item_631,haver_ve,word,helping_verbs,produces,Haver (ex: hei de comer),NA,Haver_ve,NA,have,NA
item_632,ir_ve,word,helping_verbs,produces,Ir (ex: vou fazer),NA,Ir_ve,Will (+verb),NA,NA
item_633,poder_ve,word,helping_verbs,produces,Poder (ex: podemos apanhar),NA,Poder_ve,Can/ may/ might (+verb),can (auxiliary),NA
item_634,ter_ve,word,helping_verbs,produces,Ter (ex: tenho de / que comer),NA,Ter_ve,Have to (+verb),NA,NA
item_635,depois_pa,word,connecting_words,produces,Depois,NA,Depois_pa,After,after,NA
item_636,e,word,connecting_words,produces,E,NA,E,And,and,NA
item_637,mas,word,connecting_words,produces,Mas,NA,Mas,But,but,NA
item_638,porque,word,connecting_words,produces,Porque,NA,Porque,Because,because,NA
item_639,tambem,word,connecting_words,produces,Também,NA,Também,Also,also,NA
