"id","corpora","itemid","native","translation","ingroup"
"654","4","i_08_31","glas","glass","70"
"655","4","i_08_32","nøgler","keys","70"
"656","4","i_08_33","tandbørste","toothbrush","70"
"657","4","i_08_34","gåvogn","-","70"
"658","4","i_08_35","papir","paper","70"
"659","4","i_08_36","telefon","telephone","70"
"660","4","i_08_37","hammer","hammer","70"
"661","4","i_08_38","penge","money","70"
"662","4","i_08_39","toilet-/wc-papir","-","70"
"663","4","i_08_40","håndklæde","towel","70"
"664","4","i_08_41","plante","plant","70"
"665","4","i_08_42","tæppe","blanket","70"
"666","4","i_08_43","kam","comb","70"
"667","4","i_08_44","pude","pillow","70"
"668","4","i_08_45","ur","watch","70"
"669","4","i_08_46","kamera","camera","70"
"670","4","i_08_47","pung","purse","70"
"671","4","i_08_48","æske","-","70"
"672","4","i_08_49","kasse","box","70"
"673","4","i_08_50","radio","radio","70"
"674","4","i_09_1","altan","-","71"
"675","4","i_09_2","kælder","basement","71"
"676","4","i_09_3","stue","living room","71"
"677","4","i_09_4","badekar","bathtub","71"
"678","4","i_09_5","køkken","kitchen","71"
"679","4","i_09_6","terrasse","porch","71"
"680","4","i_09_7","badeværelse","bathroom","71"
"681","4","i_09_8","køleskab","refrigerator","71"
"682","4","i_09_9","toilet/wc","closet","71"
"683","4","i_09_10","bord","table","71"
"684","4","i_09_11","ovn","oven","71"
"685","4","i_09_12","trapper","stairs","71"
"686","4","i_09_13","bruser","shower","71"
"687","4","i_09_14","potte","potty","71"
"688","4","i_09_15","tv/fjernsyn","TV","71"
"689","4","i_09_16","dør","door","71"
"690","4","i_09_17","seng","bed","71"
"691","4","i_09_18","tørretumbler","dryer","71"
"692","4","i_09_19","garage","garage","71"
"693","4","i_09_20","skab","closet","71"
"694","4","i_09_21","vask","sink","71"
"695","4","i_09_22","gyngestol","rocking chair","71"
"696","4","i_09_23","skuffe","drawer","71"
"697","4","i_09_24","vaskemaskine","washing machine","71"
"698","4","i_09_25","høj stol","high chair","71"
"699","4","i_09_26","sofa","couch","71"
"700","4","i_09_27","vindue","window","71"
"701","4","i_09_28","komfur","stove","71"
"702","4","i_09_29","soveværelse","bedroom","71"
"703","4","i_09_30","vugge","crib","71"
"704","4","i_09_31","kravlegård","play pen","71"
"705","4","i_09_32","stol","chair","71"
"706","4","i_09_33","værelse","room","71"
"707","4","i_10_1","baggård","backyard","72"
"708","4","i_10_2","måne","moon","72"
"709","4","i_10_3","sol","sun","72"
"710","4","i_10_4","blomst","flower","72"
"711","4","i_10_5","pind","stick","72"
"712","4","i_10_6","sten","stone","72"
"713","4","i_10_7","flag","flag","72"
"714","4","i_10_8","græsslåmaskine","lawn mower","72"
"715","4","i_10_9","stige","ladder","72"
"716","4","i_10_10","fortov","sidewalk","72"
"717","4","i_10_11","regn","rain","72"
"718","4","i_10_12","stjerne","star","72"
"719","4","i_10_13","gade","street","72"
"720","4","i_10_14","rutschebane","slide","72"
"721","4","i_10_15","badebassin","pool","72"
"722","4","i_10_16","græs","grass","72"
"723","4","i_10_17","sandkasse","sandbox","72"
"724","4","i_10_18","tag","roof","72"
"725","4","i_10_19","gynge","swing","72"
"726","4","i_10_20","skovl","shovel","72"
"727","4","i_10_21","træ","tree","72"
"728","4","i_10_22","haveslange","hose","72"
"729","4","i_10_23","sky","cloud","72"
"730","4","i_10_24","vand","water","72"
"731","4","i_10_25","himmel","sky","72"
"732","4","i_10_26","slæde","-","72"
"733","4","i_10_27","vind","wind","72"
"734","4","i_10_28","kælk","-","72"
"735","4","i_10_29","sne","snow","72"
"736","4","i_10_30","køkkenhave","garden","72"
"737","4","i_10_31","snemand","snowman","72"
"738","4","i_11_1","arbejde","work","73"
"739","4","i_11_2","fest","party","73"
"740","4","i_11_3","skole","school","73"
"741","4","i_11_4","(benzin)tanken","gas station","73"
"742","4","i_11_5","forretning","store","73"
"743","4","i_11_6","skoven","woods","73"
"744","4","i_11_7","biografen","movie","73"
"745","4","i_11_8","have","yard","73"
"746","4","i_11_9","stranden","beach","73"
"747","4","i_11_10","bondegård","farm","73"
"748","4","i_11_11","hjem","home","73"
"749","4","i_11_12","svømmehal","-","73"
"750","4","i_11_13","butik","store","73"
"751","4","i_11_14","hus","house","73"
"752","4","i_11_15","udenfor","outside","73"
"753","4","i_11_16","byen","downtown","73"
"754","4","i_11_17","kirke","church","73"
"755","4","i_11_18","zoologisk have","zoo","73"
"756","4","i_11_19","camping","camping","73"
"757","4","i_11_20","legeplads","playground","73"
"758","4","i_11_21","cirkus","circus","73"
"759","4","i_11_22","park","park","73"
"760","4","i_12_1","baby","baby","74"
"761","4","i_12_2","farfar","-","74"
"762","4","i_12_3","moster","-","74"
"763","4","i_12_4","babysitters navn","babysitter´s name","74"
"764","4","i_12_5","farmor","-","74"
"765","4","i_12_6","oldefar","-","74"
"766","4","i_12_7","barn","child","74"
"767","4","i_12_8","faster","-","74"
"768","4","i_12_9","olde(mor)","-","74"
"769","4","i_12_10","barnets eget navn","child´s own name","74"
"770","4","i_12_11","folk","people","74"
"771","4","i_12_12","onkel","uncle","74"
"772","4","i_12_13","bedstefar","-","74"
"773","4","i_12_14","klovn","clown","74"
"774","4","i_12_15","person","person","74"
"775","4","i_12_16","bedste(mor)","-","74"
"776","4","i_12_17","kæledyrets navn","pet´s name","74"
"777","4","i_12_18","pige","girl","74"
"778","4","i_12_19","brandmand","fireman","74"
"779","4","i_12_20","læge/doktor","doctor","74"
"780","4","i_12_21","politi","police","74"
"781","4","i_12_22","bror","brother","74"
"782","4","i_12_23","lærer","teacher","74"
"783","4","i_12_24","postbud","mailman","74"
"784","4","i_12_25","cowboy","cowboy","74"
"785","4","i_12_26","mand","man","74"
"786","4","i_12_27","søster","sister","74"
"787","4","i_12_28","dagplejemors navn","-","74"
"788","4","i_12_29","menneske","person","74"
"789","4","i_12_30","tante","aunt","74"
"790","4","i_12_31","dame","lady","74"
"791","4","i_12_32","mor","mommy","74"
"792","4","i_12_33","ven","friend","74"
"793","4","i_12_34","dreng","boy","74"
"794","4","i_12_35","morbror","-","74"
"795","4","i_12_36","veninde","friend","74"
"796","4","i_12_37","far","daddy","74"
"797","4","i_12_38","morfar","grandpa","74"
"798","4","i_12_39","farbror","-","74"
"799","4","i_12_40","mormor","grandma","74"
"800","4","i_13_1","aftensmad","dinner","75"
"801","4","i_13_2","godnat","night night","75"
"802","4","i_13_3","shh","shh/shus/hush","75"
"803","4","i_13_4","bade","bath","75"
"804","4","i_13_5","hej","hi","75"
"805","4","i_13_6","sidde på potte","go potty","75"
"806","4","i_13_7","be om","please","75"
"807","4","i_13_8","hej hej (farvel)","bye","75"
"808","4","i_13_9","""skal jeg komme efter dig""","gonna get you","75"
"809","4","i_13_10","borte tit/titte bøh","peekaboo","75"
"810","4","i_13_11","købe ind","shopping","75"
"811","4","i_13_12","snurre rundt","turn around","75"
"812","4","i_13_13","dav","-","75"
"813","4","i_13_14","ja","yes","75"
"814","4","i_13_15","sove til middag","nap","75"
"815","4","i_13_16","farvel","bye","75"
"816","4","i_13_17","klappe kage","patty cake","75"
"817","4","i_13_18","så stor!","so big!","75"
"818","4","i_13_19","frokost","lunch","75"
"819","4","i_13_20","morgenmad","breakfast","75"
"820","4","i_13_21","tak","thank you","75"
"821","4","i_13_22","gider ikke","-","75"
"822","4","i_13_23","nej","no","75"
"823","4","i_13_24","vent","-","75"
"824","4","i_13_25","goddag","hello","75"
"825","4","i_13_26","ringe","call (on phone)","75"
"826","4","i_13_27","vil","-","75"
"827","4","i_14_1","arbejde","work","76"
"828","4","i_14_2","klatre","climb","76"
"829","4","i_14_3","slikke","lick","76"
"830","4","i_14_4","bide","bite","76"
"831","4","i_14_5","kramme","hug","76"
"832","4","i_14_6","slutte","finish","76"
"833","4","i_14_7","blive","stay","76"
"834","4","i_14_8","kysse","kiss","76"
"835","4","i_14_9","slå","hit","76"
"836","4","i_14_10","bygge","build","76"
"837","4","i_14_11","købe","buy","76"
"838","4","i_14_12","smage","taste","76"
"839","4","i_14_13","bære","carry","76"
"840","4","i_14_14","køre","drive","76"
"841","4","i_14_15","smide","dump","76"
"842","4","i_14_16","danse","dance","76"
"843","4","i_14_17","lade som om","pretend","76"
"844","4","i_14_18","smile","smile","76"
"845","4","i_14_19","dele","share","76"
"846","4","i_14_20","larme","-","76"
"847","4","i_14_21","snakke","talk","76"
"848","4","i_14_22","drikke","drink","76"
"849","4","i_14_23","lave mad","cook","76"
"850","4","i_14_24","sove","sleep","76"
"851","4","i_14_25","elske","love","76"
"852","4","i_14_26","lege","play","76"
"853","4","i_14_27","sparke","kick","76"
"854","4","i_14_28","falde","fall","76"
"855","4","i_14_29","lide","like","76"
"856","4","i_14_30","spilde","spill","76"
"857","4","i_14_31","fange","catch","76"
"858","4","i_14_32","lytte","listen","76"
"859","4","i_14_33","spille","play","76"
"860","4","i_14_34","feje","sweep","76"
"861","4","i_14_35","lukke","close","76"
"862","4","i_14_36","spise","eat","76"
"863","4","i_14_37","finde","find","76"
"864","4","i_14_38","læse","read","76"
"865","4","i_14_39","stikke","-","76"
"866","4","i_14_40","få","-","76"
"867","4","i_14_41","løbe","run","76"
"868","4","i_14_42","standse","stop","76"
"869","4","i_14_43","gemme","hide","76"
"870","4","i_14_44","løbe efter","-","76"
"871","4","i_14_45","stå","stand","76"
"872","4","i_14_46","give","give","76"
"873","4","i_14_47","made","feed","76"
"874","4","i_14_48","svømme","swim","76"
"875","4","i_14_49","glide","slide","76"
"876","4","i_14_50","male","paint","76"
"877","4","i_14_51","synge","sing","76"
"878","4","i_14_52","græde","cry","76"
"879","4","i_14_53","ordne","fix","76"
"880","4","i_14_54","sætte","sit","76"
"881","4","i_14_55","gynge","swing","76"
"882","4","i_14_56","passe","fit","76"
"883","4","i_14_57","tabe","drop","76"
"884","4","i_14_58","gøre færdig","finish","76"
"885","4","i_14_59","plaske","splash","76"
"886","4","i_14_60","tage","take","76"
"887","4","i_14_61","gøre rent","clean","76"
"888","4","i_14_62","puste","blow","76"
"889","4","i_14_63","tegne","draw","76"
"890","4","i_14_64","gå","walk","76"
"891","4","i_14_65","putte","-","76"
"892","4","i_14_66","trække","pull","76"
"893","4","i_14_67","havde","-","76"
"894","4","i_14_68","ride","ride","76"
"895","4","i_14_69","tænke","think","76"
"896","4","i_14_70","have","have","76"
"897","4","i_14_71","rive i stykker","rip","76"
"898","4","i_14_72","tørre","dry","76"
"899","4","i_14_73","hente","get","76"
"900","4","i_14_74","rutche","-","76"
"901","4","i_14_75","tørre af","wipe","76"
"902","4","i_14_76","hjælpe","help","76"
"903","4","i_14_77","rydde op","-","76"
"904","4","i_14_78","vaske","wash","76"
"905","4","i_14_79","holde","hold","76"
"906","4","i_14_80","ryste","shake","76"
"907","4","i_14_81","vente","wait","76"
"908","4","i_14_82","holde øje med","watch","76"
"909","4","i_14_83","røre","touch","76"
"910","4","i_14_84","vise","show","76"
"911","4","i_14_85","hoppe","jump","76"
"912","4","i_14_86","se","look","76"
"913","4","i_14_87","vælter","-","76"
"914","4","i_14_88","hælde","pour","76"
"915","4","i_14_89","sidde","sit","76"
"916","4","i_14_90","vågne","wake","76"
"917","4","i_14_91","høre","hear","76"
"918","4","i_14_92","sige","say","76"
"919","4","i_14_93","ødelægge","-","76"
"920","4","i_14_94","kaste","throw","76"
"921","4","i_14_95","skrive","write","76"
"922","4","i_14_96","ønske","wish","76"
"923","4","i_14_97","kigge","look","76"
"924","4","i_14_98","skubbe","push","76"
"925","4","i_14_99","åbne","open","76"
"926","4","i_14_100","kilde","tickle","76"
"927","4","i_14_101","skynde sig","hurry","76"
"928","4","i_14_102","klappe","clap","76"
"929","4","i_14_103","skære","cut","76"
"930","4","i_15_1","bange","scared","77"
"931","4","i_15_2","hård","hard","77"
"932","4","i_15_3","stakkels","-","77"
"933","4","i_15_4","bedre","better","77"
"934","4","i_15_5","i stykker","broken","77"
"935","4","i_15_6","stille","quiet","77"
"936","4","i_15_7","beskidt","dirty","77"
"937","4","i_15_8","ked af det","sad","77"
"938","4","i_15_9","stor","big","77"
"939","4","i_15_10","blæser","windy","77"
"940","4","i_15_11","klistret","sticky","77"
"941","4","i_15_12","sulten","hungry","77"
"942","4","i_15_13","blød","soft","77"
"943","4","i_15_14","kold","cold","77"
"944","4","i_15_15","sur","mad","77"
"945","4","i_15_16","blå","blue","77"
"946","4","i_15_17","køn","pretty","77"
"947","4","i_15_18","syg","sick","77"
"948","4","i_15_19","brun","brown","77"
"949","4","i_15_20","lang","long","77"
"950","4","i_15_21","sød","cute","77"
"951","4","i_15_22","fin","fine","77"
"952","4","i_15_23","langsom","slow","77"
"953","4","i_15_24","søvnig","sleepy","77"
"954","4","i_15_25","forsigtig","careful","77"
"955","4","i_15_26","lille","little","77"
"956","4","i_15_27","sidst","last","77"
"957","4","i_15_28","forskrækket","scared","77"
"958","4","i_15_29","mørk","dark","77"
"959","4","i_15_30","tom","empty","77"
"960","4","i_15_31","fræk","naughty","77"
"961","4","i_15_32","ny","new","77"
"962","4","i_15_33","træt","tired","77"
"963","4","i_15_34","fuld","full","77"
"964","4","i_15_35","(gør) ondt","hurt","77"
"965","4","i_15_36","tung","heavy","77"
"966","4","i_15_37","først","first","77"
"967","4","i_15_38","orange","orange","77"
"968","4","i_15_39","tør","dry","77"
"969","4","i_15_40","gammel","old","77"
"970","4","i_15_41","pæn","nice","77"
"971","4","i_15_42","tørstig","thirsty","77"
"972","4","i_15_43","glad","happy","77"
"973","4","i_15_44","rar","nice","77"
"974","4","i_15_45","ulækker","yucky","77"
"975","4","i_15_46","god","good","77"
"976","4","i_15_47","ren","clean","77"
"977","4","i_15_48","varm","hot","77"
"978","4","i_15_49","grøn","green","77"
"979","4","i_15_50","rød","red","77"
"980","4","i_15_51","venlig","gentle","77"
"981","4","i_15_52","gul","yellow","77"
"982","4","i_15_53","sidde fast","stuck","77"
"983","4","i_15_54","vred","mad","77"
"984","4","i_15_55","hurtig","fast","77"
"985","4","i_15_56","slem","bad","77"
"986","4","i_15_57","væk","allgone","77"
"987","4","i_15_58","hvid","white","77"
"988","4","i_15_59","snavset","dirty","77"
"989","4","i_15_60","våd","wet","77"
"990","4","i_15_61","høj","high","77"
"991","4","i_15_62","sort","black","77"
"992","4","i_15_63","vågen","awake","77"
"993","4","i_16_1","aften","night","78"
"994","4","i_16_2","før","before","78"
"995","4","i_16_3","morgen","morning","78"
"996","4","i_16_4","dag","day","78"
"997","4","i_16_5","i aften","tonight","78"
"998","4","i_16_6","nat","night","78"
"999","4","i_16_7","efter","after","78"
"1000","4","i_16_8","i dag","today","78"
"1001","4","i_16_9","nu","now","78"
"1002","4","i_16_10","eftermiddag","-","78"
"1003","4","i_16_11","i går","yesterday","78"
"1004","4","i_16_12","senere","later","78"
"1005","4","i_16_13","formiddag","-","78"
"1006","4","i_16_14","i morgen","tomorrow","78"
"1007","4","i_16_15","tid","time","78"
"1008","4","i_17_1","de","they","79"
"1009","4","i_17_2","du","you","79"
"1010","4","i_17_3","mig","me","79"
"1011","4","i_17_4","dem","them","79"
"1012","4","i_17_5","han","he","79"
"1013","4","i_17_6","mig selv","myself","79"
"1014","4","i_17_7","den","it","79"
"1015","4","i_17_8","hans","his","79"
"1016","4","i_17_9","min/mit/mine","mine","79"
"1017","4","i_17_10","denne/den her","-","79"
"1018","4","i_17_11","ham ","him","79"
"1019","4","i_17_12","os","us","79"
"1020","4","i_17_13","dens/dets","it","79"
"1021","4","i_17_14","hende","her","79"
"1022","4","i_17_15","sig","-","79"
"1023","4","i_17_16","deres","their","79"
"1024","4","i_17_17","hendes","hers","79"
"1025","4","i_17_18","sig selv","-","79"
"1026","4","i_17_19","det","it","79"
"1027","4","i_17_20","hun","she","79"
"1028","4","i_17_21","sin/sit/sine","-","79"
"1029","4","i_17_22","dette/det her","this","79"
"1030","4","i_17_23","I","you","79"
"1031","4","i_17_24","vi","we","79"
"1032","4","i_17_25","dig","you","79"
"1033","4","i_17_26","jeg","I","79"
"1034","4","i_17_27","vores","our","79"
"1035","4","i_17_28","dig selv","yourself","79"
"1036","4","i_17_29","jer","you","79"
"1037","4","i_17_30","din/dit/dine","your","79"
"1038","4","i_17_31","jeres","your","79"
"1039","4","i_18_1","hvad","what","80"
"1040","4","i_18_2","hvor","where","80"
"1041","4","i_18_3","hvornår","when","80"
"1042","4","i_18_4","hvem","who","80"
"1043","4","i_18_5","hvordan","how","80"
"1044","4","i_18_6","hvilken/hvilket","which","80"
"1045","4","i_18_7","hvorfor","why","80"
"1046","4","i_19_1","af","by","81"
"1047","4","i_19_2","hjemme","-","81"
"1048","4","i_19_3","oppe","up","81"
"1049","4","i_19_4","bagved","behind","81"
"1050","4","i_19_5","hos","by","81"
"1051","4","i_19_6","over","over","81"
"1052","4","i_19_7","bort","-","81"
"1053","4","i_19_8","i","at","81"
"1054","4","i_19_9","ovre","-","81"
"1055","4","i_19_10","borte","-","81"
"1056","4","i_19_11","ind","in","81"
"1057","4","i_19_12","på","on","81"
"1058","4","i_19_13","der","there","81"
"1059","4","i_19_14","inde","inside","81"
