"id","corpora","itemid","native","translation","ingroup"
"3241","7","a8hink","hink","bucket","130"
"3242","7","a8hjul","hjul","wheel","130"
"3243","7","a8kam","kam","comb","130"
"3244","7","a8kamera","kamera","camera","130"
"3245","7","a8klocka","klocka","clock","130"
"3246","7","a8kniv","kniv","knife","130"
"3247","7","a8kopp","kopp","cup","130"
"3248","7","a8korg","korg","basket","130"
"3249","7","a8kort","kort","picture","130"
"3250","7","a8kudde","kudde","pillow","130"
"3251","7","a8lampa","lampa","lamp","130"
"3252","7","a8ljus","ljus","candle","130"
"3253","7","a8lada","låda","box","130"
"3254","7","a8medici","medicin","medicine","130"
"3255","7","a8napp","napp","pacifier","130"
"3256","7","a8nyckla","nycklar","keys","130"
"3257","7","a8nasduk","näsduk","tissue/kleenex","130"
"3258","7","a8papper","papper","paper","130"
"3259","7","a8pengar","pengar","money","130"
"3260","7","a8planbo","plånbok","wallet","130"
"3261","7","a8plastr","plåster","plaster","130"
"3262","7","a8prtmo","portmonä","purse","130"
"3263","7","a8radio","radio","radio","130"
"3264","7","a8sax","sax","scissors","130"
"3265","7","a8serve","servett","napkin","130"
"3266","7","a8sked","sked","spoon","130"
"3267","7","a8skruvm","skruvmejsel","screwdriver","130"
"3268","7","a8skrap","skräp","garbage","130"
"3269","7","a8skal","skål","bowl","130"
"3270","7","a8sopor","sopor","trash","130"
"3271","7","a8sparb","sparbössa","piggy bank","130"
"3272","7","a8spik","spik","nail","130"
"3273","7","a8sag","såg","saw","130"
"3274","7","a8tandbo","tandborste","toothbrush","130"
"3275","7","a8tape","tape","tape","130"
"3276","7","a8telefo","telefon","telephone","130"
"3277","7","a8tidni","tidning","newspaper","130"
"3278","7","a8tval","tvål","soap","130"
"3279","7","a8tacke","täcke","quilt","130"
"3280","7","a8vaska","väska","bag","130"
"3281","7","a9badkar","badkar","bathtub","131"
"3282","7","a9badrum","badrum","bathroom","131"
"3283","7","a9barnst","barnstol","high chair","131"
"3284","7","a9bord","bord","table","131"
"3285","7","a9brasa","brasa","bunfire ","131"
"3286","7","a9diskba","diskbänk","sink","131"
"3287","7","a9dusch","dusch","shower","131"
"3288","7","a9dorr","dörr","door","131"
"3289","7","a9fonste","fönster","window","131"
"3290","7","a9garage","garage","garage","131"
"3291","7","a9garder","garderob","closet","131"
"3292","7","a9golv","golv","floor","131"
"3293","7","a9gungst","gungstol","rocking chair","131"
"3294","7","a9kylska","kylskåp","refrigerator","131"
"3295","7","a9kallar","källare","basement","131"
"3296","7","a9kok","kök","kitchen","131"
"3297","7","a9lekrum","lekrum","playroom","131"
"3298","7","a9matta","matta","carpet","131"
"3299","7","a9pall","pall","stool","131"
"3300","7","a9potta","potta","potty","131"
"3301","7","a9rum","rum","room","131"
"3302","7","a9soffa","soffa","sofa","131"
"3303","7","a9sovrum","sovrum","bedroom","131"
"3304","7","a9stol","stol","chair","131"
"3305","7","a9sang","säng","bed","131"
"3306","7","a9torksk","torkskåp","dryer","131"
"3307","7","a9trappa","trappa","stairs","131"
"3308","7","a9tv","tv","TV","131"
"3309","7","a9tvattm","tvättmaskin","washing machine","131"
"3310","7","a9ugn","ugn","oven","131"
"3311","7","a9vardag","vardagsrum","living room","131"
"3312","7","a9vagg","vägg","wall","131"
"3313","7","a9oppens","öppen spis","fireplace","131"
"3314","7","a10badet","badet","beach","132"
"3315","7","a10bassa","bassäng","pool","132"
"3316","7","a10flagg","flagga","flag","132"
"3317","7","a10gata","gata","street","132"
"3318","7","a10gran","gran","Chrismas tree","132"
"3319","7","a10gras","gräs","grass","132"
"3320","7","a10grask","gräsklippare","lawn mower","132"
"3321","7","a10gunga","gunga","swing","132"
"3322","7","a10gard","gård","yard","132"
"3323","7","a10himme","himmel","heaven","132"
"3324","7","a10kratt","kratta","rake","132"
"3325","7","a10moln","moln","cloud","132"
"3326","7","a10mane","måne","moon","132"
"3327","7","a10pinne","pinne","stick","132"
"3328","7","a10regn","regn","rain","132"
"3329","7","a10rutch","rutchbana","slide","132"
"3330","7","a10sand","sand","sand","132"
"3331","7","a10sno","snö","snow","132"
"3332","7","a10snogu","snögubbe","snowman","132"
"3333","7","a10sol","sol","sun","132"
"3334","7","a10spad","spade","spade","132"
"3335","7","a10stege","stege","ladder","132"
"3336","7","a10sten","sten","stone","132"
"3337","7","a10stjar","stjärna","star","132"
"3338","7","a10tak","tak","roof","132"
"3339","7","a10trot","trottoar","sidewalk","132"
"3340","7","a10trad","träd","tree","132"
"3341","7","a10tradg","trädgård","garden","132"
"3342","7","a10vatte","vatten","water","132"
"3343","7","a10vind","vind","wind","132"
"3344","7","a11affar","affär","shop","133"
"3345","7","a11arbet","arbetet","work","133"
"3346","7","a11bensi","bensin","gas station","133"
"3347","7","a11bio","bio","movie","133"
"3348","7","a11bondg","bondgård","farm","133"
"3349","7","a11campi","camping","camping","133"
"3350","7","a11cirku","cirkus","circus","133"
"3351","7","a11dagis","dagis","preschool","133"
"3352","7","a11fest","fest","party","133"
"3353","7","a11hemma","hemma","home","133"
"3354","7","a11hus","hus","house","133"
"3355","7","a11kalas","kalas","party","133"
"3356","7","a11kyrka","kyrka","church","133"
"3357","7","a11lande","landet","country","133"
"3358","7","a11lekpa","lekplats","playground","133"
"3359","7","a11park","park","park","133"
"3360","7","a11skog","skog","woods","133"
"3361","7","a11skola","skola","school","133"
"3362","7","a11stade","staden","downtown","133"
"3363","7","a11stran","stranden","beach","133"
"3364","7","a11ute","ute","outside","133"
"3365","7","a11utfly","utflykt","picnic","133"
"3366","7","a11zoo","zoo","zoo","133"
"3367","7","a12baby","baby","baby","134"
"3368","7","a12barn","barn","child","134"
"3369","7","a12barnn","barnets eget namn","child´s own name","134"
"3370","7","a12barnv","barnvakt","babysitter","134"
"3371","7","a12bvana","barnvaktens namn","babysitter´s name","134"
"3372","7","a12brand","brandman","fireman","134"
"3373","7","a12brevb","brevbärare","mailman","134"
"3374","7","a12bror","bror","brother","134"
"3375","7","a12clown","clown","clown","134"
"3376","7","a12cowbo","cowboy","cowboy","134"
"3377","7","a12dokt","doktor","doctor","134"
"3378","7","a12farbr","farbror","uncle","134"
"3379","7","a12farfa","farfar","grandpa","134"
"3380","7","a12farm","farmor","grandma","134"
"3381","7","a12faste","faster","aunt","134"
"3382","7","a12flick","flicka","girl","134"
"3383","7","a12folk","folk","people","134"
"3384","7","a12froke","fröken","miss","134"
"3385","7","a12gubbe","gubbe","old man","134"
"3386","7","a12gumma","gumma","old woman","134"
"3387","7","a12hdjna","husdjurets namn","pet´s name","134"
"3388","7","a12kompi","kompis","friend","134"
"3389","7","a12larra","lärare","teacher","134"
"3390","7","a12mamma","mamma","mother","134"
"3391","7","a12man","man","man","134"
"3392","7","a12morbr","morbror","uncle","134"
"3393","7","a12morfa","morfar","grandpa","134"
"3394","7","a12mormo","mormor","grandma","134"
"3395","7","a12moste","moster","aunt","134"
"3396","7","a12manni","människor","people","134"
"3397","7","a12pappa","pappa","daddy","134"
"3398","7","a12pojke","pojke","boy","134"
"3399","7","a12polis","polis","police","134"
"3400","7","a12sjksk","sjuksköterska","nurse","134"
"3401","7","a12syste","syster","sister","134"
"3402","7","a12tomte","tomte","Santa Claus","134"
"3403","7","a13bada","bada","bath","134"
"3404","7","a13bakka","baka kaka","patty cake","135"
"3405","7","a13fruko","frukost","breakfast","135"
"3406","7","a13godna","god natt","good night","135"
"3407","7","a13handl","handla","shop","135"
"3408","7","a13hej","hej","hello","135"
"3409","7","a13hejda","hej då","good bye","135"
"3410","7","a13inte","inte","not","135"
"3411","7","a13ja","ja","yes","135"
"3412","7","a13lunch","lunch","lunch","135"
"3413","7","a13mella","mellanmål","snack","135"
"3414","7","a13midda","middag","dinner","135"
"3415","7","a13nej","nej","no","135"
"3416","7","a13ringa","ringa","call","135"
"3417","7","a13sitpo","sitta pottan","sit potty","135"
"3418","7","a13sovmi","sova middag","nap","135"
"3419","7","a13ssch","sch/hysch","shh/shush/hush","135"
"3420","7","a13tack","tack","thank you","135"
"3421","7","a13tiiiu","tittut","peekaboo","135"
"3422","7","a13varsa","varsågod","please","135"
"3423","7","a13vill","vill","want","135"
"3424","7","a13villh","vill ha","wanna/want to","135"
"3425","7","a13vandd","vänd dig om","turn around","135"
"3426","7","a13vanta","vänta","wait","135"
"3427","7","a14arbet","arbeta","work","136"
"3428","7","a14backa","backa","reverse","136"
"3429","7","a14bajsa","bajsa","poo-poo","136"
"3430","7","a14bita","bita","bite","136"
"3431","7","a14blasa","blåsa","blow","136"
"3432","7","a14bryta","bryta","break","136"
"3433","7","a14bygga","bygga","build","136"
"3434","7","a14bara","bära","carry","136"
"3435","7","a14dansa","dansa","dance","136"
"3436","7","a14dela","dela","share","136"
"3437","7","a14dra","dra","pull","136"
"3438","7","a14drick","dricka","drink","136"
"3439","7","a14falla","falla","fall","136"
"3440","7","a14flyga","flyga","fly","136"
"3441","7","a14fa","få","get","136"
"3442","7","a14gapa","gapa","open the mouth","136"
"3443","7","a14ge","ge","give","136"
"3444","7","a14grata","gråta","cry","136"
"3445","7","a14grava","gräva","dig","136"
"3446","7","a14gunga","gunga","swing","136"
"3447","7","a14ga","gå","go","136"
"3448","7","a14gomma","gömma","hide","136"
"3449","7","a14gora","göra","do","136"
"3450","7","a14heta","heta","call","136"
"3451","7","a14hitta","hitta","find","136"
"3452","7","a14hjalp","hjälpa","help","136"
"3453","7","a14hoppa","hoppa","jump","136"
"3454","7","a14haell","hålla","hold","136"
"3455","7","a14halla","hälla","pour","136"
"3456","7","a14hamta","hämta","get","136"
"3457","7","a14hora","höra","hear","136"
"3458","7","a14jaga","jaga","hunt","136"
"3459","7","a14kasta","kasta","throw","136"
"3460","7","a14kissa","kissa","pee","136"
"3461","7","a14kittl","kittla","tickle","136"
"3462","7","a14klapp","klappa","pat","136"
"3463","7","a14klipp","klippa","cut","136"
"3464","7","a14klatt","klättra","climb","136"
"3465","7","a14knuff","knuffa","push","136"
"3466","7","a14koka","koka","boil","136"
"3467","7","a14krama","krama","hug","136"
"3468","7","a14kopa","köpa","buy","136"
"3469","7","a14kora","köra","drive","136"
"3470","7","a14laga","laga","fix","136"
"3471","7","a14le","le","smile","136"
"3472","7","a14leka","leka","play","136"
"3473","7","a14lyssn","lyssna","listen","136"
"3474","7","a14latsa","låtsas","pretend","136"
"3475","7","a14lagga","lägga","lay","136"
"3476","7","a14lasa","läsa","read","136"
"3477","7","a14mata","mata","feed","136"
"3478","7","a14mala","måla","paint","136"
"3479","7","a14plask","plaska","splash","136"
"3480","7","a14plock","plocka","pick","136"
"3481","7","a14prata","prata","talk","136"
"3482","7","a14pussa","pussa","kiss","136"
"3483","7","a14ramla","ramla","fall","136"
"3484","7","a14rita","rita","draw","136"
"3485","7","a14riva","riva","tear","136"
"3486","7","a14rora","röra","touch","136"
"3487","7","a14se","se","see","136"
"3488","7","a14simma","simma","swim","136"
"3489","7","a14sitta","sitta","sit","136"
"3490","7","a14sjung","sjunga","sing","136"
"3491","7","a14skak","skaka","shake","136"
"3492","7","a14skoja","skoja","joke","136"
"3493","7","a14skriv","skriva","write","136"
"3494","7","a14skynd","skynda","rush","136"
"3495","7","a14skara","skära","cut","136"
"3496","7","a14slick","slicka","lick","136"
"3497","7","a14sluta","sluta","stop","136"
"3498","7","a14sla","slå","beat","136"
"3499","7","a14slang","slänga","throw","136"
"3500","7","a14smaka","smaka","taste","136"
"3501","7","a14sopa","sopa","sweep","136"
"3502","7","a14sova","sova","sleep","136"
"3503","7","a14spark","sparka","kick","136"
"3504","7","a14spela","spela","play","136"
"3505","7","a14spill","spilla","spill","136"
"3506","7","a14sprin","springa","run","136"
"3507","7","a14stann","stanna","stop","136"
"3508","7","a14sta","stå","stand","136"
"3509","7","a14stada","städa","clean","136"
"3510","7","a14stall","ställa","stand","136"
"3511","7","a14stang","stänga","close","136"
"3512","7","a14saga","säga","say","136"
"3513","7","a14satta","sätta","put","136"
"3514","7","a14tala","tala","speak","136"
"3515","7","a14tanka","tanka","fill ","136"
"3516","7","a14tappa","tappa","drop","136"
"3517","7","a14titta","titta","look","136"
"3518","7","a14torka","torka","dry","136"
"3519","7","a14tvatt","tvätta","clean","136"
"3520","7","a14tycka","tycka","like","136"
"3521","7","a14tanda","tända","light","136"
"3522","7","a14taenk","tänka","think","136"
"3523","7","a14vakna","vakna","wake","136"
"3524","7","a14visa","visa","show","136"
"3525","7","a14vanta","vänta","wait","136"
"3526","7","a14aka","åka","go","136"
"3527","7","a14alska","älska","love","136"
"3528","7","a14ata","äta","eat","136"
"3529","7","a14onska","önska","wish","136"
"3530","7","a14oppna","öppna","open","136"
"3531","7","a15arg","arg","angry","137"
"3532","7","a15bla","blå","blue","137"
"3533","7","a15blasi","blåsig","windy","137"
"3534","7","a15borta","borta","allgone","137"
"3535","7","a15brun","brun","brown","137"
"3536","7","a15bullr","bullrig","noisy","137"
"3537","7","a15battr","bättre","better","137"
"3538","7","a15dum","dum","stupid","137"
"3539","7","a15dalig","dålig","bad","137"
"3540","7","a15fatti","fattig","poor","137"
"3541","7","a15fin","fin","nice","137"
"3542","7","a15fort","fort","quick","137"
"3543","7","a15full","full","full","137"
"3544","7","a15forsi","försiktig","careful","137"
"3545","7","a15forst","först","first","137"
"3546","7","a15gamma","gammal","old","137"
"3547","7","a15glad","glad","glad","137"
"3548","7","a15god","god","god","137"
"3549","7","a15gron","grön","green","137"
"3550","7","a15gul","gul","yellow","137"
"3551","7","a15gulli","gullig","cute","137"
"3552","7","a15hungr","hungrig","hungry","137"
"3553","7","a15hard","hård","hard","137"
"3554","7","a15hog","hög","high","137"
"3555","7","a15kall","kall","cold","137"
"3556","7","a15ledse","ledsen","sorry","137"
"3557","7","a15liten","liten","little","137"
"3558","7","a15lang","lång","long","137"
"3559","7","a15mjuk","mjuk","soft","137"
"3560","7","a15mork","mörk","dark","137"
"3561","7","a15ny","ny","new","137"
"3562","7","a15orang","orange","orange","137"
"3563","7","a15ren","ren","clean","137"
"3564","7","a15radd","rädd","afraid","137"
"3565","7","a15rod","röd","red","137"
"3566","7","a15sakta","sakta","slowly","137"
"3567","7","a15sist","sist","last","137"
"3568","7","a15sjuk","sjuk","sick","137"
"3569","7","a15smuts","smutsig","dirty","137"
"3570","7","a15snabb","snabb","fast","137"
"3571","7","a15snall","snäll","kind","137"
"3572","7","a15stor","stor","big","137"
"3573","7","a15stygg","stygg","naughty","137"
"3574","7","a15svart","svart","black","137"
"3575","7","a15svar","svår","difficult","137"
"3576","7","a15somni","sömning","sleepy","137"
"3577","7","a15sonde","sönder","broken","137"
"3578","7","a15sot","söt","sweet","137"
"3579","7","a15tom","tom","empty","137"
"3580","7","a15torr","torr","dry","137"
"3581","7","a15trasi","trasig","torn","137"
"3582","7","a15trevl","trevlig","nice","137"
"3583","7","a15trott","trött","tired","137"
"3584","7","a15tung","tung","heavy","137"
"3585","7","a15tunn","tunn","thin","137"
"3586","7","a15tyst","tyst","quiet","137"
"3587","7","a15torst","törstig","thirsty","137"
"3588","7","a15vaken","vaken","awake","137"
"3589","7","a15varm","varm","warm","137"
"3590","7","a15vass","vass","sharp","137"
"3591","7","a15vit","vit","white","137"
"3592","7","a15vat","våt","wet","137"
"3593","7","a15ackli","äcklig","yucky","137"
"3594","7","a16dedem","de/dem/dom","they","138"
"3595","7","a16denda","den där","that one","138"
"3596","7","a16denha","den här","this one","138"
"3597","7","a16den","den ","that","138"
"3598","7","a16det","det","it","138"
"3599","7","a16deras","deras","theirs","138"
"3600","7","a16dessa","dessa","these","138"
"3601","7","a16din","din","yours","138"
"3602","7","a16du","du","you","138"
"3603","7","a16han","han","he","138"
"3604","7","a16hans","hans","his","138"
"3605","7","a16henne","henne","her","138"
"3606","7","a16hons","hennes","hers","138"
"3607","7","a16hon","hon","she","138"
"3608","7","a16honom","honom","him","138"
"3609","7","a16jag","jag","I","138"
"3610","7","a16mig","mig","me","138"
"3611","7","a16min","min","my","138"
"3612","7","a16mina","mina","mine","138"
"3613","7","a16oss","oss","us","138"
"3614","7","a16sjalv","själv","self","138"
"3615","7","a16vi","vi","we","138"
"3616","7","a16var","vår","our","138"
"3617","7","a17dag","dag","day","139"
"3618","7","a17efter","efter","after","139"
"3619","7","a17ikval","ikväll","tonight","139"
"3620","7","a17imorg","imorgon","tomorrow","139"
"3621","7","a17innan","innan","before","139"
"3622","7","a17idag","idag","today","139"
"3623","7","a17igar","igår","yesterday","139"
"3624","7","a17morgo","morgon","morning","139"
"3625","7","a17natt","natt","night","139"
"3626","7","a17nu","nu","now","139"
"3627","7","a17senar","senare","later","139"
"3628","7","a17tid","tid","time","139"
"3629","7","a18av","av","by","140"
"3630","7","a18bakom","bakom","behind","140"
"3631","7","a18bort","bort","away","140"
"3632","7","a18bredv","bredvid","beside","140"
"3633","7","a18dar","där","there","140"
"3634","7","a18fran","från","from","140"
"3635","7","a18for","för","for","140"
"3636","7","a18har","här","here","140"
"3637","7","a18i","i","in","140"
"3638","7","a18inuti","inuti","inside","140"
"3639","7","a18med","med","with","140"
"3640","7","a18ner","ner","down","140"
"3641","7","a18nara","nära","near","140"
"3642","7","a18omkri","omkring","around","140"
"3643","7","a18ovanf","ovanför","above","140"
"3644","7","a18ovanp","ovanpå","on top of","140"
"3645","7","a18pa","på","on","140"
"3646","7","a18runt","runt","around","140"
"3647","7","a18till","till","to","140"
"3648","7","a18tillb","tillbaka","back","140"
"3649","7","a18under","under","under","140"
"3650","7","a18upp","upp","up","140"
"3651","7","a18ut","ut","out","140"
"3652","7","a18vid","vid","at","140"
"3653","7","a18over","över","over","140"
"3654","7","a19alla","alla","all","141"
"3655","7","a19andra","andra","other","141"
"3656","7","a19den2","den","it","141"
"3657","7","a19en","en","a","141"
"3658","7","a19entil","en till","another","141"
"3659","7","a19ett","ett","one","141"
"3660","7","a19ingen","ingen","none","141"
"3661","7","a19mer","mer","more","141"
"3662","7","a19mycke","mycket","much","141"
"3663","7","a19manga","många","many","141"
"3664","7","a19nagon","någon","any","141"
"3665","7","a19nagra","några","some","141"
"3666","7","a19ocksa","också","also","141"
"3667","7","a19samma","samma","same","141"
"3668","7","a19tre","tre","three","141"
"3669","7","a19tva","två","two","141"
"3670","7","a19varen","varenda","every","141"
"3671","7","a19varje","varje","every","141"
"3672","7","a20forso","försöka","try","142"
"3673","7","a20gjord","gjorde","did","142"
"3674","7","a20gor","gör","do","142"
"3675","7","a20ha","ha","have","142"
"3676","7","a20kan","kan","can","142"
"3677","7","a20komme","komma","come","142"
"3678","7","a20kunde","kunde","could","142"
"3679","7","a20lata","låta","let","142"
"3680","7","a20latmi","låt mig","let me","142"
"3681","7","a20maste","måste","must","142"
"3682","7","a20ska","ska","will","142"
"3683","7","a20skull","skulle","should","142"
"3684","7","a20ta","ta","take","142"
"3685","7","a20tyck","tycka","think","142"
"3686","7","a20var","var","was","142"
"3687","7","a20vara","vara","be","142"
"3688","7","a20vill","vill","want","142"
"3689","7","a20ar","är","is","142"
"3690","7","a21darfo","därför","becuase","143"
"3691","7","a21hur","hur","how","143"
"3692","7","a21men","men","but","143"
"3693","7","a21nar","när","when","143"
"3694","7","a21och","och","and","143"
"3695","7","a21om","om","if","143"
"3696","7","a21sen","sen","late","143"
"3697","7","a21sa","sa","said","143"
"3698","7","a21vad","vad","what","143"
"3699","7","a21var","var","where","143"
"3700","7","a21varfo","varför","why","143"
"3701","7","a21vem","vem","who","143"
"3702","7","a21vilka","vilka","which","143"
"3703","8","abajo","abajo","down","164"
"3704","8","abeja","abeja","bee","145"
"3705","8","abrir","abrir","open","156"
"3706","8","abuela","abuela","grandma","154"
"3707","8","abuelo","abuelo","grandpa","154"
"3708","8","acabars","acabar(se)","finish/all done","156"
"3709","8","acerrin","acerrín","row row your boat","155"
"3710","8","adentro","adentro","inside","164"
"3711","8","adiosby","adiós/byebye","bye","155"
"3712","8","afuera","afuera","outside","164"
"3713","8","agua","agua","water","147"
"3714","8","ahi","ahí","there","164"
"3715","8","ahorita","ahorita/ahora","right now","158"
"3716","8","albrpis","alberca/piscina","pool","153"
"3717","8","allaall","allá/allí","there","164"
"3718","8","almohad","almohada","pillow","151"
"3719","8","am","¡am!","yum yum","144"
"3720","8","amarill","amarillo","yellow","159"
"3721","8","animal","animal","animal","145"
"3722","8","apagar","apagar","turn off","156"
"3723","8","apurar","apurar(se)","hurry","156"
"3724","8","aquel","aquel","that","160"
"3725","8","aquela","aquella","that","160"
"3726","8","aqui","aquí","here","164"
"3727","8","arana","araña","spider","145"
"3728","8","arbol","árbol","tree","153"
"3729","8","ardilla","ardilla","squirrel","145"
"3730","8","aretes","aretes","earings","148"
"3731","8","arriba","arriba","up","164"
"3732","8","arroz","arroz","rice","147"
"3733","8","aspirdo","aspiradora","vacuum","151"
"3734","8","atole","atole","NO EQUIVALENT - SIMILAR TO PORRIDGE","147"
"3735","8","atras","atrás","behind","164"
"3736","8","aventar","aventar","throw","156"
"3737","8","avion","avión","airplane","146"
"3738","8","ay","¡ay!","ow!/ouch!","144"
"3739","8","ayer","ayer","yesterday","158"
"3740","8","ayudar","ayudar","help","156"
"3741","8","azul","azul","blue","159"
"3742","8","babera","babero","bib","148"
"3743","8","bacinic","bacinica","potty","152"
"3744","8","bailar","bailar","dance","156"
"3745","8","bano","baño","bathroom","152"
"3746","8","barco","barco","boat","146"
"3747","8","basura","basura","trash","151"
"3748","8","bebe","bebé","baby","154"
"3749","8","beemee","bee/mee","baa","144"
"3750","8","besitos","besitos","kisses","155"
"3751","8","bicicle","bicicleta","bicycle","146"
"3752","8","bigote","bigote","moustache","149"
"3753","8","boca","boca","mouth","149"
"3754","8","bolsa","bolsa","purse","151"
"3755","8","bonita","bonita","pretty","159"
"3756","8","borrego","borrego","sheep","145"
"3757","8","botas","botas","boots","148"
"3758","8","botlmam","botella/mamila","baby bottle","151"
"3759","8","boton","botón","button","148"
"3760","8","brazos","brazos","arms","149"
"3761","8","brincar","brincar","jump","156"
"3762","8","buendia","buenos días","good morning","155"
"3763","8","buennoc","buenas noches","good night","155"
"3764","8","buho","búho","owl","145"
"3765","8","burro","burro","donkey","145"
"3766","8","caballo","caballo","horse","145"
"3767","8","cabeza","cabeza","head","149"
"3768","8","cabra","cabra","goat","145"
"3769","8","cachete","cachete","cheek","149"
"3770","8","caer","caer(se)","fall","156"
"3771","8","cafe","café","coffee","147"
"3772","8","caja","caja","box","151"
"3773","8","cajon","cajón","drawer","152"
"3774","8","calceti","calcetines","socks","148"
"3775","8","calient","caliente","hot","159"
"3776","8","calle","calle","street","153"
"3777","8","calzon","calzón","underpants","148"
"3778","8","cama","cama","bed","152"
"3779","8","camibom","camión de bomberos","firetruck","146"
"3780","8","caminar","caminar","walk","156"
"3781","8","camion","camión/troca","truck","146"
"3782","8","campo","campo","field/country side","153"
"3783","8","cansado","cansado","tired","159"
"3784","8","cantar","cantar","sing","156"
"3785","8","cara","cara","face","149"
"3786","8","carne","carne","meat","147"
"3787","8","carreol","carreola","stroller","146"
"3788","8","carro","carro/coche","car","146"
"3789","8","casa","casa","house","153"
"3790","8","cenar","cenar","have dinner","156"
"3791","8","cepidnt","cepillo de dientes","toothbrush","151"
"3792","8","cepillo","cepillo","brush","151"
"3793","8","cereal","cereal","cereal","147"
"3794","8","cerrar","cerrar","close","156"
"3795","8","chichi","chichi/pecho","breast","149"
"3796","8","chico","chico","little/small","159"
"3797","8","chile","chile","chilli","147"
"3798","8","chupete","chupón/chupete","pacifier","151"
"3799","8","cielo","cielo","sky","153"
"3800","8","cierre","cierre","zipper","148"
"3801","8","cigarrs","cigarros","cigarette","151"
"3802","8","cobija","cobija","blanket","151"
"3803","8","cochera","cochera/garaje","garage","152"
"3804","8","cocina","cocina","kitchen","152"
"3805","8","collar","collar","necklace","148"
"3806","8","columpi","columpio","swing","153"
"3807","8","comer","comer(se)","eat","156"
"3808","8","comida","comida","food","147"
"3809","8","como","¿cómo?","how?","161"
"3810","8","conejo","conejo","rabbit","145"
"3811","8","content","contento","happy","159"
"3812","8","correr","correr","run","156"
"3813","8","cosqlit","cosquillitas","tickle","155"
"3814","8","cuacua","cuacuá","quack quack","144"
"3815","8","cuadro","cuadro","picture","151"
"3816","8","cual","¿cuál?","which?","161"
"3817","8","cuarto","cuarto","room","152"
"3818","8","cuchara","cuchara","spoon","151"
"3819","8","cuchill","cuchillo","knife","151"
"3820","8","cuidado","cuidado","careful","159"
"3821","8","cuna","cuna","crib","152"
"3822","8","dar","dar","give","156"
"3823","8","de","de","of/from","165"
"3824","8","decir","decir","say/tell","156"
"3825","8","dedos","dedos","fingers","149"
"3826","8","despues","después","later/after","158"
"3827","8","desyuna","desayunar","eat breakfast","156"
"3828","8","dia","día","day","158"
"3829","8","dibujar","dibujar","draw","156"
"3830","8","dientes","dientes","teeth","149"
"3831","8","difernt","diferente","different","159"
"3832","8","dificil","difícil","hard","159"
"3833","8","dinero","dinero","money","151"
"3834","8","doler","doler","hurt","156"
"3835","8","dondest","¿dónde está?","where is it?","161"
"3836","8","dormir","dormir(se)","sleep","156"
"3837","8","dulce","dulce","candy","147"
"3838","8","el1","el","the","162"
"3839","8","el2","él","he","160"
"3840","8","elefant","elefante","elephant","145"
"3841","8","ella","ella","she","160"
"3842","8","ellas","ellas","they","160"
"3843","8","ellos","ellos","they","160"
"3844","8","empujar","empujar","push","156"
"3845","8","en","en","in","165"
"3846","8","encima","encima","on","164"
"3847","8","enfermo","enfermo","sick","159"
"3848","8","enojado","enojado","angry","159"
"3849","8","ensenar","enseñar","show","156"
"3850","8","esa","esa","that","160"
"3851","8","esas","esas","those","160"
"3852","8","escaler","escalera","stairs","152"
"3853","8","escoba","escoba","broom","151"
"3854","8","escribi","escribir","write","156"
"3855","8","escuela","escuela","school","153"
"3856","8","ese","ese","that","160"
"3857","8","eso","eso","that","160"
"3858","8","esos","esos","those","160"
"3859","8","espejo","espejo","mirror","151"
"3860","8","esperse","esperar(se)","wait","156"
"3861","8","esta","ésta","this","160"
"3862","8","estar","estar","be","157"
"3863","8","estas","éstas","these","160"
"3864","8","este","éste","this","160"
"3865","8","esto","esto","this","160"
"3866","8","estos","éstos","these","160"
"3867","8","estrell","estrella","star","153"
"3868","8","estufa","estufa","stove","152"
"3869","8","falda","falda","skirt","148"
"3870","8","familia","familia","family","154"
"3871","8","feo","feo","ugly","159"
"3872","8","fiesta","fiesta","party","153"
"3873","8","flor","flor","flower","153"
"3874","8","fotos","fotos","pictures","151"
"3875","8","frijole","frijoles","beans","147"
"3876","8","frio","frío","cold","159"
"3877","8","fuchi","fuchi","yuk/ugh","159"
"3878","8","galleta","galleta","cookie","147"
"3879","8","gallina","gallina","hen","145"
"3880","8","gato","gato","cat","145"
"3881","8","globo","globo/bomba","balloon","150"
"3882","8","gracias","gracias","thank you","155"
"3883","8","grande","grande","big","159"
"3884","8","guagua","guaguá","woof woof","144"
"3885","8","guajolo","guajolote","turkey","145"
"3886","8","guapo","guapo","cute/handsome","159"
"3887","8","hacerme","hacer la meme","nap time","155"
"3888","8","hambre","hambre","hungry","159"
"3889","8","helado","helado/nieve","ice cream","147"
"3890","8","hermana","hermana","sister","154"
"3891","8","hermano","hermano","brother","154"
"3892","8","hippotm","hipopótamo","hippopotamus","145"
"3893","8","hola","hola","hi/hello","155"
"3894","8","hormiga","hormiga","ant","145"
"3895","8","horno","horno","oven","152"
"3896","8","hoy","hoy","today","158"
"3897","8","huevo","huevo","egg","147"
"3898","8","iglstmp","iglesia/templo","church/temple","153"
"3899","8","igual","igual","same","159"
"3900","8","ir","ir(se)","go","156"
"3901","8","jabon","jabón","soap","151"
"3902","8","jamon","jamón","ham","147"
"3903","8","jardin","jardín","garden","153"
"3904","8","jirafa","jirafa","giraffe","145"
"3905","8","jugar","jugar","play","156"
"3906","8","jugo","jugo","juice","147"
