"itemID","item","type","category","choices","definition","uni_lemma","gloss","complexity_category"
"item_475","cantar","word","action_words","produces","cantar",,"to sing",
"item_476","cargar","word","action_words","produces","cargar",,"to load",
"item_477","cenar","word","action_words","produces","cenar",,"to have dinner",
"item_478","cerrar","word","action_words","produces","cerrar",,"to close",
"item_479","cocinar","word","action_words","produces","cocinar",,"to cook",
"item_480","comer","word","action_words","produces","comer(se)",,"to eat",
"item_481","comprar","word","action_words","produces","comprar",,"to purchase",
"item_482","correr","word","action_words","produces","correr",,"run",
"item_483","cortar","word","action_words","produces","cortar",,"to cut ",
"item_484","dar","word","action_words","produces","dar",,"to give",
"item_485","decir","word","action_words","produces","decir",,"to say",
"item_486","desyunar","word","action_words","produces","desayunar",,"to have breakfast",
"item_487","dibujar","word","action_words","produces","dibujar",,"to draw",
"item_488","doler","word","action_words","produces","doler",,"hurt",
"item_489","dormir","word","action_words","produces","dormir(se)",,"to sleep",
"item_490","empujar","word","action_words","produces","empujar",,"push",
"item_491","encontra","word","action_words","produces","encontrar",,"to find",
"item_492","ensenar","word","action_words","produces","enseñar",,"to teach",
"item_493","entrar","word","action_words","produces","entrar",,"to enter",
"item_494","equvcar","word","action_words","produces","equivocar(se)",,"to make a mistake",
"item_495","esconder","word","action_words","produces","esconder(se)",,"to hide",
"item_496","escribir","word","action_words","produces","escribir",,"to write",
"item_497","escuchar","word","action_words","produces","escuchar",,"to listen",
"item_498","esperar","word","action_words","produces","esperar(se)",,"to expect",
"item_499","ganar","word","action_words","produces","ganar",,"to win",
"item_500","gritar","word","action_words","produces","gritar",,"shout",
"item_501","gustar","word","action_words","produces","gustar",,"to like",
"item_502","hacer","word","action_words","produces","hacer",,"to do",
"item_503","abrir","word","action_words","produces","abrir",,"to open",
"item_504","estar","word","states","produces","estar",,"be",
"item_505","habrhay","word","states","produces","haber (hay)",,"have",
"item_506","ser","word","states","produces","ser",,"to be",
"item_507","alto","word","descriptive_words","produces","alto",,"high up",
"item_508","amarillo","word","descriptive_words","produces","amarillo",,"yellow",
"item_509","azul","word","descriptive_words","produces","azul",,"blue",
"item_510","blanco","word","descriptive_words","produces","blanco",,"white",
"item_511","bonita","word","descriptive_words","produces","bonita",,"pretty",
"item_512","bueno","word","descriptive_words","produces","bueno",,"okay",
"item_513","caliente","word","descriptive_words","produces","caliente",,"hot",
"item_514","cansado","word","descriptive_words","produces","cansado",,"tired ",
"item_515","chaparo","word","descriptive_words","produces","chaparro",,"little one",
"item_516","chico","word","descriptive_words","produces","chico",,"boy",
"item_517","chulo","word","descriptive_words","produces","chulo",,"cute",
"item_518","descompu","word","descriptive_words","produces","descompuesto",,"out-of-order",
"item_519","despiert","word","descriptive_words","produces","despierto",,"awake",
"item_520","difernte","word","descriptive_words","produces","diferente",,"different",
"item_521","dificil","word","descriptive_words","produces","difícil",,"difficult",
"item_522","duro","word","descriptive_words","produces","duro",,"hard",
"item_523","enfermo","word","descriptive_words","produces","enfermo",,"sick",
"item_524","enojado","word","descriptive_words","produces","enojado",,"angry",
"item_525","feliz","word","descriptive_words","produces","feliz",,"happy",
"item_526","feo","word","descriptive_words","produces","feo",,"ugly",
"item_527","flaco","word","descriptive_words","produces","flaco",,"skinny",
"item_528","frio","word","descriptive_words","produces","frío",,"cold",
"item_529","fuchi","word","descriptive_words","produces","fuchi",,"yucky",
"item_530","fuerte","word","descriptive_words","produces","fuerte",,"strong",
"item_531","gordo","word","descriptive_words","produces","gordo",,"fat",
"item_532","grande","word","descriptive_words","produces","grande",,"great",
"item_533","guapo","word","descriptive_words","produces","guapo",,"handsome",
"item_534","hambre","word","descriptive_words","produces","hambre",,"hunger",
"item_535","igual","word","descriptive_words","produces","igual",,"equal",
"item_536","largo","word","descriptive_words","produces","largo",,"long",
"item_537","lento","word","descriptive_words","produces","lento",,"slow",
"item_538","limpio","word","descriptive_words","produces","limpio",,"clean",
"item_539","linda","word","descriptive_words","produces","linda",,"cute",
"item_540","lleno","word","descriptive_words","produces","lleno",,"full",
"item_541","malo","word","descriptive_words","produces","malo",,"bad",
"item_542","mejor","word","descriptive_words","produces","mejor",,"better off",
"item_543","miedsust","word","descriptive_words","produces","miedo/susto","scared","scared",
"item_544","mojado","word","descriptive_words","produces","mojado",,"wet",
"item_545","morado","word","descriptive_words","produces","morado",,"purple",
"item_546","negro","word","descriptive_words","produces","negro",,"black",
"item_547","nuevo","word","descriptive_words","produces","nuevo",,"new",
"item_548","oscuro","word","descriptive_words","produces","oscuro",,"dark ",
"item_549","pegajoso","word","descriptive_words","produces","pegajoso",,"sticky",
"item_550","pelgrso","word","descriptive_words","produces","peligroso",,"dangerous",
"item_551","pesado","word","descriptive_words","produces","pesado",,"heavy",
"item_552","pobre","word","descriptive_words","produces","pobre",,"poor",
"item_553","primero","word","descriptive_words","produces","primero",,"at first",
"item_554","rapido1","word","descriptive_words","produces","rápido (descriptive)",,"fast",
"item_555","rojo","word","descriptive_words","produces","rojo",,"red",
"item_556","rosa","word","descriptive_words","produces","rosa",,"pink",
"item_557","roto","word","descriptive_words","produces","roto",,"broken ",
"item_558","ruidoso","word","descriptive_words","produces","ruidoso",,"noisy",
"item_559","seco","word","descriptive_words","produces","seco",,"dry",
"item_560","suave","word","descriptive_words","produces","suave",,"soft",
"item_561","sucio","word","descriptive_words","produces","sucio",,"dirty",
"item_562","tonto","word","descriptive_words","produces","tonto",,"silly",
"item_563","tranquil","word","descriptive_words","produces","tranquilo",,"quiet",
"item_564","travieso","word","descriptive_words","produces","travieso",,"naughty",
"item_565","triste","word","descriptive_words","produces","triste",,"sad",
"item_566","ultimo","word","descriptive_words","produces","último",,"last one",
"item_567","vacio","word","descriptive_words","produces","vacío",,"empty",
"item_568","verde","word","descriptive_words","produces","verde",,"green",
"item_569","viejo","word","descriptive_words","produces","viejo",,"old",
"item_570","ahorita","word","time_words","produces","ahorita/ahora",,"right now",
"item_571","alrato","word","time_words","produces","al rato",,"later",
"item_572","antes","word","time_words","produces","antes",,"before",
"item_573","ayer","word","time_words","produces","ayer",,"yesterday",
"item_574","despues","word","time_words","produces","después",,"after ",
"item_575","dia","word","time_words","produces","día",,"day",
"item_576","enlamana","word","time_words","produces","en la mañana",,"in the morning",
"item_577","enlanoch","word","time_words","produces","en la noche",,"at night",
"item_578","enlatard","word","time_words","produces","en la tarde",,"in the afternoon",
"item_579","hoy","word","time_words","produces","hoy",,"today",
"item_580","manana","word","time_words","produces","mañana",,"tomorrow",
"item_581","noche","word","time_words","produces","noche",,"night",
"item_582","aquel","word","pronouns","produces","aquel",,"that ",
"item_583","aquela","word","pronouns","produces","aquella",,"that",
"item_584","aquelas","word","pronouns","produces","aquellas",,"those",
"item_585","aquelos","word","pronouns","produces","aquellos",,"those",
"item_586","el1","word","pronouns","produces","él (pronouns)",,"he",
"item_587","ella","word","pronouns","produces","ella",,"she",
"item_588","ellas","word","pronouns","produces","ellas",,"they",
"item_589","ellos","word","pronouns","produces","ellos",,"they",
"item_590","esa","word","pronouns","produces","esa",,"that",
"item_591","esas","word","pronouns","produces","esas",,"those",
"item_592","ese","word","pronouns","produces","ese",,"that",
"item_593","eso","word","pronouns","produces","eso",,"that",
"item_594","esos","word","pronouns","produces","esos",,"those ",
"item_595","esta","word","pronouns","produces","ésta",,"this",
"item_596","estas","word","pronouns","produces","éstas",,"these",
"item_597","este","word","pronouns","produces","éste",,"this ",
"item_598","esto","word","pronouns","produces","esto",,"this ",
"item_599","estos","word","pronouns","produces","éstos",,"these ",
"item_600","prole","word","pronouns","produces","le",,"you",
"item_601","les","word","pronouns","produces","les",,"them",
"item_602","lo","word","pronouns","produces","lo",,"the",
"item_603","me","word","pronouns","produces","me",,"me",
"item_604","mi","word","pronouns","produces","mí",,"my",
"item_605","mia","word","pronouns","produces","mía",,"mine",
"item_606","mias","word","pronouns","produces","mías",,"mine",
"item_607","mio","word","pronouns","produces","mío",,"mine",
"item_608","mios","word","pronouns","produces","míos",,"mine",
"item_609","nosotros","word","pronouns","produces","nosotros",,"we",
"item_610","nuestro","word","pronouns","produces","nuestro",,"our",
"item_611","se","word","pronouns","produces","se",,"self",
"item_612","su","word","pronouns","produces","su",,"his",
"item_613","suya","word","pronouns","produces","suya",,"yours",
"item_614","suyas","word","pronouns","produces","suyas",,"theirs",
"item_615","suyo","word","pronouns","produces","suyo",,"yours",
"item_616","suyos","word","pronouns","produces","suyos",,"yours",
"item_617","te2","word","pronouns","produces","te (pronouns)",,"you",
"item_618","ti","word","pronouns","produces","tí",,"you",
"item_619","tu","word","pronouns","produces","tú",,"you",
"item_620","tuya","word","pronouns","produces","tuya",,"yours",
"item_621","tuyas","word","pronouns","produces","tuyas",,"yours",
"item_622","tuyo","word","pronouns","produces","tuyo",,"yours",
"item_623","tuyos","word","pronouns","produces","tuyos",,"yours",
"item_624","yo","word","pronouns","produces","yo",,"I",
"item_625","como","word","question_words","produces","cómo",,"as",
"item_626","cual","word","question_words","produces","cuál",,"which ",
"item_627","cuando","word","question_words","produces","cuándo",,"when ",
"item_628","donde","word","question_words","produces","dónde","where (question)","where ",
"item_629","porque","word","question_words","produces","por qué",,"why",
"item_630","que1","word","question_words","produces","qué (question_words)","what","what",
"item_631","quien","word","question_words","produces","quién",,"who",
"item_632","a","word","prepositions","produces","a",,"to",
"item_633","con","word","prepositions","produces","con",,"with",
"item_634","de","word","prepositions","produces","de",,"of",
"item_635","el2","word","prepositions","produces","el (propositions)",,"the",
"item_636","en","word","prepositions","produces","en",,"in",
"item_637","entre","word","prepositions","produces","entre",,"in between",
"item_638","la","word","prepositions","produces","la",,"the",
"item_639","las","word","prepositions","produces","las",,"the",
"item_640","los","word","prepositions","produces","los",,"the",
"item_641","para","word","prepositions","produces","para",,"for",
"item_642","pero","word","prepositions","produces","pero",,"but ",
"item_643","un","word","prepositions","produces","un",,"a",
"item_644","una","word","prepositions","produces","una",,"a",
"item_645","unas","word","prepositions","produces","unas",,"some",
"item_646","unos","word","prepositions","produces","unos",,"some",
"item_647","asi","word","quantifiers","produces","así",,"so",
"item_648","bien","word","quantifiers","produces","bien",,"all right",
"item_649","despacio","word","quantifiers","produces","despacio",,"slowly",
"item_650","mal","word","quantifiers","produces","mal",,"wrong",
"item_651","mas","word","quantifiers","produces","más",,"more",
"item_652","mucho","word","quantifiers","produces","mucho",,"a lot",
"item_653","nada","word","quantifiers","produces","nada",,"nothing",
"item_654","no","word","quantifiers","produces","no",,"do not",
"item_655","nohay","word","quantifiers","produces","no hay",,"there is no",
"item_656","otravez","word","quantifiers","produces","otro/otra vez",,"again",
"item_657","pocquito","word","quantifiers","produces","poco/poquito",,"a little bit ",
"item_658","rapido2","word","quantifiers","produces","rápido (quantifiers)",,"quickly",
"item_659","si","word","quantifiers","produces","sí",,"yes",
"item_660","todo","word","quantifiers","produces","todo",,"all ",
"item_661","ya","word","quantifiers","produces","ya",,"already",
"item_662","abajo","word","locations","produces","abajo",,"down below",
"item_663","adentro","word","locations","produces","adentro",,"in",
"item_664","afuera","word","locations","produces","afuera",,"outside",
"item_665","ahi","word","locations","produces","ahí",,"there",
"item_666","alla","word","locations","produces","allá",,"there",
"item_667","alli","word","locations","produces","allí",,"there",
"item_668","aqui","word","locations","produces","aquí",,"here",
"item_669","arriba","word","locations","produces","arriba",,"up",
"item_670","atras","word","locations","produces","atrás",,"behind",
"item_671","cerca","word","locations","produces","cerca",,"near ",
"item_672","encima","word","locations","produces","encima",,"above",
"item_673","enfrente","word","locations","produces","enfrente",,"in front",
"item_674","lejos","word","locations","produces","lejos",,"far away",
"item_675","entonces","word","connecting_words","produces","entonces",,"then",
"item_676","luego","word","connecting_words","produces","luego",,"later",
"item_677","o","word","connecting_words","produces","o",,"or",
"item_678","pues","word","connecting_words","produces","pues",,"for",
"item_679","que2","word","connecting_words","produces","que (connection word)",,"that",
"item_680","y","word","connecting_words","produces","y",,"and",
"item_681","usepast","how_use_words",,"not yet; sometimes; often","does your child ever talk about past events or people who are not present?",,,
"item_682","usefuture","how_use_words",,"not yet; sometimes; often","does your child ever talk about something that's going to happen in the future?",,,
"item_683","miss_produce","how_use_words",,"not yet; sometimes; often","does your child talk about objects that are not present?",,,
"item_684","miss_comp","how_use_words",,"not yet; sometimes; often","does your child understand if you ask for something that is not in the room?",,,
"item_685","usepossessive","how_use_words",,"not yet; sometimes; often","does your child ever pick up or point to an object and name an absent person to whom the object belongs?",,,
"item_686","pracaba","word_forms",,"produces","acaba (present)",,"(he) ends (present)",
"item_687","pracabas","word_forms",,"produces","acabas (present)",,"(you) end (present)",
"item_688","pracabms","word_forms",,"produces","acabamos (present)",,"(we) end (present)",
"item_689","pracabo","word_forms",,"produces","acabo (present)",,"(I) end (present)",
"item_690","prcome","word_forms",,"produces","come (present)",,"(he) eats (present)",
"item_691","prcomems","word_forms",,"produces","comemos (present)",,"(we) eat (present)",
"item_692","prcomes","word_forms",,"produces","comes (present)",,"(you) eat (present)",
"item_693","prcomo","word_forms",,"produces","como (present)",,"(I) eat (present)",
"item_694","prsube","word_forms",,"produces","sube (present)",,"(he) rises (present)",
"item_695","prsubes","word_forms",,"produces","subes (present)",,"(you) rise (present)",
"item_696","prsubims","word_forms",,"produces","subimos (present)",,"(we) rise (present)",
"item_697","prsubo","word_forms",,"produces","subo (present)",,"(I) rise (present)",
"item_698","paacabe","word_forms",,"produces","acabé (past)",,"(I) ended (past)",
"item_699","paacabo","word_forms",,"produces","acabó (past)",,"(he) ended (past)",
"item_700","pacomi","word_forms",,"produces","comí (past)",,"(I) ate (past)",
"item_701","pacomio","word_forms",,"produces","comió (past)",,"(he) ate (past)",
"item_702","pasubi","word_forms",,"produces","subí (past)",,"(I) rose (past)",
"item_703","pasubio","word_forms",,"produces","subió (past)",,"(he) rose (past)",
"item_704","iacaba","word_forms",,"produces","acaba (imperative)",,"finish (imperative)",
"item_705","iacabate","word_forms",,"produces","acábate (imperative)",,"finish your (imperative)",
"item_706","icome","word_forms",,"produces","come (imperative)",,"eat (imperative)",
"item_707","icomete","word_forms",,"produces","cómete (imperative)",,"eat your (imperative)",
"item_708","isube","word_forms",,"produces","sube (imperative)",,"rise (imperative)",
"item_709","isubete","word_forms",,"produces","súbete (imperative)",,"rise (imperative)",
"item_710","scombine","combine",,"yes; no","combine",,,
"item_711","cmplx01","complexity",,"simple; complex","nene quiere / quiero paleta",,"baby wants / I want lollipop","syntax"
"item_712","cmplx02","complexity",,"simple; complex","tuyo esto / este es tuyo",,"yours this / this is yours","syntax"
"item_713","cmplx03","complexity",,"simple; complex","Tito malo / soy malo",,"Tito bad / I'm bad","syntax"
"item_714","cmplx04","complexity",,"simple; complex","Pepe uvas / quiero uvas",,"Pepe grapes / I want grapes","syntax"
"item_715","cmplx05","complexity",,"simple; complex","agua vamos / vamos al agua",,"water let / let the water","syntax"
"item_716","cmplx06","complexity",,"simple; complex","a silla / en la silla",,"to chair / in the chair","syntax"
"item_717","cmplx07","complexity",,"simple; complex","pollo no / no quiero pollo",,"chicken not / I do not want chicken","syntax"
"item_718","cmplx08","complexity",,"simple; complex","Paloma llorando / Paloma está llorando",,"Paloma crying / Paloma is crying","syntax"
"item_719","cmplx09","complexity",,"simple; complex","mío lápiz / éste es mi lápiz",,"my pen / this is my pen","syntax"
"item_720","cmplx10","complexity",,"simple; complex","más leche / dame más leche",,"more milk / gimme more milk ","syntax"
"item_721","cmplx11","complexity",,"simple; complex","papo mami / el zapato es de mami",,"shoe Mommy / the shoe is Mommy's","syntax"
"item_722","cmplx12","complexity",,"simple; complex","no aquí / ése no está aquí",,"not here / that is not here","syntax"
"item_723","cmplx13","complexity",,"simple; complex","rompió globo / se rompió el globo",,"broke balloon / the balloon broke","syntax"
"item_724","cmplx14","complexity",,"simple; complex","leche caliente / la leche está caliente",,"hot milk / milk is hot","syntax"
"item_725","cmplx15","complexity",,"simple; complex","duele panza / me duele la panza",,"hurt tummy / my tummy hurts","syntax"
"item_726","cmplx16","complexity",,"simple; complex","guaguá grande / tengo un perro grande",,"Woof woof big / I have a big dog","syntax"
"item_727","cmplx17","complexity",,"simple; complex","calle allá está / allá está la calle",,"Street there is / there is the street","syntax"
"item_728","cmplx18","complexity",,"simple; complex","puse a mano / lo puse en mi mano",,"I put hand / I put it in my hand","syntax"
"item_729","cmplx19","complexity",,"simple; complex","acabó agua / se me acabó el agua",,"finished water / I ran out of water","syntax"
"item_730","cmplx20","complexity",,"simple; complex","fue casa / se fue a su casa",,"went home / he went home","syntax"
"item_731","cmplx21","complexity",,"simple; complex","silla subir / me quiero subir a la silla",,"chair up / I want to climb the chair","syntax"
"item_732","cmplx22","complexity",,"simple; complex","Marta papá / quiero ir con papá",,"Dad go / want to go with dad","syntax"
"item_733","cmplx23","complexity",,"simple; complex","bravo Tello circo / dije bravo en el circo",,"bravo said circus / I said bravo at the circus","syntax"
"item_734","cmplx24","complexity",,"simple; complex","papá calle / papá se fue a trabajar",,"Street Dad / Dad went to work","syntax"
"item_735","cmplx25","complexity",,"simple; complex","ya puse / ya se lo puse",,"I already put / and I put it","syntax"
"item_736","cmplx26","complexity",,"simple; complex","Chalo osito coche / Chalo dejó el osito en el coche",,"Chalo teddy bear car / Chalo left the teddy bear in the car","syntax"
"item_737","cmplx27","complexity",,"simple; complex","lápiz dibujar / dibujo con el lápiz",,"pencil drawing / drawing with pencil","syntax"
"item_738","cmplx28","complexity",,"simple; complex","ya pinté / ya acabé de pintar",,"and I painted / and I finished painting","syntax"
"item_739","cmplx29","complexity",,"simple; complex","nene rompió bici Danny / el niño rompió la bici de Danny",,"baby broke Danny bike / the boy broke Danny's bike","syntax"
"item_740","cmplx30","complexity",,"simple; complex","pone no / no lo pongas",,"puts no / do not put","syntax"
"item_741","cmplx31","complexity",,"simple; complex","vamos comer papas carne / vamos a comer papas y carne",,"we eat potatoes meat / we eat potatoes and meat","syntax"
"item_742","cmplx32","complexity",,"simple; complex","niño llora cayó / el niño llora porque se cayó",,"child cries fell / child cries because he fell","syntax"
"item_743","cmplx33","complexity",,"simple; complex","mamá nene compra / mamá y nene fueron a comprar",,"mom baby buy / mom and baby went to buy","syntax"
"item_744","cmplx34","complexity",,"simple; complex","abre dame galleta / abre la caja y dame una galleta",,"gimme cookie open / open the box and give me a cookie","syntax"
"item_745","cmplx35","complexity",,"simple; complex","no toca; quemas / no lo toques porque te quemas",,"not touch; burning / do not touch it because you burn","syntax"
"item_746","cmplx36","complexity",,"simple; complex","quiero libro papá / quiero el libra que compró papá",,"l want Dad book / I want the book Dad bought","syntax"
"item_747","cmplx37","complexity",,"simple; complex","pongo agua flores / pongo agua para que crezcan las flores",,"put water flowers / put water to grow flowers","syntax"
