itemID,definition,item,gloss,category,type,choices,uni_lemma
item_460,月亮,yue4liang5,moon,outside,word,produces,moon
item_461,云,yun2,cloud,outside,word,produces,cloud
item_462,笔,bi3,pen,toys,word,produces,pen
item_463,布娃娃,bu4wa2wa5,doll,toys,word,produces,doll
item_464,粉笔,fen3bi3,chalk,toys,word,produces,
item_465,故事,gu4shi5,story,toys,word,produces,
item_466,滑梯,hua2ti1,sliding board,toys,word,produces,
item_467,积木,ji1mu4,block,toys,word,produces,block
item_468,胶水,jiao1shui3,glue,toys,word,produces,
item_469,蜡笔,la4bi3,crayon,toys,word,produces,crayon
item_470,礼物,li3wu4,present,toys,word,produces,present
item_471,泡泡,pao4pao5,bubbles,toys,word,produces,bubbles
item_472,皮球,pi2qiu2,ball,toys,word,produces,ball
item_473,气球,qi4qiu2,balloon,toys,word,produces,balloon
item_474,铅笔,qian1bi3,pencil,toys,word,produces,
item_475,跷跷板,qiao1qiao1ban3,teeter totter,toys,word,produces,
item_476,球,qiu2,ball,toys,word,produces,ball
item_477,球拍,qiu2pai1,bat,toys,word,produces,
item_478,书,shu1,book,toys,word,produces,book
item_479,水枪,shui3qiang1,squirt gun,toys,word,produces,
item_480,玩具,wan2ju4,toy,toys,word,produces,toy (object)
item_481,橡皮泥,xiang4pi2ni2,plasticeme,toys,word,produces,
item_482,游戏,you2xi4,game,toys,word,produces,
item_483,风筝,feng1zheng5,kite,toys,word,produces,
item_484,琴,qin2,string instrument,toys,word,produces,
item_485,贴画,tie1hua4,stick,toys,word,produces,stick
item_486,(表)演,(biao3)yan3,show,action_words,word,produces,show
item_487,爱,ai4,love,action_words,word,produces,love
item_488,帮忙,bang1mang2,help,action_words,word,produces,help
item_489,帮,bang1,help,action_words,word,produces,help
item_490,抱,bao4,hug,action_words,word,produces,hug
item_491,擦,ca1,wipe,action_words,word,produces,wipe
item_492,猜,cai1,guess,action_words,word,produces,
item_493,藏,cang2,hide,action_words,word,produces,hide
item_494,尝,chang2,taste,action_words,word,produces,
item_495,唱,chang4,sing,action_words,word,produces,sing
item_496,吃,chi1,eat,action_words,word,produces,eat
item_497,穿,chuan1,wear,action_words,word,produces,wear
item_498,吹,chui1,blow,action_words,word,produces,blow
item_499,打,da3,hit,action_words,word,produces,hit
item_500,打开,da3kai1,open,action_words,word,produces,open
item_501,打破,da3po4,break,action_words,word,produces,break
item_502,打碎,da3sui4,break into pieces,action_words,word,produces,break
item_503,打扫,da3sao3,clean; sweep,action_words,word,produces,clean (action)
item_504,带上,dai4shang5,bring,action_words,word,produces,bring
item_505,戴,dai4,wear,action_words,word,produces,wear
item_506,倒(垃圾),dao4 (la1ji1),dump,action_words,word,produces,dump
item_507,等,deng3,wait,action_words,word,produces,wait
item_508,掉(下),diao4(xia4),drop,action_words,word,produces,drop
item_509,跌倒,die1dao3,fall,action_words,word,produces,fall
item_510,摔倒,shuai1dao3,fall down,action_words,word,produces,fall
item_511,丢,diu1,lose,action_words,word,produces,
item_512,读,du2,read,action_words,word,produces,read
item_513,放,fang4,put,action_words,word,produces,put
item_514,飞,fei1,fly,action_words,word,produces,fly
item_515,分(享),fen1(xiang3),share,action_words,word,produces,
item_516,盖(被子),gai4 (bei4zi5),cover,action_words,word,produces,cover
item_517,盖(楼房),gai4 (lou2fang2),build,action_words,word,produces,
item_518,赶快,gan3kuai4,hurry,action_words,word,produces,hurry
item_519,给,gei3,give,action_words,word,produces,give
item_520,工作,gong1zuo4,job; work,action_words,word,produces,work (action)
item_521,干活,gan4huo2,work,action_words,word,produces,work (action)
item_522,鼓掌,gu3zhang3,clap,action_words,word,produces,clap
item_523,拍手,pai1shou3,clap,action_words,word,produces,clap
item_524,刮风,gua1feng1,blow,action_words,word,produces,blow
item_525,关(门),guan1(men2),close the door,action_words,word,produces,close
item_526,喝,he1,drink,action_words,word,produces,drink (action)
item_527,挑(选),tiao1 (xuan3),pick,action_words,word,produces,
item_528,滑冰,hua2bing1,skate,action_words,word,produces,
item_529,划(船),hua2 (chuan2),row,action_words,word,produces,row row your boat
item_530,画画,hua4hua4,draw; paint,action_words,word,produces,draw
item_531,夹,jia1,nip,action_words,word,produces,
item_532,捡,jian3,pick up,action_words,word,produces,
item_533,讲(故事),jiang3 (gu4shi5),tell story,action_words,word,produces,
item_534,浇,jiao1,water,action_words,word,produces,
item_535,叫,jiao4,cry; shout,action_words,word,produces,cry
item_536,喊,han3,shout,action_words,word,produces,shout
item_537,开车,kai1che1,drive,action_words,word,produces,drive
item_538,开(门),kai1(men2),open the door,action_words,word,produces,open
item_539,看,kan4,look,action_words,word,produces,look
item_540,哭,ku1,cry,action_words,word,produces,cry
item_541,拉(手),la1(shou3),pull,action_words,word,produces,pull
item_542,买,mai3,buy,action_words,word,produces,buy
item_543,摸,mo1,touch,action_words,word,produces,touch
item_544,拿,na2,bring; take,action_words,word,produces,take
item_545,拿走,na2zou3,take away,action_words,word,produces,take away
item_546,挠(痒痒),nao1 (yang3yang5),tickle,action_words,word,produces,tickle
item_547,爬,pa2,climb,action_words,word,produces,climb
item_548,跑,pao3,run,action_words,word,produces,run
item_549,泼,po1,pour,action_words,word,produces,
item_550,骑,qi2,ride,action_words,word,produces,ride
item_551,抢,qiang3,rob,action_words,word,produces,
item_552,敲,qiao1,knock,action_words,word,produces,
item_553,切,qie1,cut,action_words,word,produces,
item_554,亲,qin1,kiss,action_words,word,produces,kiss
item_555,走开,zou3kai1,go away,action_words,word,produces,
item_556,扔,reng1,throw,action_words,word,produces,throw
item_557,洒,sa3,splash,action_words,word,produces,splash
item_558,扫地,sao3di4,sweep the floor,action_words,word,produces,sweep
item_559,生病,sheng1bing4,get sick,action_words,word,produces,
item_560,适合,shi4he2,fit,action_words,word,produces,
item_561,梳(头),shu1 (tou2),comb,action_words,word,produces,comb (action)
item_562,刷牙,shua1ya2,brush teeth,action_words,word,produces,
item_563,睡觉,shui4jiao4,sleep,action_words,word,produces,sleep
item_564,说(话),shuo1 (hua4),say,action_words,word,produces,say
item_565,撕,si1,rip,action_words,word,produces,
item_566,讨厌,tao3yan4,hate,action_words,word,produces,
item_567,踢,ti1,kick,action_words,word,produces,kick
item_568,舔,tian3,lick,action_words,word,produces,lick
item_569,跳,tiao4,jump,action_words,word,produces,jump
item_570,跳舞,tiao4wu3,dance,action_words,word,produces,dance
item_571,听,ting1,listen,action_words,word,produces,hear
item_572,听见,ting1jian4,hear,action_words,word,produces,hear
item_573,停,ting2,stop,action_words,word,produces,stop
item_574,推,tui1,push,action_words,word,produces,push
item_575,拖,tuo1,pull,action_words,word,produces,pull
item_576,做完,zuo4wan2,finish,action_words,word,produces,finish
item_577,玩,wan2,play,action_words,word,produces,play
item_578,喂,wei4,feed,action_words,word,produces,feed
item_579,洗,xi3,wash,action_words,word,produces,wash
item_580,喜欢,xi3huan5,like,action_words,word,produces,love
item_581,下雨,xia4yu3,rain,action_words,word,produces,rain
item_582,想,xiang3,think,action_words,word,produces,
item_583,笑,xiao4,smile,action_words,word,produces,smile
item_584,写,xie3,write,action_words,word,produces,write
item_585,醒,xing3,wake,action_words,word,produces,wake
item_586,修,xiu1,fix,action_words,word,produces,
item_587,摇,yao2,shake,action_words,word,produces,shake
item_588,咬,yao3,bite,action_words,word,produces,bite
item_589,要,yao4,want,action_words,word,produces,need
item_590,游泳,you2yong3,swim,action_words,word,produces,swim
item_591,有,you3,have,action_words,word,produces,have
item_592,站,zhan4,stand,action_words,word,produces,stand
item_593,找到,zhao3dao4,find,action_words,word,produces,find
item_594,抓,zhua1,catch,action_words,word,produces,catch
item_595,转(圈),zhuan4(quan1),turn; rotate,action_words,word,produces,turn
item_596,(假)装,(jia3)zhuang1,pretend,action_words,word,produces,pretend
item_597,撞,zhuang4,bump,action_words,word,produces,bump
item_598,追,zhui1,chase,action_words,word,produces,
item_599,走,zou3,go; walk,action_words,word,produces,walk
item_600,走路,zou3lu4,walk,action_words,word,produces,walk
item_601,坐,zuo4,sit,action_words,word,produces,sit
item_602,做饭,zuo4fan4,cook,action_words,word,produces,
item_603,踩,cai3,step,action_words,word,produces,
item_604,出来,chu1lai2,come out,action_words,word,produces,
item_605,过来,guo4lai2,come here,action_words,word,produces,
item_606,回来,hui2lai2,come back,action_words,word,produces,
item_607,回家,hui2jia1,go home,action_words,word,produces,
item_608,堆(积木),dui1(ji1mu4),pile,action_words,word,produces,
item_609,插(蜡烛),cha1(la4zhu2),insert,action_words,word,produces,
item_610,(洗澡)喷头,(xi3zao3)pen1tou2,sprayer,furniture_rooms,word,produces,
item_611,冰箱,bing1xiang1,refrigerator,furniture_rooms,word,produces,refrigerator
item_612,厕所,ce4suo3,W.C.; bathroom,furniture_rooms,word,produces,bathroom
item_613,抽屉,chou1ti5,drawer,furniture_rooms,word,produces,drawer
item_614,厨房,chu2fang2,kitchen,furniture_rooms,word,produces,kitchen
item_615,窗子,chuang1zi5,window,furniture_rooms,word,produces,window
item_616,窗帘,chuang1lian2,curtain,furniture_rooms,word,produces,curtain
item_617,床,chuang2,bed,furniture_rooms,word,produces,bed
item_618,凳子,deng4zi5,stool,furniture_rooms,word,produces,
item_619,电话,dian4hua4,telephone,furniture_rooms,word,produces,telephone
item_620,电视,dian4shi4,TV,furniture_rooms,word,produces,tv
item_621,柜子,gui4zi5,cabinet,furniture_rooms,word,produces,closet
item_622,客厅,ke4ting1,living room,furniture_rooms,word,produces,living room
item_623,空调,kong1tiao2,air conditioner,furniture_rooms,word,produces,
item_624,炉子,lu2zi5,stove,furniture_rooms,word,produces,stove
item_625,门,men2,door,furniture_rooms,word,produces,door
item_626,暖气,nuan3qi4,heating,furniture_rooms,word,produces,
item_627,沙发,sha1fa1,couch; sofa,furniture_rooms,word,produces,couch
item_628,书架,shu1jia4,bookshelf,furniture_rooms,word,produces,
item_629,水池,shui3chi2,sink,furniture_rooms,word,produces,sink
item_630,微波炉,wei1bo1lu2,microwave oven,furniture_rooms,word,produces,
item_631,卧室,wo4shi4,bedroom,furniture_rooms,word,produces,bedroom
item_632,屋子,wu1zi5,room,furniture_rooms,word,produces,room
item_633,洗衣机,xi3yi1ji1,washer,furniture_rooms,word,produces,washing machine
item_634,摇椅,yao2yi3,rocking chair,furniture_rooms,word,produces,rocking chair
item_635,衣柜,yi1gui4,wardrobe,furniture_rooms,word,produces,wardrobe
item_636,椅子,yi3zi5,chair,furniture_rooms,word,produces,chair
item_637,浴缸,yu4gang1,bathtub,furniture_rooms,word,produces,bathtub
item_638,浴室,yu4shi4,bathroom,furniture_rooms,word,produces,bathroom
item_639,澡盆,zao3pen2,bathtub,furniture_rooms,word,produces,bathtub
item_640,桌子,zhuo1zi5,table,furniture_rooms,word,produces,table
item_641,电风扇,dian4feng1shan4,fan,furniture_rooms,word,produces,
item_642,电脑,dian4nao3,computer,furniture_rooms,word,produces,computer
item_643,衣服,yi1fu5,dress,clothing,word,produces,dress
item_644,雨衣,yu3yi1,raincoat,clothing,word,produces,
item_645,毛衣,mao2yi1,sweater,clothing,word,produces,sweater
item_646,棉衣,mian2yi1,jacket,clothing,word,produces,jacket
item_647,睡衣,shui4yi1,pajamas,clothing,word,produces,pajamas
item_648,大衣,da4yi1,coat,clothing,word,produces,coat
item_649,西服,xi1fu2,western-style clothes,clothing,word,produces,
item_650,手套,shou3tao4,glove,clothing,word,produces,gloves
item_651,裙子,qun2zi5,skirt,clothing,word,produces,skirt
item_652,帽子,mao4zi5,hat,clothing,word,produces,hat
item_653,裤子,ku4zi5,pants,clothing,word,produces,pants
item_654,短裤,duan3ku4,pants; shorts,clothing,word,produces,shorts
item_655,鞋,xie2,shoe,clothing,word,produces,shoe
item_656,雨鞋,yu3xie2,rain boot,clothing,word,produces,
item_657,皮鞋,pi2xie2,leather shoe ,clothing,word,produces,
item_658,拖鞋,tuo1xie2,slippers,clothing,word,produces,slipper
item_659,运动鞋,yun4dong4xie2,sneakers,clothing,word,produces,
item_660,凉鞋,liang2xie2,sandal,clothing,word,produces,sandals
item_661,皮带,pi2dai4,belt,clothing,word,produces,
item_662,围巾,wei2jin1,scarf,clothing,word,produces,scarf
item_663,项链,xiang4lian4,necklace,clothing,word,produces,necklace
item_664,耳环,er3huan2,earring,clothing,word,produces,
item_665,领带,ling3dai4,tie,clothing,word,produces,
item_666,拉链,la1lian4,zipper,clothing,word,produces,zipper
item_667,袜子,wa4zi5,sock,clothing,word,produces,sock
item_668,珠子,zhu1zi5,beads,clothing,word,produces,beads
item_669,扣子,kou4zi5,button,clothing,word,produces,button
item_670,他(她),ta1,he; she; him,pronouns,word,produces,he
item_671,他(她)的,ta1de5,his; her,pronouns,word,produces,his
item_672,他们,ta1men5,them,pronouns,word,produces,them
item_673,他们的,ta1men5 de5,their,pronouns,word,produces,
item_674,你,ni3,you,pronouns,word,produces,you
item_675,你的,ni3de5,your,pronouns,word,produces,your
item_676,你们,ni3men5,you,pronouns,word,produces,you
item_677,你们的,ni3men5 de5,your,pronouns,word,produces,your
item_678,我,wo3,I,pronouns,word,produces,I
item_679,我的,wo3de5,mine; my,pronouns,word,produces,my
item_680,我们,wo3men5,us; we,pronouns,word,produces,we
item_681,我们的,wo3men5 de5,our,pronouns,word,produces,our
item_682,我自己,wo3 zi4ji3,myself,pronouns,word,produces,
item_683,这儿,zher4,here,pronouns,word,produces,here
item_684,这个,zhe4ge5,this,pronouns,word,produces,this
item_685,这些,zhe4xie1,these,pronouns,word,produces,these
item_686,那些,na4xie1,those,pronouns,word,produces,those
item_687,那儿,nar4,there,pronouns,word,produces,there
item_688,那个,na4ge5,that,pronouns,word,produces,that
item_689,怎么,zen3me5,how,question_words,word,produces,how
item_690,什么,shen2me5,what,question_words,word,produces,what
item_691,几点,ji3dian3,when,question_words,word,produces,when (question)
item_692,哪里,na3li5,where,question_words,word,produces,where
item_693,哪个,na3ge5,which,question_words,word,produces,which (question)
item_694,谁,shui2,who,question_words,word,produces,who
item_695,为什么,wei4shen2me5,why,question_words,word,produces,why
item_696,干吗,gan4ma2,what are you doing?,question_words,word,produces,
item_697,哪儿,nar3,where,question_words,word,produces,where
item_698,以前,yi3qian2,before,time_words,word,produces,
item_699,以后,yi3hou4,after,time_words,word,produces,after
item_700,今天,jin1tian1,today,time_words,word,produces,today
item_701,昨天,zuo2tian1,yesterday,time_words,word,produces,yesterday
item_702,明天,ming2tian1,tomorrow,time_words,word,produces,tomorrow
item_703,白天,bai2tian1,day,time_words,word,produces,day
item_704,晚上,wan3shang5,night,time_words,word,produces,night
item_705,早上,zao3shang5,morning,time_words,word,produces,morning
item_706,上午,shang4wu3,morning,time_words,word,produces,morning
item_707,中午,zhong1wu3,noon,time_words,word,produces,
item_708,下午,xia4wu3,afternoon,time_words,word,produces,
item_709,现在,xian4zai4,now,time_words,word,produces,now
item_710,一会,yi2huir4,a while,time_words,word,produces,
