Participant ID:,Sex:,Infant Birthdate:,Test Date:,Age (Months),Primary Caregiver:,Prim. Caregiver Education:,Secondary Caregiver: ,Sec. Caregiver Education: ,Income:,mom_ed,choo choo,meow,ouch,uh oh,bird,dog,duck,kitty,lion,mouse,car,stroller,ball,book,doll,bread,candy,cereal,cookie,juice,toast,hat,pants,shoe,sock,eye,head,leg,nose,tooth,chair,couch,kitchen,table,television,blanket,bottle,cup,dish,lamp,radio,spoon,flower,home,moon,outside,plant,rain,rock,water,babysitter,girl,grandma,mommy,bath,don't ,hi,night night,patty cake,please,wait,break,feed,finish,help,jump,kick,kiss,push,sing,smile,night,today,all gone,big,broken,dark,fast,hurt,pretty,soft,I,me,how,who,away,out,other,some,Total,Notes:
AS-157,M,2010-07-06,2011-10-31,15.85,Mother,College Degree,Father,College Degree,"$101,000-$120,000",College Degree,0,0,0,2,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
AS-158,M,2010-07-19,2011-11-01,15.45,Mother,Graduate Degree,Father,Graduate Degree,N/A,Graduate Degree,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,58,
AS-159,F,2010-06-15,2011-11-01,16.57,Mother,Graduate Degree,Father,College Degree,"$61,000-$80,000",Graduate Degree,0,1,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,
AS-160,M,2009-10-22,2011-11-03,24.39,Father,Graduate Degree,Mother,Graduate Degree,"$81,000-$100,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,0,0,2,2,2,2,79,
AS-161,M,2010-04-15,2011-11-04,18.67,Grandparent,High School Diploma,Grandparent,College Degree,"Less than $25,000",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
AS-162,M,2010-06-11,2011-11-04,16.8,Mother,Graduate Degree,Father,College Degree,"$101,000-$120,000",Graduate Degree,1,2,0,2,1,2,2,0,2,0,0,0,2,2,0,1,0,0,0,0,0,2,2,2,2,2,2,0,2,2,1,0,0,0,0,1,2,2,1,2,0,2,1,0,2,1,0,0,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
AS-163,F,2010-04-14,2011-11-07,18.81,Daycare ,No high school,Mother,College Degree ,"Above $150,000",College Degree,2,1,1,2,1,2,0,1,1,1,1,1,1,2,0,0,0,0,2,2,0,2,1,2,0,1,1,0,2,0,1,0,0,1,1,1,2,1,0,0,0,0,2,0,0,2,0,0,0,1,0,2,0,2,2,2,2,2,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,47,
AS-164,F,2010-04-05,2011-11-07,19.1,Mother,Graduate Degree ,Father,Graduate Degree ,"$41,000-$60,000",Graduate Degree,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,1,2,2,0,1,0,2,2,2,2,2,1,2,2,2,0,2,2,2,2,1,2,2,1,2,1,0,1,1,2,2,2,1,1,2,1,1,0,2,1,0,0,1,1,1,1,2,2,0,1,1,1,1,0,78,
AS-165,F,2009-11-01,2011-11-08,24.23,Mother,College Degree ,Father,College Degree ,"$121,000-$150,000",College Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,89,
AS-166,F,2010-03-24,2011-11-08,19.53,Mother,College Degree ,Father,College Degree ,"$41,000-$60,000",College Degree,2,2,2,2,2,2,2,0,1,2,2,1,2,2,2,0,2,1,2,2,0,2,2,2,2,2,2,1,2,1,2,1,1,2,0,2,2,2,2,0,0,2,2,1,2,2,1,1,1,2,0,2,2,2,2,2,2,2,1,2,1,0,0,0,2,2,2,1,0,1,1,1,0,2,1,0,1,1,1,0,1,2,1,0,0,1,1,0,0,71,
AS-167,M,2010-06-26,2011-11-09,16.47,Mother,Graduate Degree ,Nanny,High School Diploma ,"$101,000-$120,000",Graduate Degree,2,0,1,2,1,2,2,1,1,0,1,1,2,2,0,0,1,1,2,1,1,0,1,2,1,0,1,0,2,0,1,1,1,0,0,0,2,1,1,0,0,1,0,1,1,1,0,0,0,2,1,0,0,2,1,1,2,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
AS-168,F,2010-06-19,2011-11-10,16.73,Mother,Graduate Degree ,Father,Graduate Degree ,"$61,000-$80,000",Graduate Degree,2,2,0,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,1,0,0,2,1,2,2,2,2,1,2,1,1,0,1,0,0,1,0,1,0,2,0,2,2,1,1,1,0,2,1,2,0,1,1,2,2,0,2,1,1,0,1,0,0,0,2,0,2,2,2,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,54,
AS-169,M,2010-08-04,2011-11-10,15.22,Mother,College Degree ,Father,High School Diploma ,"Less than $25,000",College Degree,2,0,2,0,1,0,2,1,0,1,2,1,2,2,0,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,0,2,1,1,2,2,0,1,1,2,2,1,2,1,1,2,2,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,68,
AS-170,F,2009-10-27,2011-11-11,24.49,Mother,Graduate Degree ,Father,Graduate Degree,N/A,Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,89,
AS-171,M,2009-10-13,2011-11-11,24.95,Mother,Graduate Degree ,Father,Graduate Degree ,"$25,000-$40,000",Graduate Degree,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,85,
AS-172,F,2009-11-23,2011-11-17,23.8,Mother,Graduate Degree ,Father,College Degree ,"Above $150,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,86,
AS-173,M,2010-03-23,2011-11-14,19.76,Mother,High School Diploma ,Father,High School Diploma ,"$101,000-$120,000",High School Diploma,2,1,2,2,0,2,1,1,2,0,1,1,2,1,1,0,0,0,0,0,2,2,1,2,2,2,2,0,2,2,1,1,1,1,0,1,0,1,1,0,0,1,1,2,1,1,0,0,1,1,0,0,1,2,1,1,2,1,1,2,1,0,1,2,1,1,0,1,0,1,1,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,58,
AS-174,M,2010-08-06,2011-11-15,15.32,Mother,College Degree ,Father,College Degree ,"$25,000-$40,000",College Degree,2,1,2,1,1,2,2,1,1,1,2,1,1,2,0,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,0,0,2,1,2,1,2,1,0,2,1,0,1,1,1,0,0,1,1,1,1,1,0,2,1,0,1,1,1,1,1,0,1,0,0,0,2,0,0,73,
AS-175,M,2010-08-11,2011-11-16,15.19,Mother,Graduate Degree ,Father,Graduate Degree ,"$121,000-$150,000",Graduate Degree,1,0,0,2,1,1,1,1,0,0,1,1,2,2,0,2,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,2,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,
AS-176,N/A,2010-05-13,2011-11-17,18.18,Mother,Graduate Degree ,Father,Graduate Degree ,"$41,000-$60,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,2,2,0,2,1,2,0,2,2,2,2,2,2,2,2,1,0,0,1,2,2,2,1,78,
AS-177,F,2010-08-03,2011-11-17,15.48,Mother,High School Diploma ,Father,High School Diploma ,N/A,High School Diploma,1,0,1,1,0,1,0,1,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23,
AS-178,M,2010-07-09,2011-11-18,16.34,Mother,College Degree ,Father,College Degree ,"$61,000-$80,000",College Degree,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,60,
AS-179,M,2010-06-23,2011-11-18,16.87,Mother,College Degree ,Father,High School Diploma ,"$81,000-$100,000",College Degree,0,0,0,2,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,1,2,2,1,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
AS-180,F,2010-04-07,2011-11-21,19.5,Nanny,High School Diploma,Mother,Graduate Degree ,"$61,000-$80,000",Graduate Degree,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,0,2,0,2,1,2,2,1,1,1,1,2,1,1,1,1,0,1,1,1,2,1,0,2,1,1,2,2,0,1,1,1,0,1,1,2,1,1,2,2,1,2,1,0,2,2,1,1,0,1,1,2,0,1,0,1,1,0,0,0,2,0,0,0,2,1,1,0,1,0,0,70,
AS-181,F,2010-03-25,2011-11-28,20.15,Mother,Graduate Degree,Father,Graduate Degree,"Above $150,000",Graduate Degree,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,1,0,1,1,1,2,0,0,1,0,2,2,2,0,0,0,2,2,2,0,2,0,2,0,2,0,0,2,2,2,2,2,2,0,2,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,50,
AS-182,F,2010-03-21,2011-11-28,20.28,Mother,College Degree,Daycare,N/A,"Above $150,000",College Degree,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,0,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,2,1,2,1,2,1,2,1,1,1,1,2,2,1,87,
AS-183,M,2009-10-27,2011-11-29,25.08,Mother,Graduate Degree,Father,High School Diploma,N/A,Graduate Degree,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,86,
AS-184,F,2010-05-19,2011-11-30,18.41,Father,Vocational,Mother,Vocational,"$61,000-$80,000",Some College,0,1,2,2,2,2,0,0,0,0,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
AS-185,M,2010-04-04,2011-12-01,19.92,Nanny,High School Diploma,Mother,Graduate Degree,"Above $150,000",Graduate Degree,2,2,2,2,2,2,2,2,1,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1,1,0,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,0,0,1,2,2,1,2,2,0,0,1,0,0,1,1,2,1,1,2,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,68,
AS-186,M,2010-04-04,2011-12-01,19.92,Nanny,High School Diploma,Mother,Graduate Degree,"Above $150,000",Graduate Degree,2,2,2,2,2,2,2,2,1,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1,1,0,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,0,0,1,2,2,1,2,2,0,0,1,0,0,1,1,2,1,1,2,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,68,
AS-187,F,2010-05-10,2011-12-05,18.87,Mother,College Degree,Father,College Degree,"Above $150,000",College Degree,2,2,2,2,2,2,2,1,1,1,2,2,2,2,0,1,0,2,2,0,0,2,2,2,2,2,2,1,2,2,2,1,1,0,0,2,2,2,0,0,0,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,0,2,2,2,1,1,2,1,1,1,0,0,2,0,2,0,0,2,0,2,0,1,0,1,0,2,1,0,69,
AS-188,M,2010-05-02,2011-12-07,19.2,Nanny,Some High School,Mother,Graduate Degree,"Above $150,000",Graduate Degree,2,0,0,2,0,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,1,0,2,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,
AS-189,M,2009-12-24,2011-12-08,23.47,Mother,College Degree,Father,College Degree,"$81,000-$100,000",College Degree,1,2,2,2,1,2,2,2,1,1,2,1,2,1,0,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,2,2,1,0,0,2,2,1,1,2,2,0,2,2,1,1,1,2,1,2,1,1,1,1,2,0,2,1,1,2,1,1,1,1,0,2,2,0,2,2,2,0,77,
AS-190,F,2010-05-04,2011-12-13,19.33,Mother,Graduate Degree ,Father,College Degree,"$121,000-$150,000",Graduate Degree,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,75,
AS-191,F,2009-12-30,2011-12-15,23.51,Mother,College Degree,Father,College Degree,N/A,College Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,87,
AS-192,F,2010-04-21,2011-12-15,19.82,Mother,High School Diploma,Father,High School Diploma,"$61,000-$80,000",High School Diploma,2,1,2,2,2,2,2,2,0,0,2,1,2,2,2,1,2,0,2,2,0,2,1,2,2,2,0,2,2,0,2,0,0,0,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,0,2,0,0,0,2,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,46,
AS-193,M,2010-01-30,2012-03-02,25.05,Grandparent,High School Diploma,Nanny,High School Diploma,"$61,000-$80,000",,2,1,0,2,2,2,2,0,2,2,2,0,2,2,0,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,0,2,1,2,0,1,2,2,2,2,2,2,0,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,82,
AS-194,F,2010-03-05,2012-03-02,23.93,N/A,N/A,N/A,N/A,N/A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AS-195,M,2010-02-08,2012-03-06,24.89,Mother,Graduate Degree,N/A,N/A,"$25,000-$40,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,86,
AS-196,F,2010-08-13,2012-03-07,18.81,Father,Some High School,Mother,High School Diploma,"$41,000-$60,000",High School Diploma,2,2,2,1,2,2,2,2,2,1,2,0,2,2,0,2,1,1,2,2,0,2,1,2,0,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,0,2,1,2,2,2,0,1,0,2,0,2,2,2,2,1,2,2,0,1,1,0,2,0,1,2,0,2,2,2,2,2,0,2,2,0,0,1,0,1,0,1,2,0,0,0,2,2,0,68,
AS-197,M,2010-08-18,2012-03-07,18.64,Mother,College Degree,Father,Graduate Degree,"$81,000-$100,000",College Degree,2,2,0,2,2,2,2,2,2,2,2,0,2,2,1,2,0,2,2,2,0,2,1,2,2,2,2,0,2,2,1,1,0,1,2,0,2,2,0,2,0,2,1,0,2,2,0,1,0,2,0,0,2,2,2,0,2,0,0,2,1,0,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,0,2,0,0,53,
AS-198,F,2010-08-07,2012-03-09,19.07,Mother,College Degree,Father,College Degree,"$25,000-$40,000",College Degree,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,2,0,2,2,2,1,2,2,0,2,2,2,0,1,1,1,2,1,1,0,0,0,2,2,1,2,1,1,1,0,2,0,0,0,2,2,0,2,1,0,2,1,0,2,2,2,1,0,2,1,1,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,62,
AS-199,M,2010-07-28,2012-03-12,19.5,Father,College Degree,Mother,Graduate Degree,"$121,000-$150,000",Graduate Degree,0,2,2,2,0,1,0,1,1,0,2,1,2,2,1,1,2,1,2,2,0,2,1,2,2,2,2,1,2,1,1,0,0,1,1,2,2,1,0,1,0,1,0,1,1,2,0,0,1,1,0,0,2,2,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,59,
AS-200,F,2010-08-31,2012-03-13,18.41,Mother,College Degree,Father,College Degree,"$121,000-$150,000",College Degree,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,0,1,1,2,0,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,0,1,1,0,1,1,2,1,2,2,1,1,1,2,0,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,0,0,1,1,1,2,2,1,1,1,1,1,1,82,
AS-201,F,2010-09-02,2012-03-16,18.44,Mother,Graduate Degree,Father,Graduate Degree,"$61,000-$80,000",Graduate Degree,0,0,1,2,1,2,2,1,1,0,2,1,2,2,0,0,0,0,1,1,0,1,1,1,1,2,1,0,1,1,1,0,0,1,0,0,2,2,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,2,1,1,2,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45,
AS-202,F,2010-07-15,2012-03-19,20.15,N/A,N/A,N/A,N/A,N/A,,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,0,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,86,
AS-203,M,2010-08-07,2012-03-20,19.43,Mother,College Degree,Father,Graduate Degree,"$121,000-$150,000",College Degree,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,2,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,2,1,2,2,2,2,2,2,2,0,2,2,2,0,1,2,2,2,1,2,2,0,2,1,2,1,1,2,1,1,2,2,1,1,2,0,2,1,2,1,1,2,0,1,1,1,0,1,0,2,1,1,78,
AS-204,M,2010-09-06,2012-03-21,18.48,Mother,In College,Father,In College ,"Less than $25,000",Some College,2,2,0,2,2,2,2,2,0,0,2,0,2,0,0,0,0,2,2,0,0,1,0,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,2,1,0,2,2,0,2,0,0,1,2,1,1,1,2,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,45,
AS-205,F,2010-08-31,2012-04-03,19.1,Mother,High School Diploma,Grandparent,High School Diploma,"Less than $25,000",High School Diploma,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,0,2,1,1,0,2,0,0,0,2,2,2,2,2,2,2,2,0,1,1,0,2,1,1,1,2,1,2,0,2,1,1,1,0,2,2,2,0,2,0,2,1,2,0,1,74,
AS-206,M,2010-07-30,2012-04-04,20.19,Mother,College Degree,Father,College Degree,"Above $150,000",College Degree,0,2,1,2,2,2,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,1,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36,
AS-207,F,2010-08-18,2012-04-04,19.56,Mother,College Degree,Father,Graduate Degree,"$121,000-$150,000",College Degree,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,80,
AS-208,M,2010-04-16,2012-04-06,23.7,Mother,College Degree,Father,Some College,"$81,000-$100,000",College Degree,2,2,2,2,2,1,1,1,0,0,2,0,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,0,0,0,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,2,2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,0,0,1,2,0,0,75,
AS-209,F,2010-08-02,2012-04-06,20.15,Mother,Graduate Degree,Father,Graduate Degree,"Above $150,000",Graduate Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,89,
AS-210,M,2010-08-16,2012-04-10,19.82,Mother,N/A,Father,College Degree,"$61,000-$80,000",,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,0,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,0,0,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,84,
AS-211,F,2010-08-28,2012-04-13,19.53,Mother,College Degree,Father,College Degree,"$81,000-$100,000",College Degree,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,0,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,2,0,0,2,2,2,2,2,2,0,1,1,0,2,2,1,1,1,2,1,1,1,0,0,2,0,1,0,0,1,0,2,0,0,0,1,1,1,0,1,70,
AS-212,F,2010-09-27,2012-04-16,18.64,Mother,College Degree,Father,College Degree,"$101,000-$120,000",College Degree,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,89,
