itemID,item,type,category,choices,definition,gloss,uni_lemma
item_442,,gestures_first,,yes; no,Mostra all'adulto ciò che ha in mano,Shows to adult what has in his/her hand,
item_443,,gestures_first,,yes; no,Dà all'adulto ciò che ha in mano,Gives to adult what has in his/her hand,
item_444,,gestures_first,,yes; no,Richiede un oggetto stendendo il braccio,Request object extending his/her hand,
item_445,,gestures_first,,yes; no,Indica un oggetto o un evento,Points to an object or event,
item_446,,gestures_first,,yes; no,Fa ciao con la mano,Waves the hand for “bye bye”,
item_447,,gestures_first,,yes; no,Alza le braccia per farsi prendere su,Extends his/her arm upward to signal a wish to be picked up,
item_448,,gestures_first,,yes; no,"Fa ""no"" con la testa o con il dito",Shakes head or finger for “no”,
item_449,,gestures_first,,yes; no,"Fa ""si"" con la testa",Nods head “yes”,
item_450,,gestures_first,,yes; no,"Fa ""sch"" (""silenzio"") con l'indice sulle labbra","Index to lips for ""sch"" (""be silent"")",
item_451,,gestures_first,,yes; no,Soffia per far capire che qualcosa scotta,Blow to indicate something is hot,
item_452,,gestures_first,,yes; no,"Gira il dito sulla guancia per dire ""è buono""",Index to cheek for something tasting good,
item_453,,gestures_first,,yes; no,Alza le spalle perché qualcosa non c'è più,Shrugs to indicate “all gone” or “where’d it go”,
item_454,,gestures_games,,yes; no,Gioca a nascondino (cuccù-settete),Play peekaboo,
item_455,,gestures_games,,yes; no,Batte le manine,Clap hands,
item_456,,gestures_games,,yes; no,Dà le tottò,Give slap,
item_457,,gestures_games,,yes; no,Fa le carezze,Caress,
item_458,,gestures_games,,yes; no,Balla,Dance,
item_459,,gestures_games,,yes; no,Manda un bacio,Blow kisses,
item_460,,gestures_objects,,yes; no,Mangia con un cucchiaio o con una forchetta,Eat with a spoon or fork,
item_461,,gestures_objects,,yes; no,Beve da un recipiente con dei liquidi,Drink from a cup or bottle containing liquid,
item_462,,gestures_objects,,yes; no,Si pettina o si spazzola i capelli,Comb or brush own hair,
item_463,,gestures_objects,,yes; no,Si lava i denti,Brush teeth,
item_464,,gestures_objects,,yes; no,Si pulisce il viso con le mani o una salvietta,Wipe face or hands with a towel or cloth,
item_465,,gestures_objects,,yes; no,Si mette il cappello,Put on hat,
item_466,,gestures_objects,,yes; no,Si mette le scarpe e le calze,Put on a shoe or sock,
item_467,,gestures_objects,,yes; no,Scava con una paletta,Dig with shovel,
item_468,,gestures_objects,,yes; no,Posa la testa sulla mano o su un cuscino,“Sleep” (leaning head on hand or pillow and closing eyes),
item_469,,gestures_objects,,yes; no,Chiude e apre le porte o gli sportelli,Open and close door and closet,
item_470,,gestures_objects,,yes; no,Prende un aeroplanino e lo fa volare,Hold plane and make it “fly”,
item_471,,gestures_objects,,yes; no,Porta il telefono all'orecchio,bring the telephone to the ear,
item_472,,gestures_objects,,yes; no,Annusa i fiori,Sniff flowers,
item_473,,gestures_objects,,yes; no,Spinge le automobiline,Push toy car or truck,
item_474,,gestures_objects,,yes; no,Lancia la palla,Throw a ball,
item_475,,gestures_objects,,yes; no,Versa liquidi da un contenitore all'altro,Pour pretend liquid from one container to another,
item_476,,gestures_objects,,yes; no,Mescola con un cucchiaio,Stir with spoon,
item_477,,gestures_parent,,yes; no,Mette a letto (bambole e pupazzi),Put to bed (dolls or stuffed animals),
item_478,,gestures_parent,,yes; no,Copre con le coperte (bambole e pupazzi),Cover with blanket (dolls or stuffed animals),
item_479,,gestures_parent,,yes; no,Imbocca con un cucchiaio (bambole e pupazzi),Feed with spoon (dolls or stuffed animals),
item_480,,gestures_parent,,yes; no,Dà da bere (a bambole e pupazzi),Feed with bottle (dolls or stuffed animals),
item_481,,gestures_parent,,yes; no,Pettina (bambole e pupazzi),Brush/comb hair (dolls or stuffed animals),
item_482,,gestures_parent,,yes; no,Accarezza (bambole e pupazzi),Caress (dolls or stuffed animals),
item_483,,gestures_parent,,yes; no,Spinge sulla carrozzina (bambole e pupazzi),Push in stroller/buggy (dolls or stuffed animals),
item_484,,gestures_parent,,yes; no,Culla (bambole e pupazzi),Rock (dolls or stuffed animals),
item_485,,gestures_parent,,yes; no,Bacia o abbraccia (bambole e pupazzi),Kiss or hug (dolls or stuffed animals),
item_486,,gestures_parent,,yes; no,Prova a infilare calze e scarpe (a bambole e pupazzi),Try to put shoe or sock (on dolls or stuffed animals),
item_487,,gestures_parent,,yes; no,Pulisce faccia o mani (a bambole e pupazzi),Wipe face or hands (dolls or stuffed animals),
item_488,,gestures_parent,,yes; no,Parla (con bambole e pupazzi),Talk to (dolls or stuffed animals),
item_489,,gestures_parent,,yes; no,Picchia (bambole e pupazzi),Pat or burp (dolls or stuffed animals),
item_490,,gestures_adult,,yes; no,Spazza con una scopa,Sweep with broom or mop,
item_491,,gestures_adult,,yes; no,Infila la chiave nella serratura e la gira,Put key in door or lock,
item_492,,gestures_adult,,yes; no,Batte con un martello,Pound with hammer or mallet,
item_493,,gestures_adult,,yes; no,Usa il telecomando,Use remote control,
item_494,,gestures_adult,,yes; no,Scrive a macchina o su computer,“Type” at a typewriter or computer keyboard,
item_495,,gestures_adult,,yes; no,Legge (apre libri sfoglia le pagine),“Read” (opens book turns page),
item_496,,gestures_adult,,yes; no,Passa l'aspirapolvere,Vacuum,
item_497,,gestures_adult,,yes; no,Innaffia le piante,Water plants,
item_498,,gestures_adult,,yes; no,Suona degli strumenti musicali,Play musical instrument,
item_499,,gestures_adult,,yes; no,Guida la macchina girando il volante,Drive car by turning steering wheel,
item_500,,gestures_adult,,yes; no,Lava i piatti,Wash dishes,
item_501,,gestures_adult,,yes; no,Pulisce con un panno o con un piumino,Clean with cloth or duster,
item_502,,gestures_adult,,yes; no,Scrive con una penna con una matita,Write with a pen pencil or marker,
item_503,,gestures_adult,,yes; no,Si mette collane braccialetti orologi,Put on a necklace bracelet or watch,
item_504,,gestures_adult,,yes; no,Si mette gli occhiali,Put on glasses,
item_505,,gestures_play,,yes; no,Giocare a far finta con degli oggetti,Pretending play with objects,
