itemID,item,type,choices,category,definition,complexity_category,gloss,uni_lemma
item_1,NA,word,understands; produces,sounds,ach,NA,oh,oh
item_398,NA,word,understands; produces,action_words,čítať,NA,to read,read
item_399,NA,word,understands; produces,action_words,dať,NA,give,give
item_400,NA,word,understands; produces,action_words,fúkať / pofúkať,NA,blow / exhale,blow
item_401,NA,word,understands; produces,action_words,hrýzť / žuvkať,NA,bite,bite
item_402,NA,word,understands; produces,action_words,chcieť,NA,to want,want
item_403,NA,word,understands; produces,action_words,ísť / chodiť / prísť,NA,go / go / come,walk
item_404,NA,word,understands; produces,action_words,potrebovať,NA,to need,need
item_405,NA,word,understands; produces,action_words,jesť / zjesť,NA,eating / eat,eat
item_406,NA,word,understands; produces,action_words,kakať,NA,pooh,poop
item_407,NA,word,understands; produces,action_words,kopať,NA,dig,kick
item_408,NA,word,understands; produces,action_words,kúpať / okúpať(sa),NA,swim / bathe,bathe
item_409,NA,word,understands; produces,action_words,kvapkať,NA,drip,drop
item_410,NA,word,understands; produces,action_words,ležať / ľahnúť,NA,lie / lie,lay
item_411,NA,word,understands; produces,action_words,zabaliť,NA,wrap,wrap
item_412,NA,word,understands; produces,action_words,vysušiť,NA,dry up,dry (action)
item_413,NA,word,understands; produces,action_words,mať,NA,have got,have
item_414,NA,word,understands; produces,action_words,natáčať / filmovať / kamerovať,NA,shoot / film / cameras,NA
item_415,NA,word,understands; produces,action_words,stratiť (sa),NA,get lost,NA
item_416,NA,word,understands; produces,action_words,obuť / vyzuť,NA,take off,remove
item_417,NA,word,understands; produces,action_words,otvoriť / zatvoriť,NA,Open / Close,close
item_418,NA,word,understands; produces,action_words,páliť,NA,fire,NA
item_419,NA,word,understands; produces,action_words,piecť,NA,to bake,bake
item_420,NA,word,understands; produces,action_words,piť,NA,drink,drink (action)
item_421,NA,word,understands; produces,action_words,sedieť,NA,sit,sit
item_422,NA,word,understands; produces,action_words,skákať,NA,jump,jump
item_423,NA,word,understands; produces,action_words,spadnúť,NA,fall down,fall
item_424,NA,word,understands; produces,action_words,spať,NA,back,sleep
item_425,NA,word,understands; produces,action_words,ťahať,NA,pull,pull
item_426,NA,word,understands; produces,action_words,tancovať,NA,to dance,dance
item_427,NA,word,understands; produces,action_words,ukázať,NA,to show,show
item_428,NA,word,understands; produces,action_words,variť / uvariť,NA,cook / cook,cook
item_429,NA,word,understands; produces,action_words,volať,NA,call,call
item_430,NA,word,understands; produces,action_words,zabudnúť,NA,to forget,forget
item_431,NA,word,understands; produces,action_words,môcť,NA,able,NA
item_432,NA,word,understands; produces,action_words,musieť,NA,have,NA
item_433,NA,word,understands; produces,action_words,vedieť,NA,to know,know
item_434,NA,word,understands; produces,action_words,bývať,NA,stay,live
item_435,NA,word,understands; produces,action_words,čakať / počkať,NA,wait / wait,wait
item_436,NA,word,understands; produces,action_words,dovoliť,NA,allow,allow
item_437,NA,word,understands; produces,action_words,dupať,NA,tramp,trample
item_438,NA,word,understands; produces,action_words,dvíhať,NA,lift,lift (action)
item_439,NA,word,understands; produces,action_words,hádzať,NA,throw,throw
item_440,NA,word,understands; produces,action_words,hľadať / pohľadať,NA,search / look for,look for
item_441,NA,word,understands; produces,action_words,hojdať (sa),NA,sway,swing (action)
item_442,NA,word,understands; produces,action_words,hovoriť / vravieť,NA,talk / speak,say
item_443,NA,word,understands; produces,action_words,hrať (sa),NA,play,play
item_444,NA,word,understands; produces,action_words,chutiť,NA,taste,taste
item_445,NA,word,understands; produces,action_words,chýbať,NA,to miss,miss
item_446,NA,word,understands; produces,action_words,chytiť,NA,to catch,touch
item_447,NA,word,understands; produces,action_words,kúpiť,NA,buy,buy
item_448,NA,word,understands; produces,action_words,ľúbiť,NA,love,love
item_449,NA,word,understands; produces,action_words,nájsť,NA,find,find
item_450,NA,word,understands; produces,action_words,obliekať / zobliekať / vyzliekať,NA,dress / undress / undressing,dress (action)
item_451,NA,word,understands; produces,action_words,odniesť,NA,to take away,carry
item_452,NA,word,understands; produces,action_words,opraviť,NA,fix,fix
item_453,NA,word,understands; produces,action_words,ostať / zostať,NA,remain / stay,stay
item_454,NA,word,understands; produces,action_words,páčiť sa,NA,to like,like
item_455,NA,word,understands; produces,action_words,pamätať (si),NA,to remember,remember
item_456,NA,word,understands; produces,action_words,Patriť / pasovať,NA,Include / Track,fit
item_457,NA,word,understands; produces,action_words,pichať,NA,poke,poke
item_458,NA,word,understands; produces,action_words,pískať,NA,whistle,whistle (action)
item_459,NA,word,understands; produces,action_words,plakať,NA,cry,cry
item_460,NA,word,understands; produces,action_words,plávať,NA,swim,swim
item_461,NA,word,understands; produces,action_words,pokaziť / zlomiť,NA,break / break,break
item_462,NA,word,understands; produces,action_words,pomáhať / pomôcť,NA,assist / help,help
item_463,NA,word,understands; produces,action_words,porezať (sa),NA,cut,cut
item_464,NA,word,understands; produces,action_words,postaviť (sa),NA,stand up,stand
item_465,NA,word,understands; produces,action_words,povedať,NA,to tell,say
item_466,NA,word,understands; produces,action_words,pozrieť / pozerať,NA,see / watch,look
item_467,NA,word,understands; produces,action_words,požičať,NA,to lend,lend
item_468,NA,word,understands; produces,action_words,pustiť,NA,release,release
item_469,NA,word,understands; produces,action_words,pýtať sa,NA,ask,ask
item_470,NA,word,understands; produces,action_words,rezať / krájať,NA,cut / cut,cut
item_471,NA,word,understands; produces,action_words,robiť / urobiť,NA,do / do,work (action)
item_472,NA,word,understands; produces,action_words,roztopiť sa,NA,melt the,melt
item_473,NA,word,understands; produces,action_words,sadnúť,NA,sit,sit
item_474,NA,word,understands; produces,action_words,schovať,NA,hide,hide
item_475,NA,word,understands; produces,action_words,skladať / poskladať,NA,Stock / folded,stack (action)
item_476,NA,word,understands; produces,action_words,smiať sa,NA,laugh,laugh
item_477,NA,word,understands; produces,action_words,spievať,NA,to sing,sing
item_478,NA,word,understands; produces,action_words,spláchnuť,NA,flush,flush
item_479,NA,word,understands; produces,action_words,stáť / zastaviť,NA,cost / stop,stop
item_480,NA,word,understands; produces,action_words,svietiť,NA,shine,shine
item_481,NA,word,understands; produces,action_words,šmýkať (sa),NA,slide,slide (action)
item_482,NA,word,understands; produces,action_words,telefonovať,NA,call,call
item_483,NA,word,understands; produces,action_words,tiecť,NA,to flow,flow
item_484,NA,word,understands; produces,action_words,umývať (sa),NA,Wash,wash
item_485,NA,word,understands; produces,action_words,učiť (sa),NA,learn,learn
item_486,NA,word,understands; produces,action_words,točiť (sa) / krútiť (sa),NA,Spin,turn
item_487,NA,word,understands; produces,action_words,vidieť,NA,see,see
item_488,NA,word,understands; produces,action_words,voňať,NA,smell,smell
item_489,NA,word,understands; produces,action_words,vstávať,NA,get up,get up
item_490,NA,word,understands; produces,action_words,vybrať,NA,choose,pick
item_491,NA,word,understands; produces,action_words,zamknúť,NA,lock,lock (action)
item_492,NA,word,understands; produces,action_words,zašpiniť,NA,dirty,dirty (action)
item_493,NA,word,understands; produces,action_words,zívať,NA,gape,yawn
item_494,NA,word,understands; produces,action_words,zmestiť sa,NA,Fits,fit
item_495,NA,word,understands; produces,action_words,nefunguje / nedarí sa / nejde / nedá sa,NA,does not work / it can not / can not / can not be,NA
item_496,NA,word,understands; produces,descriptive_words,celý,NA,all,all
item_497,NA,word,understands; produces,descriptive_words,červený,NA,red,red
item_498,NA,word,understands; produces,descriptive_words,čistý,NA,clean,clean (description)
item_499,NA,word,understands; produces,descriptive_words,ďalší,NA,next,another
item_500,NA,word,understands; produces,descriptive_words,detský,NA,baby,childish
item_501,NA,word,understands; produces,descriptive_words,dobrý,NA,good,good
item_502,NA,word,understands; produces,descriptive_words,horúci*,NA,hot *,hot
item_503,NA,word,understands; produces,descriptive_words,chorý,NA,ill,sick
item_504,NA,word,understands; produces,descriptive_words,iný / druhý,NA,other / other,another
item_505,NA,word,understands; produces,descriptive_words,krásny,NA,beautiful,beautiful
item_506,NA,word,understands; produces,descriptive_words,malý,NA,little,little (description)
item_507,NA,word,understands; produces,descriptive_words,modrý,NA,blue,blue
item_508,NA,word,understands; produces,descriptive_words,nakreslený,NA,drawn,drawn
item_509,NA,word,understands; produces,descriptive_words,otvorený,NA,open,open (description)
item_510,NA,word,understands; produces,descriptive_words,názvy farieb (napr; zelený; ružový; žltý; …),NA,color name (eg. green / pink / yellow ...),NA
item_511,NA,word,understands; produces,descriptive_words,pekný,NA,nice,pretty
item_512,NA,word,understands; produces,descriptive_words,prázdny,NA,empty,empty
item_513,NA,word,understands; produces,descriptive_words,slaný / horký / štipľavý,NA,salty / bitter / pungent,NA
item_514,NA,word,understands; produces,descriptive_words,studený,NA,cold,cold
item_515,NA,word,understands; produces,descriptive_words,škaredý,NA,ugly,ugly
item_516,NA,word,understands; produces,descriptive_words,špinavý*,NA,dirty *,dirty
item_517,NA,word,understands; produces,descriptive_words,taký,NA,such,such
item_518,NA,word,understands; produces,descriptive_words,taký istý,NA,The same,same
item_519,NA,word,understands; produces,descriptive_words,teplý / horúci,NA,warm / hot,hot
item_520,NA,word,understands; produces,descriptive_words,veľký,NA,the great,big
item_521,NA,word,understands; produces,descriptive_words,zelený,NA,green,green
item_522,NA,word,understands; produces,descriptive_words,zlý,NA,bad,bad
item_523,NA,word,understands; produces,pronouns,ja,NA,I,1SG
item_524,NA,word,understands; produces,pronouns,mi / ma,NA,I / m,1SG
item_525,NA,word,understands; produces,pronouns,moje,NA,my,1SG.POSS
item_526,NA,word,understands; produces,pronouns,ty,NA,the,2SG
item_527,NA,word,understands; produces,pronouns,ti / ťa/ s tebou,NA,I / you / with you,2SG
item_528,NA,word,understands; produces,pronouns,tvoje,NA,Your,2SG.POSS
item_529,NA,word,understands; produces,pronouns,si (=sebe),NA,self,REFL
item_530,NA,word,understands; produces,pronouns,on / ona,NA,he she,3SG
item_531,NA,word,understands; produces,pronouns,mu / ho / jej / ju,NA,it / him / her / it,3SG
item_532,NA,word,understands; produces,pronouns,my,NA,we,1PL
item_533,NA,word,understands; produces,pronouns,nám,NA,us,1PL
item_534,NA,word,understands; produces,pronouns,vy,NA,you,2PL
item_535,NA,word,understands; produces,pronouns,vám,NA,you,2PL
item_536,NA,word,understands; produces,pronouns,oni,NA,they,3PL
item_537,NA,word,understands; produces,pronouns,ich,NA,their,3PL
item_538,NA,word,understands; produces,pronouns,to,NA,it,that
item_539,NA,word,understands; produces,pronouns,ten / tento / tá,NA,this / that / it,that
item_540,NA,word,understands; produces,pronouns,tú,NA,here,this
item_541,NA,word,understands; produces,pronouns,tieto,NA,these,these
item_542,NA,word,understands; produces,pronouns,niekto / niečo,NA,someone / something,someone
item_543,NA,word,understands; produces,locations,ďaleko,NA,far,far
item_544,NA,word,understands; produces,locations,dnu / vnútri,NA,inside / inside,inside
item_545,NA,word,understands; produces,locations,dole / dolu,NA,down / down,down
item_546,NA,word,understands; produces,locations,doma,NA,at home,home
item_547,NA,word,understands; produces,locations,hore,NA,up,up
item_548,NA,word,understands; produces,locations,inam,NA,elsewhere,elsewhere
item_549,NA,word,understands; produces,locations,nabok,NA,aside,beside
item_550,NA,word,understands; produces,locations,niekde,NA,somewhere,somewhere
item_551,NA,word,understands; produces,locations,okolo,NA,around,around
item_552,NA,word,understands; produces,locations,preč,NA,away,away
item_553,NA,word,understands; produces,locations,sem,NA,here,here
item_554,NA,word,understands; produces,locations,tam,NA,there,there
item_555,NA,word,understands; produces,locations,tu / tuto,NA,here / this,here
item_556,NA,word,understands; produces,locations,von,NA,out,out
item_557,NA,word,understands; produces,locations,vysoko,NA,high,high
item_558,NA,word,understands; produces,locations,vzadu / dozadu,NA,front / rear,back (location)
item_559,NA,word,understands; produces,question_words,ako / aký / aká / aké?,NA,how / what / how / what?,how
item_560,NA,word,understands; produces,question_words,čo je to?,NA,What is it?,what
item_561,NA,word,understands; produces,question_words,kam ide?,NA,where is it?,where (question)
item_562,NA,word,understands; produces,question_words,kde  je?,NA,where is the?,where (question)
item_563,NA,word,understands; produces,question_words,koľko?,NA,how much?,how
item_564,NA,word,understands; produces,question_words,kto to je?,NA,who's this?,who
item_565,NA,word,understands; produces,question_words,ktorý / ktorá / ktoré?,NA,who / which / that?,which (question)
item_566,NA,word,understands; produces,question_words,prečo?,NA,Why?,why
item_567,NA,word,understands; produces,question_words,s čím / s kým?,NA,What / who?,NA
item_568,NA,word,understands; produces,quantifiers,jeden; dva…,NA,one two…,one two three
item_569,NA,word,understands; produces,quantifiers,málo,NA,a little,little (amount)
item_570,NA,word,understands; produces,quantifiers,nič,NA,nothing,nothing
item_571,NA,word,understands; produces,quantifiers,trošku,NA,slightly,little (amount)
item_572,NA,word,understands; produces,quantifiers,veľa,NA,a lot,many
item_573,NA,word,understands; produces,quantifiers,všetci / všetko,NA,all / all,all
item_574,NA,word,understands; produces,descriptive_words (adverbs),dnes,NA,today,today
item_575,NA,word,understands; produces,descriptive_words (adverbs),dobre,NA,all right,good
item_576,NA,word,understands; produces,descriptive_words (adverbs),ešte / ešte raz,NA,still / again,again
item_577,NA,word,understands; produces,descriptive_words (adverbs),hotovo,NA,all done,finished
item_578,NA,word,understands; produces,descriptive_words (adverbs),krivo,NA,falsely,wrong
item_579,NA,word,understands; produces,descriptive_words (adverbs),najprv,NA,at first,first
item_580,NA,word,understands; produces,descriptive_words (adverbs),naopak,NA,vice versa,NA
item_581,NA,word,understands; produces,descriptive_words (adverbs),pomaly / rýchlo,NA,Slow / Fast,fast
item_582,NA,word,understands; produces,descriptive_words (adverbs),potom,NA,then,after
item_583,NA,word,understands; produces,descriptive_words (adverbs),silno,NA,strongly,strong
item_584,NA,word,understands; produces,descriptive_words (adverbs),spolu,NA,together,together
item_585,NA,word,understands; produces,descriptive_words (adverbs),strašne,NA,awfully,bad
item_586,NA,word,understands; produces,descriptive_words (adverbs),teraz,NA,now,now
item_587,NA,word,understands; produces,descriptive_words (adverbs),treba,NA,must,must
item_588,NA,word,understands; produces,descriptive_words (adverbs),už,NA,already,already
item_589,NA,word,understands; produces,descriptive_words (adverbs),veľmi,NA,very,very
item_590,NA,word,understands; produces,descriptive_words (adverbs),zle,NA,ill,bad
item_591,NA,word,understands; produces,other,aha,NA,I see,NA
item_592,NA,word,understands; produces,other,akože,NA,by way of,well (modifier)
item_593,NA,word,understands; produces,other,áno / hej,NA,Yes / hey,yes
item_594,NA,word,understands; produces,other,asi / možno,NA,probably / maybe,maybe
item_595,NA,word,understands; produces,other,iba,NA,only,only
item_596,NA,word,understands; produces,other,len,NA,only,just
item_597,NA,word,understands; produces,other,nie,NA,not,no
item_598,NA,word,understands; produces,other,no no,NA,no no,NA
item_599,NA,word,understands; produces,other,radšej,NA,Rather,NA
item_600,NA,word,understands; produces,other,tak / no,NA,so / no,yes
item_601,NA,word,understands; produces,other,tiež,NA,too,also
item_602,NA,word,understands; produces,connecting_words,a,NA,and,and
item_603,NA,word,understands; produces,connecting_words,aby,NA,to,to
item_604,NA,word,understands; produces,connecting_words,aj,NA,and,also
item_605,NA,word,understands; produces,connecting_words,ako,NA,than,how (connecting
item_606,NA,word,understands; produces,connecting_words,ale,NA,but,but
item_607,NA,word,understands; produces,connecting_words,či,NA,whether,whether
item_608,NA,word,understands; produces,connecting_words,čo,NA,what,what
item_609,NA,word,understands; produces,connecting_words,lebo,NA,because,because
item_610,NA,word,understands; produces,connecting_words,že,NA,that,that
item_611,NA,how_use_words,never; sometimes; often,NA,Hovorí Vaše dieťa o prežitých udalostiach a o veciach a ľuďoch na ktoré si spomína?,NA,does your child ever talk about past events or people who are not present?,NA
item_612,NA,how_use_words,never; sometimes; often,NA,Stalo sa že dieťa hovorilo o udalostiach ktoré sa majú stať v budúcnosti? Napríklad povedalo tutú predtým ako ste išli na cestu (hojda keď ste sa chystali do parku)?,NA,does your child ever talk about something that's going to happen in the future?,NA
item_613,NA,how_use_words,never; sometimes; often,NA,Hovorí Vaše dieťa o veciach ktoré nie sú práve v jeho blízkom okolí (ktoré nevidí a nepočuje)?,NA,does your child talk a bout objects that are not present?,NA
item_614,NA,how_use_words,never; sometimes; often,NA,Pomenúva Vaše dieťa komu veci patria / aj keď osoba nie je práve prítomná? Napríklad vidí mamine topánky a povie mama?,NA,does your child understand if you ask for something that is not in the room?,NA
item_615,NA,how_use_words,never; sometimes; often,NA,Rozumie Vaše dieťa ak sa pýtate na neprítomné veci? Napríklad donesie macka z druhej izby ak poviete Kde je macko?,NA,does your child ever pick up or point to an object and name an absent person to whom the object belongs?,NA
item_616,NA,how_use_words,1; 2; 3,NA,Keď Vaše dieťa hovorí o sebe čo povie? 1) Číta 2) Janka / Maťko číta 3) čítam / ja čítam,NA,When your child talks about himself / what does he say? 1) Reads 2) Janka / mother read 3) I read / I am reading,NA
item_617,NA,how_use_words,yes; no,NA,Nahrádza niekedy Vaše dieťa pomenovania vecí a osôb inými slovami? Napríklad namiesto učešeme bábu povie učešeme ju; namiesto zoberieme maca povie zoberieme ho?,NA,Sometimes replaces your baby naming things and people in other words?For example / instead hairstyle midwife tells her hairstyle; instead we take maca say we take him?,NA
item_618,NA,word_forms_nouns,yes; no,NA,Čo si prosíš? odpovie napríklad vodu / polievočku / loptu / maca / lyžičku / motýlika…,NA,What do you want? answers such as water / polievočku / ball / Macao / spoon / bow ...,NA
item_619,NA,word_forms_nouns,yes; no,NA,Kam dáme hračku? odpovie napríklad na vaňu; na stôl; na stoličku; na zem; na policu…,NA,Where do we put toys? for instance responds to the bath / on a table / a chair / on the floor / on the shelf ...,NA
item_620,NA,word_forms_nouns,yes; no,NA,Čo vidíš? odpovie napríklad banány; kvetinky; písmenká; guľky; balóniky…,NA,What do you see? for instance responds bananas / flowers / letters / balls / balloons ...,NA
item_621,NA,word_forms_nouns,yes; no,NA,Kde je hračka? odpovie napríklad na zemi; na stole; na stoličke; na obrázku; na lavici...,NA,Where's the toy? respond as the ground / the table / the chair / in the figure / the bench ...,NA
item_622,NA,word_forms_nouns,yes; no,NA,O čom sme čítali? odpovie napríklad  o žabke; o mackovi; o stromčeku; o lastovičke…,NA,What we read? answer example of flip flops to cats / the trees / the swallows ...,NA
item_623,NA,word_forms_nouns,yes; no,NA,Ak Vaše dieťa chce pomenovať viaceré predmety; povie napríklad balóniky; autá; knižky…,NA,If your child wants to name several items / say for example / balloons / cars / books ...,NA
item_624,NA,word_forms_nouns,yes; no,NA,Pre koho sme niečo kúpili? Odpovie dieťa napríklad pre bábätko; pre mamku; pre tatíka; pre babku…,NA,For whom we bought something? Child responds / for example / for baby / for mum / for father's time for the buck ...,NA
item_625,NA,word_forms_nouns,yes; no,NA,Kde je hračka? odpovie dieťa napríklad vo vani; vo  vode; v postieľke; v izbe; v košíku…,NA,Where's the toy? for instance responds baby in the bath / in water / in a crib in the room / in a basket ...,NA
item_626,NA,word_forms_nouns,yes; no,NA,Čím niečo robíme? alebo Ako pôjdeme? odpovie dieťa napríklad servítkou; vysávačom; lyžičkou…   autobusom; vlakom; autom…,NA,What we do something? or go? child responds / for example / hang out / vacuum cleaner / spoon ... by bus / train / car ...,NA
item_627,NA,word_forms_nouns,yes; no,NA,S kým / s čím sa dieťa hralo? odpovie napríklad s tatom; s mamou; s vedierkom; s lopatkou…,NA,Who / What the child is played? Tatom answers for example / a mother / a bucket / a shovel ...,NA
item_628,NA,word_forms_nouns,yes; no,NA,Kde je lopta? odpovie dieťa napríklad pod postieľkou; pod stromom; pod stolom…,NA,Where's the ball? for instance responds child under the cot / under the tree / under the table ...,NA
item_629,NA,word_forms_nouns,yes; no,NA,Kam ide? alebo Kam niečo dáme? odpovie dieťa napríklad do roboty; do parku; do kočíka; do vodičky..,NA,Where's it going? Where we or something? child responds / for example / to work / to the park in a stroller in lotions ..,NA
item_630,NA,word_forms_nouns,yes; no,NA,Komu niečo dáme? odpovie dieťa napríklad: tatovi; mame; mackovi; bábike…,NA,To give you anything? child answers as: daddy / mum / cats / dolls ...,NA
item_631,NA,word_forms_nouns,yes; no,NA,Kam ideme? odpovie dieťa napríklad k babke; k tatovi; k mame; ku macíkovi…,NA,Where are we going? for instance responds baby to grandma / to dad / to mom / to Macík ...,NA
item_632,NA,word_forms_nouns,yes; no,NA,Keď Vaše dieťa hovorí kde sa nachádzajú veci používa slová pred a za?,NA,When your child says / where there are things / using words before or after?,NA
item_633,NA,word_forms_verbs,yes; no,NA,čo práve robí používa tvary slov ako napríklad papám; čítam; kreslím; idem; tancujem…,NA,what they're doing / using the forms of words such as papám / I read / I draw / I'm going / dancing ...,NA
item_634,NA,word_forms_verbs,yes; no,NA,čo práve robíte Vy; používa tvary slov ako napríklad ideš; fúkaš; spievaš; kreslíš; piješ…,NA,You are what you are doing / using the forms of words such as going / Fukas / sing / draw / drink ...,NA
item_635,NA,word_forms_verbs,yes; no,NA,čo robí niekto iný používa tvary slov ako napríklad papá; číta; ide; tancuje; plače; cvičí…,NA,what makes someone else uses the forms of words such as Papa / reading / going / dancing / crying / practicing ...,NA
item_636,NA,word_forms_verbs,yes; no,NA,čo práve robí spoločne s niekým iným používa tvary slov ako napríklad papáme; ideme; robíme…,NA,what they're doing together with someone else uses the forms of words such as papáme we go / we ...,NA
item_637,NA,word_forms_verbs,yes; no,NA,čo práve robia iní používa tvary slov ako napríklad stoja; bežia; vezú; stavajú; plačú; letia…,NA,just what other people are doing / using forms of words such as standing / running / a tower / build / place / flying ...,NA
item_638,NA,word_forms_verbs,yes; no,NA,čo sa dialo v minulosti používa tvary slov ako napríklad napísal; postavil; spadol; hrali sme sa; čítali sme; kreslili sme…,NA,what happened in the past / using the forms of words such as written / stood up / dropped / we played / we read / we have drawn ...,NA
item_639,NA,word_forms_verbs,yes; no,NA,čo sa udeje v budúcnosti používa tvary slov ako napríklad urobí; nakreslí; zacúva; poukladá; umyje…,NA,what happens in the future / using the forms of words such as do / she draws / reverses / she arranges / and bathe ...,NA
item_640,NA,word_forms_verbs,yes; no,NA,čo sa bude diať v budúcnosti použije tvary slov ako napríklad budem kresliť; budem robiť; budem sa umývať; budem ukladať; bude cúvať; bude umývať…,NA,what will happen in the future / use forms of words such as I draw / I'll do / I'll wash / I will save / to reverse / it will wash ...,NA
item_641,NA,word_forms_verbs,yes; no,NA,o niečo žiada používa tvary slov ako napríklad poď; ukáž; prestaň; daj; pozri; postavme; poďme…,NA,slightly requests using forms of words such as come / see / stop / give / look us stand / let ...,NA
item_642,NA,word_forms_verbs,yes; no,NA,hovorí o tom že nejaká činnosť je skončená; používa tvary ako napríklad (je) zatvorený; (je) otvorený; (je) nakreslený; (je) upečené…,NA,says that an activity is complete / use shapes such as (a) is closed (is) open / (is) drawn (is) baked ...,NA
item_643,NA,word_forms_verbs,yes; no,NA,chce povedať že niečo niekomu patrí; používa slová ako napríklad tatove; mackove; mamine; žabkine; dedove; koníkov…,NA,wants to say something to someone belongs / it uses words like dad / feline / mom / Zabkiel / grandfathers grasshoppers ...,NA
item_644,NA,word_forms_verbs,yes; no,NA,idete / stojíte,NA,you go / you stand,NA
item_645,NA,word_forms_verbs,yes; no,NA,ja by som zobrala,NA,I would have took,NA
item_646,NA,word_forms_verbs,yes; no,NA,nie sú / nie je / nie som / neni / som / je / sú,NA,not / is not I / is not / I is the,NA
item_647,NA,word_forms_verbs,yes; no,NA,bolo / bude / bola si / budeme / budeš / budem / budú / bola…,NA,it will / be you will / you will / I will / be ...,NA
item_648,NA,new_words,yes; no,NA,Používa Vaše dieťa vymyslené slová / napríklad fúkačka (=bublifuk) / kefeň (=kefa a hrebeň),NA,Your child uses fancy words / such as Pea Shooter (= bubble blower) / kefeň (= brush and comb),NA
item_649,NA,word_endings_verbs,produces,NA,česaj (namiesto češ),NA,česaj (instead CES),NA
item_650,NA,word_endings_verbs,produces,NA,písaj (namiesto píš),NA,writing (instead PiS),NA
item_651,NA,word_endings_verbs,produces,NA,budem bojať / bojiť (namiesto budem sa báť),NA,I will fight (instead I was afraid),NA
item_652,NA,word_endings_verbs,produces,NA,jel (namiesto jedol),NA,driving (rather than eat),NA
item_653,NA,word_endings_verbs,produces,NA,stojám (namiesto stojím),NA,stands (instead of stand),NA
item_654,NA,word_endings_verbs,produces,NA,povedaj (namiesto povedz),NA,Tell (rather than tell),NA
item_655,NA,word_endings_verbs,produces,NA,budem stojať/stojiť (namiesto budem stáť),NA,I stand / stands (instead of standing one),NA
item_656,NA,word_endings_verbs,produces,NA,budem počkať (namiesto budem čakať),NA,I wait (I wait instead),NA
item_657,NA,word_endings_verbs,produces,NA,bojila (namiesto bála sa),NA,combat (rather than be scared),NA
item_658,NA,word_endings_verbs,produces,NA,bežam (namiesto bežím),NA,run (I'm running in place),NA
item_659,NA,word_endings_verbs,produces,NA,robám (namiesto robím),NA,Robama (instead of doing),NA
item_660,NA,word_endings_verbs,produces,NA,zjednem (namiesto zjem),NA,ate (rather than eat),NA
item_661,NA,word_endings_verbs,produces,NA,hádza (namiesto hádže),NA,throw (instead of throwing),NA
item_662,NA,word_endings_verbs,produces,NA,kúpa (namiesto kúpe),NA,purchase (instead of a bath),NA
item_663,NA,word_endings_verbs,produces,NA,chcejú (namiesto chcú),NA,chcejú (instead want),NA
item_664,NA,word_endings_verbs,produces,NA,tancovame (namiesto tancujeme),NA,to dance ( instead of dance),NA
item_665,NA,word_endings_verbs,produces,NA,pečila (namiesto piekla),NA,care (instead of baked),NA
item_666,NA,word_endings_verbs,produces,NA,vesím (namiesto vešiam),NA,Vesime (instead of oars),NA
item_667,NA,word_endings_verbs,produces,NA,odomykujem (namiesto odomykám),NA,unlock ( instead of unlock),NA
item_668,NA,word_endings_verbs,produces,NA,sypám (namiesto sypem),NA,sypám (instead sprinkle),NA
item_669,NA,word_endings_verbs,produces,NA,pomýľam sa (namiesto pomýlim sa),NA,I make a mistake (instead will make a mistake),NA
item_670,NA,word_endings_verbs,produces,NA,(on) plaká (namiesto plače),NA,(On) Poster (instead of crying),NA
item_671,NA,word_endings_verbs,produces,NA,povju (namiesto povedia),NA,povju (rather than tell),NA
item_672,NA,word_endings_nouns,produces,NA,ľudi (namiesto ľudia),NA,of people (rather than people),NA
item_673,NA,word_endings_nouns,produces,NA,o soľovi (namiesto o soli),NA,the soloist (instead of salt),NA
item_674,NA,word_endings_nouns,produces,NA,zemiačikovi (namiesto zemiačiku),NA,Crisps (instead of potato chips),NA
item_675,NA,word_endings_nouns,produces,NA,zlejšie (namiesto horšie),NA,meaner (instead of low),NA
item_676,NA,word_endings_nouns,produces,NA,kuchárovia (namiesto kuchári),NA,Kuchar (instead cooks),NA
item_677,NA,word_endings_nouns,produces,NA,o pesovi (namiesto o psovi),NA,the Pešová (instead of a dog),NA
item_678,NA,word_endings_nouns,produces,NA,k jazerovi (namiesto jazeru),NA,to the lake (instead of lake),NA
item_679,NA,word_endings_nouns,produces,NA,bábätkovi (namiesto bábätku),NA,Baby (instead of the baby),NA
item_680,NA,complexity,1; 2; 3; 4,NA,keď chce upútať/získať Vašu pozornosť: 1) dieťa povie a/aha a ukáže napríklad na maca 2) a/aha tam maco 3) a/aha/pozri tam je maco  4) pozri ako maco papa,NA,if he wants to catch / get your attention: 1) child tells and / AHA guidelines and show example to maca2) and / aha there Maco 3) and / AHA / see there is Maco 4) See how Maco Papa,NA
item_681,NA,complexity,1; 2; 3; 4,NA,keď sa chce vyzuť: 1) dieťa pozrie na topánku / povie toto a pozrie na osobu / od ktorej očakáva pomoc 2) toto dole 3) vyzuj  topánku  4) mama vyzuj mi topánku,NA,when he wants to take off: 1) The child looks at the shoe says this and looks at the person from whom assistance is expected 2) The bottom 3) Take off the shoe 4) Mama take off my shoe,NA
