"","expr","type","time","n"
"667","NorwegianWS","local",11.109318548,12969
"668","NorwegianWS","local",11.109318548,12969
"669","NorwegianWS","local",11.109318548,12969
"670","NorwegianWS","local",11.109318548,12969
"671","EnglishWG","local",1.665630708,2416
"672","EnglishWG","local",1.665630708,2416
"673","EnglishWG","local",1.665630708,2416
"674","EnglishWG","local",1.665630708,2416
"675","EnglishWG","local",1.665630708,2416
"676","EnglishWG","local",1.665630708,2416
"677","EnglishWG","local",1.665630708,2416
"678","EnglishWG","local",1.665630708,2416
"679","EnglishWG","local",1.665630708,2416
"680","EnglishWG","local",1.665630708,2416
"681","EnglishWS","local",5.55763002,5825
"682","EnglishWS","local",5.55763002,5825
"683","EnglishWS","local",5.55763002,5825
"684","EnglishWS","local",5.55763002,5825
"685","EnglishWS","local",5.55763002,5825
"686","EnglishWS","local",5.55763002,5825
"687","EnglishWS","local",5.55763002,5825
"688","EnglishWS","local",5.55763002,5825
"689","EnglishWS","local",5.55763002,5825
"690","EnglishWS","local",5.55763002,5825
"691","NorwegianWG","local",1.465894135,3025
"692","NorwegianWG","local",1.465894135,3025
"693","NorwegianWG","local",1.465894135,3025
"694","NorwegianWG","local",1.465894135,3025
"695","NorwegianWG","local",1.465894135,3025
"696","NorwegianWG","local",1.465894135,3025
"697","NorwegianWG","local",1.465894135,3025
"698","NorwegianWG","local",1.465894135,3025
"699","NorwegianWG","local",1.465894135,3025
"700","NorwegianWG","local",1.465894135,3025
"701","EnglishWS","remote",20.140051996,5825
"702","EnglishWS","remote",31.524283997,5825
"703","EnglishWS","remote",56.242270536,5825
"704","EnglishWS","remote",48.162606735,5825
"705","EnglishWS","remote",32.591115479,5825
"706","EnglishWS","remote",66.559140282,5825
"707","EnglishWS","remote",30.642016542,5825
"708","EnglishWS","remote",37.380647271,5825
"709","EnglishWS","remote",43.845304161,5825
"710","EnglishWS","remote",18.312400723,5825
"711","NorwegianWS","remote",113.275216111,12969
"712","NorwegianWS","remote",63.204303446,12969
"713","NorwegianWS","remote",122.417763462,12969
"714","NorwegianWS","remote",127.511802824,12969
"715","NorwegianWS","remote",152.167026949,12969
"716","NorwegianWS","remote",173.442648418,12969
"717","NorwegianWS","remote",158.445589812,12969
"718","NorwegianWS","remote",106.857991584,12969
"719","NorwegianWS","remote",98.514393059,12969
"720","NorwegianWS","remote",173.606154978,12969
"721","SpanishWG","remote",1.363615607,778
"722","SpanishWG","remote",4.305980744,778
"723","SpanishWG","remote",2.238822442,778
"724","SpanishWG","remote",13.717633918,778
"725","SpanishWG","remote",5.45536987,778
"726","SpanishWG","remote",9.29318502,778
"727","SpanishWG","remote",19.720429202,778
"728","SpanishWG","remote",6.110446538,778
"729","SpanishWG","remote",4.220841824,778
"730","SpanishWG","remote",2.403639628,778
"731","NorwegianWG","remote",8.875970896,3025
"732","NorwegianWG","remote",8.765275623,3025
"733","NorwegianWG","remote",47.399050283,3025
"734","NorwegianWG","remote",64.890917,3025
"735","NorwegianWG","remote",23.057944858,3025
"736","NorwegianWG","remote",8.235719482,3025
"737","NorwegianWG","remote",7.427605026,3025
"738","NorwegianWG","remote",33.614633712,3025
"739","NorwegianWG","remote",44.877702583,3025
"740","NorwegianWG","remote",18.370812552,3025
"741","EnglishWG","remote",5.896658286,2416
"742","EnglishWG","remote",20.427462528,2416
"743","EnglishWG","remote",27.595186563,2416
"744","EnglishWG","remote",19.568231786,2416
"745","EnglishWG","remote",10.04180504,2416
"746","EnglishWG","remote",22.238954193,2416
"747","EnglishWG","remote",7.859330695,2416
"748","EnglishWG","remote",13.714444456,2416
"749","EnglishWG","remote",18.193656669,2416
"750","EnglishWG","remote",15.570957753,2416
"751","EnglishWS","remote",20.140051996,5825
"752","EnglishWS","remote",31.524283997,5825
"753","EnglishWS","remote",56.242270536,5825
"754","EnglishWS","remote",48.162606735,5825
"755","EnglishWS","remote",32.591115479,5825
"756","EnglishWS","remote",66.559140282,5825
"757","EnglishWS","remote",30.642016542,5825
"758","EnglishWS","remote",37.380647271,5825
"759","EnglishWS","remote",43.845304161,5825
"760","EnglishWS","remote",18.312400723,5825
"761","NorwegianWS","remote",113.275216111,12969
"762","NorwegianWS","remote",63.204303446,12969
"763","NorwegianWS","remote",122.417763462,12969
"764","NorwegianWS","remote",127.511802824,12969
"765","NorwegianWS","remote",152.167026949,12969
"766","NorwegianWS","remote",173.442648418,12969
"767","NorwegianWS","remote",158.445589812,12969
"768","NorwegianWS","remote",106.857991584,12969
"769","NorwegianWS","remote",98.514393059,12969
"770","NorwegianWS","remote",173.606154978,12969
"771","DanishWS","remote",23.655509969,3714
"772","DanishWS","remote",17.515733987,3714
"773","DanishWS","remote",27.844310782,3714
"774","DanishWS","remote",28.872134308,3714
"775","DanishWS","remote",21.628211389,3714
"776","DanishWS","remote",26.958449588,3714
"777","DanishWS","remote",27.892237112,3714
"778","DanishWS","remote",32.785324422,3714
"779","DanishWS","remote",45.348711525,3714
"780","DanishWS","remote",18.520056712,3714
"781","NorwegianWS","remote",113.275216111,12969
"782","NorwegianWS","remote",63.204303446,12969
"783","NorwegianWS","remote",122.417763462,12969
"784","NorwegianWS","remote",127.511802824,12969
"785","NorwegianWS","remote",152.167026949,12969
"786","NorwegianWS","remote",173.442648418,12969
"787","NorwegianWS","remote",158.445589812,12969
"788","NorwegianWS","remote",106.857991584,12969
"789","NorwegianWS","remote",98.514393059,12969
"790","NorwegianWS","remote",173.606154978,12969
"791","EnglishWG","remote",5.896658286,2416
"792","EnglishWG","remote",20.427462528,2416
"793","EnglishWG","remote",27.595186563,2416
"794","EnglishWG","remote",19.568231786,2416
"795","EnglishWG","remote",10.04180504,2416
"796","EnglishWG","remote",22.238954193,2416
"797","EnglishWG","remote",7.859330695,2416
"798","EnglishWG","remote",13.714444456,2416
"799","EnglishWG","remote",18.193656669,2416
"800","EnglishWG","remote",15.570957753,2416
"801","NorwegianWS","remote",113.275216111,12969
"802","NorwegianWS","remote",63.204303446,12969
"803","NorwegianWS","remote",122.417763462,12969
"804","NorwegianWS","remote",127.511802824,12969
"805","NorwegianWS","remote",152.167026949,12969
"806","NorwegianWS","remote",173.442648418,12969
"807","NorwegianWS","remote",158.445589812,12969
"808","NorwegianWS","remote",106.857991584,12969
"809","NorwegianWS","remote",98.514393059,12969
"810","NorwegianWS","remote",173.606154978,12969
"811","NorwegianWG","remote",8.875970896,3025
"812","NorwegianWG","remote",8.765275623,3025
"813","NorwegianWG","remote",47.399050283,3025
"814","NorwegianWG","remote",64.890917,3025
"815","NorwegianWG","remote",23.057944858,3025
"816","NorwegianWG","remote",8.235719482,3025
"817","NorwegianWG","remote",7.427605026,3025
"818","NorwegianWG","remote",33.614633712,3025
"819","NorwegianWG","remote",44.877702583,3025
"820","NorwegianWG","remote",18.370812552,3025
"821","SpanishWS","remote",5.079719323,1094
"822","SpanishWS","remote",9.892356346,1094
"823","SpanishWS","remote",13.004146354,1094
"824","SpanishWS","remote",29.168877016,1094
"825","SpanishWS","remote",17.8518634,1094
"826","SpanishWS","remote",37.809360154,1094
"827","SpanishWS","remote",9.064079051,1094
"828","SpanishWS","remote",12.944887896,1094
"829","SpanishWS","remote",15.847205551,1094
"830","SpanishWS","remote",11.165095324,1094
"831","NorwegianWG","remote",8.875970896,3025
"832","NorwegianWG","remote",8.765275623,3025
"833","NorwegianWG","remote",47.399050283,3025
"834","NorwegianWG","remote",64.890917,3025
"835","NorwegianWG","remote",23.057944858,3025
"836","NorwegianWG","remote",8.235719482,3025
"837","NorwegianWG","remote",7.427605026,3025
"838","NorwegianWG","remote",33.614633712,3025
"839","NorwegianWG","remote",44.877702583,3025
"840","NorwegianWG","remote",18.370812552,3025
"841","NorwegianWG","remote",8.875970896,3025
"842","NorwegianWG","remote",8.765275623,3025
"843","NorwegianWG","remote",47.399050283,3025
"844","NorwegianWG","remote",64.890917,3025
"845","NorwegianWG","remote",23.057944858,3025
"846","NorwegianWG","remote",8.235719482,3025
"847","NorwegianWG","remote",7.427605026,3025
"848","NorwegianWG","remote",33.614633712,3025
"849","NorwegianWG","remote",44.877702583,3025
"850","NorwegianWG","remote",18.370812552,3025
"851","EnglishWG","remote",5.896658286,2416
"852","EnglishWG","remote",20.427462528,2416
"853","EnglishWG","remote",27.595186563,2416
"854","EnglishWG","remote",19.568231786,2416
"855","EnglishWG","remote",10.04180504,2416
"856","EnglishWG","remote",22.238954193,2416
"857","EnglishWG","remote",7.859330695,2416
"858","EnglishWG","remote",13.714444456,2416
"859","EnglishWG","remote",18.193656669,2416
"860","EnglishWG","remote",15.570957753,2416
"861","DanishWS","remote",23.655509969,3714
"862","DanishWS","remote",17.515733987,3714
"863","DanishWS","remote",27.844310782,3714
"864","DanishWS","remote",28.872134308,3714
"865","DanishWS","remote",21.628211389,3714
"866","DanishWS","remote",26.958449588,3714
"867","DanishWS","remote",27.892237112,3714
"868","DanishWS","remote",32.785324422,3714
"869","DanishWS","remote",45.348711525,3714
"870","DanishWS","remote",18.520056712,3714
"871","NorwegianWS","remote",113.275216111,12969
"872","NorwegianWS","remote",63.204303446,12969
"873","NorwegianWS","remote",122.417763462,12969
"874","NorwegianWS","remote",127.511802824,12969
"875","NorwegianWS","remote",152.167026949,12969
"876","NorwegianWS","remote",173.442648418,12969
"877","NorwegianWS","remote",158.445589812,12969
"878","NorwegianWS","remote",106.857991584,12969
"879","NorwegianWS","remote",98.514393059,12969
"880","NorwegianWS","remote",173.606154978,12969
"881","EnglishWS","remote",20.140051996,5825
"882","EnglishWS","remote",31.524283997,5825
"883","EnglishWS","remote",56.242270536,5825
"884","EnglishWS","remote",48.162606735,5825
"885","EnglishWS","remote",32.591115479,5825
"886","EnglishWS","remote",66.559140282,5825
"887","EnglishWS","remote",30.642016542,5825
"888","EnglishWS","remote",37.380647271,5825
"889","EnglishWS","remote",43.845304161,5825
"890","EnglishWS","remote",18.312400723,5825
"891","EnglishWG","remote",5.896658286,2416
"892","EnglishWG","remote",20.427462528,2416
"893","EnglishWG","remote",27.595186563,2416
"894","EnglishWG","remote",19.568231786,2416
"895","EnglishWG","remote",10.04180504,2416
"896","EnglishWG","remote",22.238954193,2416
"897","EnglishWG","remote",7.859330695,2416
"898","EnglishWG","remote",13.714444456,2416
"899","EnglishWG","remote",18.193656669,2416
"900","EnglishWG","remote",15.570957753,2416
"901","SpanishWS","remote",5.079719323,1094
"902","SpanishWS","remote",9.892356346,1094
"903","SpanishWS","remote",13.004146354,1094
"904","SpanishWS","remote",29.168877016,1094
"905","SpanishWS","remote",17.8518634,1094
"906","SpanishWS","remote",37.809360154,1094
"907","SpanishWS","remote",9.064079051,1094
"908","SpanishWS","remote",12.944887896,1094
"909","SpanishWS","remote",15.847205551,1094
"910","SpanishWS","remote",11.165095324,1094
"911","NorwegianWS","remote",113.275216111,12969
"912","NorwegianWS","remote",63.204303446,12969
"913","NorwegianWS","remote",122.417763462,12969
"914","NorwegianWS","remote",127.511802824,12969
"915","NorwegianWS","remote",152.167026949,12969
"916","NorwegianWS","remote",173.442648418,12969
"917","NorwegianWS","remote",158.445589812,12969
"918","NorwegianWS","remote",106.857991584,12969
"919","NorwegianWS","remote",98.514393059,12969
"920","NorwegianWS","remote",173.606154978,12969
"921","DanishWS","remote",23.655509969,3714
"922","DanishWS","remote",17.515733987,3714
"923","DanishWS","remote",27.844310782,3714
"924","DanishWS","remote",28.872134308,3714
"925","DanishWS","remote",21.628211389,3714
"926","DanishWS","remote",26.958449588,3714
"927","DanishWS","remote",27.892237112,3714
"928","DanishWS","remote",32.785324422,3714
"929","DanishWS","remote",45.348711525,3714
"930","DanishWS","remote",18.520056712,3714
"931","EnglishWG","remote",5.896658286,2416
"932","EnglishWG","remote",20.427462528,2416
"933","EnglishWG","remote",27.595186563,2416
"934","EnglishWG","remote",19.568231786,2416
"935","EnglishWG","remote",10.04180504,2416
"936","EnglishWG","remote",22.238954193,2416
"937","EnglishWG","remote",7.859330695,2416
"938","EnglishWG","remote",13.714444456,2416
"939","EnglishWG","remote",18.193656669,2416
"940","EnglishWG","remote",15.570957753,2416
"941","SpanishWS","remote",5.079719323,1094
"942","SpanishWS","remote",9.892356346,1094
"943","SpanishWS","remote",13.004146354,1094
"944","SpanishWS","remote",29.168877016,1094
"945","SpanishWS","remote",17.8518634,1094
"946","SpanishWS","remote",37.809360154,1094
"947","SpanishWS","remote",9.064079051,1094
"948","SpanishWS","remote",12.944887896,1094
"949","SpanishWS","remote",15.847205551,1094
"950","SpanishWS","remote",11.165095324,1094
"951","EnglishWG","remote",5.896658286,2416
"952","EnglishWG","remote",20.427462528,2416
"953","EnglishWG","remote",27.595186563,2416
"954","EnglishWG","remote",19.568231786,2416
"955","EnglishWG","remote",10.04180504,2416
"956","EnglishWG","remote",22.238954193,2416
"957","EnglishWG","remote",7.859330695,2416
"958","EnglishWG","remote",13.714444456,2416
"959","EnglishWG","remote",18.193656669,2416
"960","EnglishWG","remote",15.570957753,2416
"961","NorwegianWG","remote",8.875970896,3025
"962","NorwegianWG","remote",8.765275623,3025
"963","NorwegianWG","remote",47.399050283,3025
"964","NorwegianWG","remote",64.890917,3025
"965","NorwegianWG","remote",23.057944858,3025
"966","NorwegianWG","remote",8.235719482,3025
"967","NorwegianWG","remote",7.427605026,3025
"968","NorwegianWG","remote",33.614633712,3025
"969","NorwegianWG","remote",44.877702583,3025
"970","NorwegianWG","remote",18.370812552,3025
"971","DanishWS","remote",23.655509969,3714
"972","DanishWS","remote",17.515733987,3714
"973","DanishWS","remote",27.844310782,3714
"974","DanishWS","remote",28.872134308,3714
"975","DanishWS","remote",21.628211389,3714
"976","DanishWS","remote",26.958449588,3714
"977","DanishWS","remote",27.892237112,3714
"978","DanishWS","remote",32.785324422,3714
"979","DanishWS","remote",45.348711525,3714
"980","DanishWS","remote",18.520056712,3714
"981","EnglishWS","remote",20.140051996,5825
"982","EnglishWS","remote",31.524283997,5825
"983","EnglishWS","remote",56.242270536,5825
"984","EnglishWS","remote",48.162606735,5825
"985","EnglishWS","remote",32.591115479,5825
"986","EnglishWS","remote",66.559140282,5825
"987","EnglishWS","remote",30.642016542,5825
"988","EnglishWS","remote",37.380647271,5825
"989","EnglishWS","remote",43.845304161,5825
"990","EnglishWS","remote",18.312400723,5825
"991","DanishWS","remote",23.655509969,3714
"992","DanishWS","remote",17.515733987,3714
"993","DanishWS","remote",27.844310782,3714
"994","DanishWS","remote",28.872134308,3714
"995","DanishWS","remote",21.628211389,3714
"996","DanishWS","remote",26.958449588,3714
"997","DanishWS","remote",27.892237112,3714
"998","DanishWS","remote",32.785324422,3714
"999","DanishWS","remote",45.348711525,3714
"1000","DanishWS","remote",18.520056712,3714
"1001","DanishWS","remote",23.655509969,3714
"1002","DanishWS","remote",17.515733987,3714
"1003","DanishWS","remote",27.844310782,3714
"1004","DanishWS","remote",28.872134308,3714
"1005","DanishWS","remote",21.628211389,3714
"1006","DanishWS","remote",26.958449588,3714
"1007","DanishWS","remote",27.892237112,3714
"1008","DanishWS","remote",32.785324422,3714
"1009","DanishWS","remote",45.348711525,3714
"1010","DanishWS","remote",18.520056712,3714
"1011","SpanishWG","remote",1.363615607,778
"1012","SpanishWG","remote",4.305980744,778
"1013","SpanishWG","remote",2.238822442,778
"1014","SpanishWG","remote",13.717633918,778
"1015","SpanishWG","remote",5.45536987,778
"1016","SpanishWG","remote",9.29318502,778
"1017","SpanishWG","remote",19.720429202,778
"1018","SpanishWG","remote",6.110446538,778
"1019","SpanishWG","remote",4.220841824,778
"1020","SpanishWG","remote",2.403639628,778
"1021","NorwegianWG","remote",8.875970896,3025
"1022","NorwegianWG","remote",8.765275623,3025
"1023","NorwegianWG","remote",47.399050283,3025
"1024","NorwegianWG","remote",64.890917,3025
"1025","NorwegianWG","remote",23.057944858,3025
"1026","NorwegianWG","remote",8.235719482,3025
"1027","NorwegianWG","remote",7.427605026,3025
"1028","NorwegianWG","remote",33.614633712,3025
"1029","NorwegianWG","remote",44.877702583,3025
"1030","NorwegianWG","remote",18.370812552,3025
"1031","SpanishWG","remote",1.363615607,778
"1032","SpanishWG","remote",4.305980744,778
"1033","SpanishWG","remote",2.238822442,778
"1034","SpanishWG","remote",13.717633918,778
"1035","SpanishWG","remote",5.45536987,778
"1036","SpanishWG","remote",9.29318502,778
"1037","SpanishWG","remote",19.720429202,778
"1038","SpanishWG","remote",6.110446538,778
"1039","SpanishWG","remote",4.220841824,778
"1040","SpanishWG","remote",2.403639628,778
"1041","NorwegianWG","remote",8.875970896,3025
"1042","NorwegianWG","remote",8.765275623,3025
"1043","NorwegianWG","remote",47.399050283,3025
"1044","NorwegianWG","remote",64.890917,3025
"1045","NorwegianWG","remote",23.057944858,3025
"1046","NorwegianWG","remote",8.235719482,3025
"1047","NorwegianWG","remote",7.427605026,3025
"1048","NorwegianWG","remote",33.614633712,3025
"1049","NorwegianWG","remote",44.877702583,3025
"1050","NorwegianWG","remote",18.370812552,3025
"1051","NorwegianWG","remote",8.875970896,3025
"1052","NorwegianWG","remote",8.765275623,3025
"1053","NorwegianWG","remote",47.399050283,3025
"1054","NorwegianWG","remote",64.890917,3025
"1055","NorwegianWG","remote",23.057944858,3025
"1056","NorwegianWG","remote",8.235719482,3025
"1057","NorwegianWG","remote",7.427605026,3025
"1058","NorwegianWG","remote",33.614633712,3025
"1059","NorwegianWG","remote",44.877702583,3025
"1060","NorwegianWG","remote",18.370812552,3025
"1061","NorwegianWS","remote",113.275216111,12969
"1062","NorwegianWS","remote",63.204303446,12969
"1063","NorwegianWS","remote",122.417763462,12969
"1064","NorwegianWS","remote",127.511802824,12969
"1065","NorwegianWS","remote",152.167026949,12969
"1066","NorwegianWS","remote",173.442648418,12969
"1067","NorwegianWS","remote",158.445589812,12969
"1068","NorwegianWS","remote",106.857991584,12969
"1069","NorwegianWS","remote",98.514393059,12969
"1070","NorwegianWS","remote",173.606154978,12969
"1071","SpanishWG","remote",1.363615607,778
"1072","SpanishWG","remote",4.305980744,778
"1073","SpanishWG","remote",2.238822442,778
"1074","SpanishWG","remote",13.717633918,778
"1075","SpanishWG","remote",5.45536987,778
"1076","SpanishWG","remote",9.29318502,778
"1077","SpanishWG","remote",19.720429202,778
"1078","SpanishWG","remote",6.110446538,778
"1079","SpanishWG","remote",4.220841824,778
"1080","SpanishWG","remote",2.403639628,778
"1081","SpanishWS","remote",5.079719323,1094
"1082","SpanishWS","remote",9.892356346,1094
"1083","SpanishWS","remote",13.004146354,1094
"1084","SpanishWS","remote",29.168877016,1094
"1085","SpanishWS","remote",17.8518634,1094
"1086","SpanishWS","remote",37.809360154,1094
"1087","SpanishWS","remote",9.064079051,1094
"1088","SpanishWS","remote",12.944887896,1094
"1089","SpanishWS","remote",15.847205551,1094
"1090","SpanishWS","remote",11.165095324,1094
"1091","SpanishWG","remote",1.363615607,778
"1092","SpanishWG","remote",4.305980744,778
"1093","SpanishWG","remote",2.238822442,778
"1094","SpanishWG","remote",13.717633918,778
"1095","SpanishWG","remote",5.45536987,778
"1096","SpanishWG","remote",9.29318502,778
"1097","SpanishWG","remote",19.720429202,778
"1098","SpanishWG","remote",6.110446538,778
"1099","SpanishWG","remote",4.220841824,778
"1100","SpanishWG","remote",2.403639628,778
"1101","SpanishWG","remote",1.363615607,778
"1102","SpanishWG","remote",4.305980744,778
"1103","SpanishWG","remote",2.238822442,778
"1104","SpanishWG","remote",13.717633918,778
"1105","SpanishWG","remote",5.45536987,778
"1106","SpanishWG","remote",9.29318502,778
"1107","SpanishWG","remote",19.720429202,778
"1108","SpanishWG","remote",6.110446538,778
"1109","SpanishWG","remote",4.220841824,778
"1110","SpanishWG","remote",2.403639628,778
"1111","DanishWS","remote",23.655509969,3714
"1112","DanishWS","remote",17.515733987,3714
"1113","DanishWS","remote",27.844310782,3714
"1114","DanishWS","remote",28.872134308,3714
"1115","DanishWS","remote",21.628211389,3714
"1116","DanishWS","remote",26.958449588,3714
"1117","DanishWS","remote",27.892237112,3714
"1118","DanishWS","remote",32.785324422,3714
"1119","DanishWS","remote",45.348711525,3714
"1120","DanishWS","remote",18.520056712,3714
"1121","EnglishWS","remote",20.140051996,5825
"1122","EnglishWS","remote",31.524283997,5825
"1123","EnglishWS","remote",56.242270536,5825
"1124","EnglishWS","remote",48.162606735,5825
"1125","EnglishWS","remote",32.591115479,5825
"1126","EnglishWS","remote",66.559140282,5825
"1127","EnglishWS","remote",30.642016542,5825
"1128","EnglishWS","remote",37.380647271,5825
"1129","EnglishWS","remote",43.845304161,5825
"1130","EnglishWS","remote",18.312400723,5825
"1131","DanishWS","remote",23.655509969,3714
"1132","DanishWS","remote",17.515733987,3714
"1133","DanishWS","remote",27.844310782,3714
"1134","DanishWS","remote",28.872134308,3714
"1135","DanishWS","remote",21.628211389,3714
"1136","DanishWS","remote",26.958449588,3714
"1137","DanishWS","remote",27.892237112,3714
"1138","DanishWS","remote",32.785324422,3714
"1139","DanishWS","remote",45.348711525,3714
"1140","DanishWS","remote",18.520056712,3714
"1141","EnglishWS","remote",20.140051996,5825
"1142","EnglishWS","remote",31.524283997,5825
"1143","EnglishWS","remote",56.242270536,5825
"1144","EnglishWS","remote",48.162606735,5825
"1145","EnglishWS","remote",32.591115479,5825
"1146","EnglishWS","remote",66.559140282,5825
"1147","EnglishWS","remote",30.642016542,5825
"1148","EnglishWS","remote",37.380647271,5825
"1149","EnglishWS","remote",43.845304161,5825
"1150","EnglishWS","remote",18.312400723,5825
"1151","EnglishWG","remote",5.896658286,2416
"1152","EnglishWG","remote",20.427462528,2416
"1153","EnglishWG","remote",27.595186563,2416
"1154","EnglishWG","remote",19.568231786,2416
"1155","EnglishWG","remote",10.04180504,2416
"1156","EnglishWG","remote",22.238954193,2416
"1157","EnglishWG","remote",7.859330695,2416
"1158","EnglishWG","remote",13.714444456,2416
"1159","EnglishWG","remote",18.193656669,2416
"1160","EnglishWG","remote",15.570957753,2416
"1161","EnglishWS","remote",20.140051996,5825
"1162","EnglishWS","remote",31.524283997,5825
"1163","EnglishWS","remote",56.242270536,5825
"1164","EnglishWS","remote",48.162606735,5825
"1165","EnglishWS","remote",32.591115479,5825
"1166","EnglishWS","remote",66.559140282,5825
"1167","EnglishWS","remote",30.642016542,5825
"1168","EnglishWS","remote",37.380647271,5825
"1169","EnglishWS","remote",43.845304161,5825
"1170","EnglishWS","remote",18.312400723,5825
"1171","EnglishWG","remote",5.896658286,2416
"1172","EnglishWG","remote",20.427462528,2416
"1173","EnglishWG","remote",27.595186563,2416
"1174","EnglishWG","remote",19.568231786,2416
"1175","EnglishWG","remote",10.04180504,2416
"1176","EnglishWG","remote",22.238954193,2416
"1177","EnglishWG","remote",7.859330695,2416
"1178","EnglishWG","remote",13.714444456,2416
"1179","EnglishWG","remote",18.193656669,2416
"1180","EnglishWG","remote",15.570957753,2416
"1181","DanishWS","remote",23.655509969,3714
"1182","DanishWS","remote",17.515733987,3714
"1183","DanishWS","remote",27.844310782,3714
"1184","DanishWS","remote",28.872134308,3714
"1185","DanishWS","remote",21.628211389,3714
"1186","DanishWS","remote",26.958449588,3714
"1187","DanishWS","remote",27.892237112,3714
"1188","DanishWS","remote",32.785324422,3714
"1189","DanishWS","remote",45.348711525,3714
"1190","DanishWS","remote",18.520056712,3714
"1191","NorwegianWG","remote",8.875970896,3025
"1192","NorwegianWG","remote",8.765275623,3025
"1193","NorwegianWG","remote",47.399050283,3025
"1194","NorwegianWG","remote",64.890917,3025
"1195","NorwegianWG","remote",23.057944858,3025
"1196","NorwegianWG","remote",8.235719482,3025
"1197","NorwegianWG","remote",7.427605026,3025
"1198","NorwegianWG","remote",33.614633712,3025
"1199","NorwegianWG","remote",44.877702583,3025
"1200","NorwegianWG","remote",18.370812552,3025
"1201","SpanishWS","remote",5.079719323,1094
"1202","SpanishWS","remote",9.892356346,1094
"1203","SpanishWS","remote",13.004146354,1094
"1204","SpanishWS","remote",29.168877016,1094
"1205","SpanishWS","remote",17.8518634,1094
"1206","SpanishWS","remote",37.809360154,1094
"1207","SpanishWS","remote",9.064079051,1094
"1208","SpanishWS","remote",12.944887896,1094
"1209","SpanishWS","remote",15.847205551,1094
"1210","SpanishWS","remote",11.165095324,1094
"1211","NorwegianWS","remote",113.275216111,12969
"1212","NorwegianWS","remote",63.204303446,12969
"1213","NorwegianWS","remote",122.417763462,12969
"1214","NorwegianWS","remote",127.511802824,12969
"1215","NorwegianWS","remote",152.167026949,12969
"1216","NorwegianWS","remote",173.442648418,12969
"1217","NorwegianWS","remote",158.445589812,12969
"1218","NorwegianWS","remote",106.857991584,12969
"1219","NorwegianWS","remote",98.514393059,12969
"1220","NorwegianWS","remote",173.606154978,12969
"1221","SpanishWG","remote",1.363615607,778
"1222","SpanishWG","remote",4.305980744,778
"1223","SpanishWG","remote",2.238822442,778
"1224","SpanishWG","remote",13.717633918,778
"1225","SpanishWG","remote",5.45536987,778
"1226","SpanishWG","remote",9.29318502,778
"1227","SpanishWG","remote",19.720429202,778
"1228","SpanishWG","remote",6.110446538,778
"1229","SpanishWG","remote",4.220841824,778
"1230","SpanishWG","remote",2.403639628,778
"1231","SpanishWS","remote",5.079719323,1094
"1232","SpanishWS","remote",9.892356346,1094
"1233","SpanishWS","remote",13.004146354,1094
"1234","SpanishWS","remote",29.168877016,1094
"1235","SpanishWS","remote",17.8518634,1094
"1236","SpanishWS","remote",37.809360154,1094
"1237","SpanishWS","remote",9.064079051,1094
"1238","SpanishWS","remote",12.944887896,1094
"1239","SpanishWS","remote",15.847205551,1094
"1240","SpanishWS","remote",11.165095324,1094
"1241","SpanishWS","remote",5.079719323,1094
"1242","SpanishWS","remote",9.892356346,1094
"1243","SpanishWS","remote",13.004146354,1094
"1244","SpanishWS","remote",29.168877016,1094
"1245","SpanishWS","remote",17.8518634,1094
"1246","SpanishWS","remote",37.809360154,1094
"1247","SpanishWS","remote",9.064079051,1094
"1248","SpanishWS","remote",12.944887896,1094
"1249","SpanishWS","remote",15.847205551,1094
"1250","SpanishWS","remote",11.165095324,1094
"1251","SpanishWS","remote",5.079719323,1094
"1252","SpanishWS","remote",9.892356346,1094
"1253","SpanishWS","remote",13.004146354,1094
"1254","SpanishWS","remote",29.168877016,1094
"1255","SpanishWS","remote",17.8518634,1094
"1256","SpanishWS","remote",37.809360154,1094
"1257","SpanishWS","remote",9.064079051,1094
"1258","SpanishWS","remote",12.944887896,1094
"1259","SpanishWS","remote",15.847205551,1094
"1260","SpanishWS","remote",11.165095324,1094
"1261","EnglishWG","remote",5.896658286,2416
"1262","EnglishWG","remote",20.427462528,2416
"1263","EnglishWG","remote",27.595186563,2416
"1264","EnglishWG","remote",19.568231786,2416
"1265","EnglishWG","remote",10.04180504,2416
"1266","EnglishWG","remote",22.238954193,2416
"1267","EnglishWG","remote",7.859330695,2416
"1268","EnglishWG","remote",13.714444456,2416
"1269","EnglishWG","remote",18.193656669,2416
"1270","EnglishWG","remote",15.570957753,2416
"1271","SpanishWS","remote",5.079719323,1094
"1272","SpanishWS","remote",9.892356346,1094
"1273","SpanishWS","remote",13.004146354,1094
"1274","SpanishWS","remote",29.168877016,1094
"1275","SpanishWS","remote",17.8518634,1094
"1276","SpanishWS","remote",37.809360154,1094
"1277","SpanishWS","remote",9.064079051,1094
"1278","SpanishWS","remote",12.944887896,1094
"1279","SpanishWS","remote",15.847205551,1094
"1280","SpanishWS","remote",11.165095324,1094
"1281","SpanishWG","remote",1.363615607,778
"1282","SpanishWG","remote",4.305980744,778
"1283","SpanishWG","remote",2.238822442,778
"1284","SpanishWG","remote",13.717633918,778
"1285","SpanishWG","remote",5.45536987,778
"1286","SpanishWG","remote",9.29318502,778
"1287","SpanishWG","remote",19.720429202,778
"1288","SpanishWG","remote",6.110446538,778
"1289","SpanishWG","remote",4.220841824,778
