Subject,Lang,Lang2,Com30AL,Pro30AL,Com30Eng,Pro30Eng,ComLongerAL,ProLongerAL,ComLongerEng,ProLongerEng,AgeAtEngCDI,gender,mumlang,dadlang,EngExp,lang_exp1,lang_exp2,MumEd,DadEd,NumberSibs,AL30_aeroplane,AL30_ball,AL30_bed,AL30_big,AL30_book,AL30_car,AL30_chair,AL30_cold,AL30_cup,AL30_dirty,AL30_door,AL30_elephant,AL30_fall,AL30_fish,AL30_flower,AL30_hot,AL30_lion,AL30_milk,AL30_mummy,AL30_nose,AL30_play,AL30_scissors,AL30_shoes,AL30_sky,AL30_soap,AL30_sock,AL30_table,AL30_tree,AL30_what,AL30_where,Eng30_aeroplane,Eng30_ball,Eng30_bed,Eng30_big,Eng30_book,Eng30_car,Eng30_chair,Eng30_cold,Eng30_cup,Eng30_dirty,Eng30_door,Eng30_elephant,Eng30_fall,Eng30_fish,Eng30_flower,Eng30_hot,Eng30_lion,Eng30_milk,Eng30_mummy,Eng30_nose,Eng30_play,Eng30_scissors,Eng30_shoes,Eng30_sky,Eng30_soap,Eng30_sock,Eng30_table,Eng30_tree,Eng30_what,Eng30_where,Eng_aeroplane,Eng_all,Eng_arm,Eng_aunt,Eng_back,Eng_ball,Eng_balloon,Eng_bed,Eng_bib,Eng_big,Eng_block,Eng_book,Eng_bowl,Eng_broom,Eng_brush,Eng_butter,Eng_cake,Eng_call,Eng_car,Eng_carry,Eng_catch,Eng_cereal,Eng_chair,Eng_clean,Eng_cocksound,Eng_cold,Eng_cup,Eng_dinner,Eng_dirty,Eng_donkey,Eng_door,Eng_drop,Eng_elephant,Eng_fall,Eng_fast,Eng_finish,Eng_fish,Eng_flower,Eng_glass,Eng_go,Eng_goodbye,Eng_goose,Eng_happy,Eng_her,Eng_hot,Eng_I,Eng_in,Eng_jacket,Eng_key,Eng_kitten,Eng_lamp,Eng_light,Eng_lion,Eng_meat,Eng_milk,Eng_money,Eng_mouth,Eng_mummy,Eng_nap,Eng_nose,Eng_not,Eng_now,Eng_old,Eng_other,Eng_outside,Eng_peekaboo,Eng_pen,Eng_penguin,Eng_pig,Eng_play,Eng_scissors,Eng_shoes,Eng_sky,Eng_soap,Eng_sock,Eng_soft,Eng_some,Eng_spectacles,Eng_splash,Eng_squirrel,Eng_swim,Eng_swing,Eng_table,Eng_tea,Eng_there,Eng_tickle,Eng_today,Eng_toe,Eng_tomorrow,Eng_tree,Eng_walk,Eng_wall,Eng_wantto,Eng_watch,Eng_wet,Eng_what,Eng_where,Eng_why,Eng_yes,Eng_zip,AL_CDI_Length
500,Welsh,Welsh,22,14,26,12,207,153,75,24,23.9,2,2,1,62.5,English;62.50;,Welsh;37.50;,6,6,1,2,2,2,2,1,2,0,0,0,1,2,1,2,2,2,1,2,2,2,2,0,0,2,0,1,1,0,1,0,1,2,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,0,2,0,0,2,1,1,0,1,2,1,1,1,1,2,2,2,2,1,0,2,1,0,1,0,1,1,2,2,1,1,1,0,2,1,1,2,2,1,1,1,2,1,1,1,2,1,0,1,2,0,1,1,2,0,1,1,0,1,0,1,1,1,1,0,1,2,1,1,1,1,0,0,1,2,0,2,2,1,0,2,0,0,2,0,1,1,2,0,1,1,1,2,0,1,1,0,0,1,1,0,1,1,2,0,1,0,1,0,430
504,Welsh,Welsh,27,25,25,23,314,290,62,59,24.4,2,1,2,19.31,English;19.31;,Welsh;80.69;,7,6,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,1,1,2,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,0,0,0,2,2,2,2,0,0,2,2,0,2,2,0,2,0,2,0,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,0,0,0,2,0,2,1,2,0,2,0,0,2,0,0,2,2,0,0,2,2,2,0,0,0,0,0,2,0,2,2,0,0,1,1,0,2,0,430
508,Welsh,Welsh,21,14,4,4,199,120,8,7,24.6,2,1,1,0,English;0.00;,Welsh;100.00;,7,3,0,1,2,1,2,1,2,2,0,1,0,2,2,0,0,2,0,2,1,2,2,2,0,2,1,0,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430
512,Welsh,Welsh,28,13,30,12,372,148,87,30,23.4,2,1,2,50.84,English;50.84;,Welsh;49.16;,7,3,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,0,0,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,0,1,2,2,1,1,1,1,1,1,0,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,0,2,1,1,1,1,1,1,2,0,2,2,0,2,0,1,1,1,0,2,0,0,1,1,0,1,2,1,2,0,2,1,1,0,1,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,0,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,430
516,Welsh,Welsh,7,6,29,28,113,79,95,83,24.7,2,1,1,34.24,English;34.24;,Welsh;65.76;,6,4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,1,2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,430
520,Welsh,Welsh,27,13,29,18,341,160,87,51,23.5,2,2,1,57.73,English;57.73;,Welsh;42.27;,7,7,0,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,0,2,2,2,2,1,0,1,1,1,0,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2,0,2,2,1,2,1,1,2,0,2,0,0,2,1,2,2,1,1,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,0,2,0,1,2,2,2,1,1,1,2,1,1,2,2,1,2,0,0,0,1,2,2,2,2,2,1,1,2,0,2,2,1,0,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,0,1,1,1,1,0,2,2,430
521,Welsh,Welsh,22,4,24,7,192,51,53,21,23.7,2,1,2,31.28,English;31.28;,Welsh;68.72;,6,4,0,1,1,1,0,1,2,1,0,1,1,2,1,1,1,1,0,0,1,2,1,1,2,1,0,0,0,1,1,0,1,1,1,2,0,2,2,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,0,0,2,1,2,0,1,1,2,1,0,2,1,2,2,2,0,0,2,1,0,1,0,2,0,2,1,2,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,2,2,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,1,2,0,2,1,1,1,2,0,0,2,0,0,0,2,0,0,1,1,0,2,1,0,0,0,2,1,0,1,0,0,0,1,0,2,1,430
522,Welsh,Welsh,23,4,24,15,179,75,67,41,23.5,1,2,1,73.91,English;73.91;,Welsh;26.09;,6,6,0,1,1,1,0,1,2,1,1,1,0,2,1,0,1,1,0,1,2,2,1,1,0,1,0,1,1,1,1,0,1,0,2,2,0,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,0,2,0,1,2,1,1,0,0,0,0,2,1,0,2,2,2,2,0,0,2,1,0,2,0,2,2,2,1,0,2,2,1,2,1,1,1,1,1,2,0,2,1,0,1,2,1,1,2,2,0,2,0,2,0,0,2,2,1,0,0,1,0,2,0,2,2,2,2,0,1,0,0,1,2,0,0,2,2,0,2,0,1,2,0,0,1,2,2,1,2,1,2,0,2,0,2,0,1,1,1,1,1,2,0,0,0,2,2,430
523,Welsh,Welsh,10,4,13,7,91,55,27,16,23.8,2,2,1,86.76,English;86.76;,Welsh;13.24;,6,4,1,1,2,1,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,2,2,0,0,0,0,0,0,0,0,1,2,0,2,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,430
525,Welsh,Welsh,2,2,22,15,47,27,72,38,25,2,1,1,75,English;75.00;,Welsh;25.00;,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,2,1,0,2,2,2,0,1,2,2,0,1,2,2,1,2,0,2,2,1,2,1,2,0,0,2,0,1,1,2,0,2,1,2,0,2,2,1,0,2,0,2,0,2,1,1,1,1,1,0,0,2,2,2,0,2,0,0,1,0,1,2,2,1,2,2,1,1,0,0,1,1,1,2,2,0,2,1,0,2,2,1,2,2,1,1,0,0,1,1,1,1,0,2,2,0,2,2,1,2,0,0,1,1,0,2,2,1,2,1,1,1,2,0,2,2,1,1,0,2,0,0,0,2,2,430
526,Welsh,Welsh,18,5,7,7,172,49,19,19,23.9,2,1,1,1.15,English;1.15;,Welsh;98.85;,6,6,1,1,1,1,0,0,2,1,0,1,2,1,1,0,1,1,0,2,1,2,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,430
529,Welsh,Welsh,30,25,29,27,346,242,95,67,24.8,1,1,2,49.74,English;49.74;,Welsh;50.26;,7,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,0,2,1,2,2,2,2,2,2,2,2,2,0,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,0,2,2,2,2,1,2,2,2,2,2,2,430
534,Welsh,Welsh,19,10,25,20,189,100,70,48,24.3,1,1,1,53.75,English;53.75;,Welsh;46.25;,6,6,0,2,1,2,0,1,2,1,2,1,0,2,2,0,2,2,0,1,2,2,1,1,0,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,1,2,0,2,2,0,2,2,2,2,1,2,2,2,0,2,1,0,2,1,2,0,1,2,0,2,2,0,2,2,2,2,2,1,2,1,0,2,2,2,1,2,2,1,1,2,1,2,1,2,1,0,0,2,0,2,0,0,1,2,2,0,2,2,0,2,0,2,0,1,2,1,0,0,1,2,1,1,2,2,2,0,2,0,2,0,1,2,2,2,1,2,2,0,2,1,0,2,0,0,1,2,0,2,0,1,2,1,0,0,2,0,2,2,0,0,0,2,0,1,2,2,1,430
544,Welsh,Welsh,30,29,29,29,429,411,99,99,24.2,2,1,2,44.28,English;44.28;,Welsh;55.72;,6,4,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,430
546,Welsh,Welsh,25,15,30,30,276,197,93,91,24.2,2,1,1,50.05,English;50.05;,Welsh;49.95;,4,3,0,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,0,2,1,0,0,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,430
550,Welsh,Welsh,13,3,30,30,103,58,99,92,23.6,1,1,2,73.02,English;73.02;,Welsh;26.98;,6,7,2,0,0,1,0,1,2,0,0,0,0,0,2,0,1,1,0,1,0,2,1,1,0,1,0,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,2,430
553,Welsh,Welsh,28,19,29,28,343,206,95,78,24.4,1,1,1,26.37,English;26.37;,Welsh;73.63;,6,7,0,1,2,2,2,2,2,2,2,1,0,2,2,1,2,2,1,2,2,2,2,1,0,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,0,2,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,0,1,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,430
556,Welsh,Welsh,15,2,16,1,127,19,34,2,24,2,1,2,22.55,English;22.55;,Welsh;77.45;,6,4,2,0,2,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,430
557,Welsh,Welsh,16,7,6,6,191,64,17,14,24.4,1,1,1,3.89,English;3.89;,Welsh;96.11;,4,6,0,0,2,1,0,1,2,1,0,1,0,2,2,0,1,2,0,2,1,2,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,430
558,Welsh,Welsh,7,2,22,6,82,11,53,12,23.6,2,2,1,92.56,English;92.56;,Welsh;7.44;,4,7,0,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,1,0,1,0,2,1,1,2,1,1,1,1,2,1,0,0,2,0,0,1,1,1,0,1,1,0,1,0,1,2,2,1,0,0,0,1,1,0,1,0,1,0,2,1,0,1,1,1,0,0,1,1,0,1,2,1,1,1,1,1,2,1,0,2,1,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,1,2,2,1,0,0,0,0,1,2,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,2,0,1,1,0,1,0,0,0,1,0,1,0,430
560,Welsh,Welsh,21,3,30,22,206,52,96,60,23.9,2,2,1,83.11,English;83.11;,Welsh;16.89;,6,6,0,1,2,1,1,1,2,0,1,1,0,1,1,1,0,1,0,1,1,2,1,1,0,0,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,0,1,0,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,0,2,0,2,2,1,2,2,2,2,1,1,2,1,430
562,Welsh,Welsh,23,16,30,28,275,197,100,84,23.5,2,2,1,72.57,English;72.57;,Welsh;27.43;,6,6,0,1,2,2,2,1,0,2,2,0,1,2,2,0,1,0,2,1,1,2,2,2,2,1,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,430
566,Welsh,Welsh,6,4,18,16,74,53,40,26,23.5,2,1,2,55,English;55.00;,Welsh;45.00;,4,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,2,0,2,1,0,0,0,2,2,2,0,2,2,2,1,0,2,0,0,2,0,2,0,2,0,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,1,2,2,1,0,0,2,2,1,0,0,1,0,0,0,2,2,2,0,1,2,0,0,0,2,0,1,2,0,2,0,0,0,0,2,0,0,2,1,2,0,0,0,0,2,2,0,0,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,2,1,1,0,0,0,2,1,0,0,0,0,0,2,0,2,0,430
619,Welsh,Welsh,29,27,30,28,414,365,93,86,24.5,2,1,1,38.2,English;38.20;,Welsh;61.80;,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,1,1,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,430
626,Welsh,Welsh,18,6,16,9,148,50,28,14,24.4,2,1,1,25.14,English;25.14;,Welsh;74.86;,6,6,0,2,2,1,0,1,2,1,0,1,1,2,1,0,0,2,0,1,1,2,0,1,0,1,0,0,0,0,0,1,1,2,2,1,0,2,2,0,0,2,1,1,1,0,2,1,0,0,0,2,1,2,0,2,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,430
692,Welsh,Welsh,14,1,27,9,103,12,78,20,24.1,2,2,1,97.69,English;97.69;,Welsh;2.31;,3,3,2,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,0,2,1,1,1,1,2,0,0,2,1,1,1,1,2,2,1,0,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,2,2,0,0,0,2,0,0,2,1,1,0,1,1,2,1,1,1,2,1,1,0,0,1,1,1,2,1,0,1,1,0,2,1,1,1,0,0,1,1,0,1,1,1,2,1,1,0,1,0,2,1,1,2,1,1,0,0,0,2,1,430
849,Welsh,Welsh,26,22,26,16,335,226,67,37,23.6,2,1,2,3.78,English;3.78;,Welsh;96.22;,7,7,1,2,2,2,1,1,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,2,0,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,0,2,0,0,1,2,1,0,1,2,0,1,2,0,2,2,1,2,2,1,2,2,0,2,0,1,0,2,0,1,2,1,1,2,1,2,0,2,0,2,0,2,1,1,2,2,2,0,2,2,0,2,0,2,0,0,2,1,1,0,1,1,0,1,2,1,2,0,2,0,0,0,0,2,2,1,2,1,1,0,2,0,0,1,1,0,2,2,1,2,2,2,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,2,1,430
873,Welsh,Welsh,29,18,29,20,344,201,86,50,23.9,2,1,1,32.41,English;32.41;,Welsh;67.59;,6,4,1,2,2,2,2,2,2,2,1,2,0,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,0,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,0,2,1,2,0,2,1,2,1,2,0,0,2,2,2,1,0,1,1,2,2,2,2,2,2,1,2,2,2,2,0,1,0,2,2,2,0,1,1,2,1,2,1,1,1,0,2,1,1,0,0,2,2,1,2,2,2,1,2,1,0,2,2,1,2,2,2,1,2,2,1,1,2,0,1,0,2,1,1,2,1,2,1,1,2,2,1,430
893,Welsh,Welsh,17,6,29,28,216,85,92,86,24.1,2,1,2,77.5,English;77.50;,Welsh;22.50;,7,6,0,1,2,2,1,1,2,0,1,0,0,2,0,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2,2,0,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,1,2,2,430
974,Welsh,Welsh,27,17,9,2,305,163,19,5,23.4,2,1,1,28.06,English;28.06;,Welsh;71.94;,7,7,0,1,2,2,2,1,2,2,2,0,1,2,1,1,1,2,1,2,2,2,2,1,0,2,1,0,2,2,2,2,1,1,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,430
1077,Welsh,Welsh,27,6,27,10,274,59,74,25,23.6,2,1,2,60.18,English;60.18;,Welsh;39.82;,7,7,0,1,2,1,0,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,0,1,1,0,1,1,1,1,2,1,2,1,0,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,0,2,1,0,2,1,1,1,1,1,0,1,2,1,2,2,1,1,0,0,2,1,0,1,0,2,1,2,1,1,1,1,0,2,1,1,1,1,0,1,0,1,1,1,1,2,1,1,2,2,0,1,0,2,0,1,1,1,0,0,1,1,0,2,0,2,2,1,2,1,1,0,1,2,2,0,2,1,1,0,2,1,0,2,0,0,1,1,1,1,1,1,2,2,2,0,1,0,1,2,0,1,0,1,1,1,0,2,1,430
1117,Welsh,Welsh,25,18,26,17,264,199,57,41,23.7,1,1,1,22.12,English;22.12;,Welsh;77.88;,7,7,4,2,2,1,0,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,1,2,0,1,2,1,1,1,1,1,2,2,0,2,1,2,2,1,2,2,2,1,2,0,2,0,1,2,2,2,1,2,0,1,2,1,1,2,2,1,0,1,2,0,2,2,2,2,0,0,2,1,0,2,0,1,0,1,1,0,0,2,0,2,2,1,2,2,2,2,0,2,1,0,2,2,0,0,2,2,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,2,0,2,0,0,0,2,2,2,0,0,0,2,1,2,0,1,2,0,0,0,2,0,2,2,1,0,2,2,0,0,0,1,2,1,2,0,2,2,2,2,2,0,430
